date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,0.0,-976100000.0,-443200000.0,-553700000.0,-798800000.0,-951550000.0,-286618000.0,-231085000.0,-125840000.0,-240877000.0,-148717000.0,-445891000.0,-1000853000.0,-108536000.0,-145998000.0,-145043000.0,0.0,0.0,0.0,-6151000.0,0.0,0.0,0.0
,dividendsPaid,-60600000.0,-127400000.0,-125200000.0,-115500000.0,-30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2387700000.0,237100000.0,807000000.0,2448200000.0,2398500000.0,546087000.0,1934745000.0,580424000.0,854568000.0,1166287000.0,12959000.0,1489110000.0,118315000.0,31800000.0,13472000.0,379100000.0,0.0,0.0,0.0,0.0,0.0,74929000.0,163282000.0
,netCashUsedProvidedByFinancingActivities,-4166500000.0,-4091700000.0,-1217900000.0,4004900000.0,2663400000.0,1772901000.0,3516146000.0,704152000.0,2209019000.0,109250000.0,-715675000.0,570189000.0,-20306000.0,197075000.0,112270000.0,278579000.0,66369000.0,165003000.0,-15999000.0,32497000.0,1144000.0,74929000.0,163282000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,14600000.0,3600000.0,-12000000.0,4800000.0,2400000.0,-25309000.0,-15854000.0,-11758000.0,5280000.0,-2788000.0,-2067000.0,15886000.0,-27123000.0,11976000.0,-1216000.0,2095000.0,1525000.0,3156000.0,-6256000.0,-9176000.0,-3475000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-494900000.0,-9600000.0,-347000000.0,2330800000.0,691200000.0,90885000.0,107330000.0,76470000.0,677139000.0,77099000.0,-74264000.0,56467000.0,-108928000.0,85764000.0,36862000.0,58804000.0,16664000.0,37306000.0,-87096000.0,594000.0,60395000.0,0.0,0.0
,cashAtEndOfPeriod,3463200000.0,3958100000.0,3967700000.0,4190000000.0,1859200000.0,1168037000.0,1077152000.0,969822000.0,893352000.0,216213000.0,139114000.0,213378000.0,156911000.0,265839000.0,180075000.0,143213000.0,84409000.0,67745000.0,30439000.0,117535000.0,116941000.0,0.0,0.0
,cashAtBeginningOfPeriod,3958100000.0,3967700000.0,4314700000.0,1859200000.0,1168000000.0,1077152000.0,969822000.0,893352000.0,216213000.0,139114000.0,213378000.0,156911000.0,265839000.0,180075000.0,143213000.0,84409000.0,67745000.0,30439000.0,117535000.0,116941000.0,56546000.0,0.0,0.0
,operatingCashFlow,1882700000.0,1217700000.0,2754900000.0,2609600000.0,2088400000.0,1705841000.0,1344159000.0,1003492000.0,1134190000.0,1011347000.0,902709000.0,358414000.0,451019000.0,571521000.0,468780000.0,109081000.0,353067000.0,125804000.0,127762000.0,169681000.0,87183000.0,251638000.0,9311000.0
,capitalExpenditure,-54000000.0,15100000.0,-199800000.0,-225400000.0,-207000000.0,-191683000.0,-158694000.0,-135376000.0,-116455000.0,-73502000.0,-68755000.0,-52970000.0,-49556000.0,-116652000.0,-100352000.0,-65900000.0,-48329000.0,-46955000.0,-42379000.0,-36637000.0,-33083000.0,0.0,0.0
,freeCashFlow,1828700000.0,1075400000.0,2555100000.0,2384200000.0,1881400000.0,1514158000.0,1185465000.0,868116000.0,1017735000.0,937845000.0,833954000.0,305444000.0,401463000.0,454869000.0,368428000.0,43181000.0,304738000.0,78849000.0,85383000.0,133044000.0,54100000.0,251638000.0,9311000.0
