date,,2020-03-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,0.0,17000000.0,298000000.0,229000000.0,312000000.0,228000000.0,423000000.0,181000000.0,168000000.0,100400000.0,48000000.0,-19100000.0,125700000.0,-15800000.0,33000000.0,38000000.0,20400000.0
,depreciationAndAmortization,0.0,404000000.0,388000000.0,379000000.0,122000000.0,120000000.0,110000000.0,93000000.0,63400000.0,81000000.0,73700000.0,64900000.0,36500000.0,24400000.0,12800000.0,11700000.0,17000000.0
,deferredIncomeTax,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,-29200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,425000000.0,-58000000.0,-170000000.0,145000000.0,18000000.0,43000000.0,4000000.0,-28000000.0,-93400000.0,39900000.0,12800000.0,52500000.0,-89800000.0,56900000.0,25900000.0,26100000.0,-11200000.0
,accountsReceivables,0.0,170000000.0,-55000000.0,-194000000.0,-3000000.0,110000000.0,68000000.0,-89000000.0,29900000.0,-10700000.0,5800000.0,-36600000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,9000000.0,-11000000.0,4000000.0,-1000000.0,20000000.0,4000000.0,9000000.0,13300000.0,-600000.0,-8700000.0,-13300000.0,16400000.0,-7200000.0,11600000.0,-100000.0,0.0
,accountsPayables,0.0,-133000000.0,-168000000.0,328000000.0,25000000.0,-90000000.0,-67000000.0,51000000.0,-133300000.0,46300000.0,5700000.0,21500000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-288000000.0,-104000000.0,64000000.0,7000000.0,-3000000.0,5000000.0,-9000000.0,-4000000.0,-8700000.0,4900000.0,8200000.0,81500000.0,-81600000.0,66900000.0,2400000.0,-300000.0,700000.0
,otherNonCashItems,0.0,21000000.0,15000000.0,32000000.0,12000000.0,13000000.0,14000000.0,14000000.0,2800000.0,30100000.0,20900000.0,19800000.0,0.0,0.0,-100000.0,0.0,-600000.0
,netCashProvidedByOperatingActivites,0.0,859000000.0,662000000.0,896000000.0,575000000.0,650000000.0,524000000.0,324000000.0,124900000.0,204100000.0,140800000.0,107900000.0,101500000.0,65400000.0,68900000.0,75500000.0,25600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-160000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41000000.0,-21300000.0,-27200000.0,-7900000.0,0.0
,acquisitionsNet,-0.0,0.0,0.0,0.0,0.0,0.0,-775000000.0,-782000000.0,-745000000.0,-152000000.0,-282000000.0,-45000000.0,-157000000.0,-487000000.0,-57000000.0,0.0,0.0
,purchasesOfInvestments,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15100000.0,-2300000.0,-8100000.0,-608200000.0,-6921600000.0,-7372400000.0,-731000000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14900000.0,11300000.0,53300000.0,650500000.0,6924000000.0,7373300000.0,630800000.0,0.0
,otherInvestingActivites,18000000.0,209000000.0,4000000.0,132000000.0,160000000.0,0.0,28000000.0,0.0,1300000.0,5200000.0,3400000.0,300000.0,-13800000.0,0.0,0.0,-100000.0,600000.0
,netCashUsedForInvestingActivites,18000000.0,-760000000.0,-945000000.0,-391000000.0,94000000.0,-343000000.0,-1236000000.0,-1387000000.0,-1070500000.0,-274000000.0,-241600000.0,-163800000.0,-166900000.0,-521700000.0,-82700000.0,-107000000.0,-2500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-0.0,-5372000000.0,-4560000000.0,-811000000.0,-2152000000.0,-1429000000.0,-335000000.0,-1653000000.0,-1791500000.0,-1425000000.0,-833400000.0,-280500000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,31000000.0,1001000000.0,1083000000.0,455200000.0,169700000.0,189300000.0,69500000.0,132100000.0,228500000.0,100000.0,206400000.0,0.0
,commonStockRepurchased,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-0.0,-677000000.0,-704000000.0,-545000000.0,-483000000.0,-482000000.0,-420000000.0,-280000000.0,-181300000.0,-132400000.0,-101900000.0,-85300000.0,-76200000.0,-44000000.0,-22100000.0,0.0,0.0
,otherFinancingActivites,18000000.0,-21000000.0,-30000000.0,403000000.0,-7000000.0,-4000000.0,-240000000.0,-34000000.0,-207900000.0,-66400000.0,-16800000.0,55400000.0,6500000.0,-111900000.0,-18100000.0,-219200000.0,-23100000.0
,netCashUsedProvidedByFinancingActivities,0.0,-99000000.0,128000000.0,-350000000.0,-670000000.0,-330000000.0,725000000.0,1073000000.0,939300000.0,69900000.0,105400000.0,-3900000.0,88900000.0,434600000.0,17800000.0,73700000.0,-23100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
