Date,2018-10,2017-10,2016-10,2015-10,2014-10
Depreciation & Amortization,28000000.0,27000000.0,23000000.0,22000000.0,19000000.0
Stock-based compensation,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Operating Cash Flow,72000000.0,63000000.0,60000000.0,51000000.0,51000000.0
Capital Expenditure,-8000000.0,-10000000.0,-21000000.0,-12000000.0,-19000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-4000000,-31000000,-72000000,-136000000,-82000000
Investing Cash flow,-26000000.0,16000000.0,-80000000.0,-105000000.0,-55000000.0
Issuance (repayment) of debt,-27000000.0,-106000000.0,-87000000.0,-135000000.0,-79000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-43000000.0,-78000000.0,21000000.0,-12000000.0,74000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,2000000.0,1000000.0,1000000.0,-66000000.0,70000000.0
Free Cash Flow,63000000.0,53000000.0,39000000.0,39000000.0,32000000.0
Net Cash/Marketcap,,,,,
