date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,482000000.0,1225000000.0,2012000000.0,2144000000.0,904000000.0,938000000.0,555000000.0,1395000000.0,794000000.0,1341000000.0,644000000.0,663000000.0,-1282000000.0,1168000000.0,1050000000.0,1100000000.0,-35000000.0,315000000.0,295000000.0,-1142000000.0,142000000.0,183000000.0,236000000.0,-151000000.0,303000000.0,1153000000.0,432000000.0
,depreciationAndAmortization,1287000000.0,1306000000.0,1328000000.0,1423000000.0,1227000000.0,1294000000.0,1414000000.0,1547000000.0,1486000000.0,1332000000.0,1456000000.0,1472000000.0,1347000000.0,1086000000.0,1158000000.0,1376000000.0,1565000000.0,1644000000.0,1587000000.0,1870000000.0,1916000000.0,1520000000.0,1186000000.0,1258000000.0,1194000000.0,1031000000.0,885000000.0
,deferredIncomeTax,9000000.0,212000000.0,133000000.0,-1113000000.0,136000000.0,281000000.0,-135000000.0,-629000000.0,204000000.0,317000000.0,422000000.0,160000000.0,-81000000.0,232000000.0,1619000000.0,-665000000.0,-114000000.0,-401000000.0,-399000000.0,-584000000.0,-323000000.0,-208000000.0,139000000.0,-90000000.0,107000000.0,146000000.0,42000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,324000000.0,-4309000000.0,-873000000.0,278000000.0,344000000.0,-497000000.0,-848000000.0,-9000000.0,-1811000000.0,2193000000.0,-14000000.0,934000000.0,-288000000.0,-1103000000.0,1431000000.0,-1882000000.0,1913000000.0,-625000000.0,221000000.0,-104000000.0,183000000.0,485000000.0,1309000000.0,961000000.0,-906000000.0,214000000.0,-82000000.0
,accountsReceivables,59000000.0,246000000.0,-342000000.0,-370000000.0,-94000000.0,7000000.0,-97000000.0,-134000000.0,377000000.0,0.0,0.0,0.0,0.0,-141000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,35000000.0,-1000000.0,-236000000.0,-87000000.0,11000000.0,-131000000.0,-103000000.0,-114000000.0,-28000000.0,-56000000.0,-186000000.0,316000000.0,48000000.0,-82000000.0,-43000000.0,-16000000.0,-66000000.0,32000000.0,89000000.0,300000000.0,-143000000.0,-121000000.0,48000000.0,-150000000.0,174000000.0,-320000000.0,8000000.0
,accountsPayables,141000000.0,139000000.0,151000000.0,114000000.0,98000000.0,-89000000.0,-18000000.0,-110000000.0,-273000000.0,0.0,0.0,0.0,0.0,-90000000.0,0.0,0.0,93000000.0,-73000000.0,199000000.0,-289000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,109000000.0,-2007000000.0,2302000000.0,3175000000.0,2897000000.0,2553000000.0,3050000000.0,3898000000.0,3907000000.0,5718000000.0,3525000000.0,3539000000.0,2605000000.0,2893000000.0,3996000000.0,2565000000.0,4447000000.0,2534000000.0,3159000000.0,2938000000.0,3042000000.0,2859000000.0,2374000000.0,1065000000.0,104000000.0,1010000000.0,796000000.0
,otherNonCashItems,414000000.0,209000000.0,104000000.0,279000000.0,211000000.0,405000000.0,1048000000.0,163000000.0,109000000.0,236000000.0,17000000.0,1542000000.0,401000000.0,80000000.0,-533000000.0,149000000.0,655000000.0,297000000.0,1527000000.0,668000000.0,790000000.0,245000000.0,57000000.0,636000000.0,813000000.0,-92000000.0,73000000.0
,netCashProvidedByOperatingActivites,3063000000.0,3610000000.0,3226000000.0,1757000000.0,2478000000.0,2580000000.0,3077000000.0,3028000000.0,2967000000.0,2675000000.0,1631000000.0,4655000000.0,2669000000.0,1887000000.0,1223000000.0,1510000000.0,2388000000.0,1822000000.0,2094000000.0,1714000000.0,2430000000.0,1728000000.0,1671000000.0,1242000000.0,1739000000.0,2248000000.0,1275000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1155000000.0,-1328000000.0,-1166000000.0,-1009000000.0,-1049000000.0,-1352000000.0,-1139000000.0,-1049000000.0,-1111000000.0,-1394000000.0,-1518000000.0,0.0
,acquisitionsNet,-25000000.0,-22000000.0,-8000000.0,-41000000.0,-2120000000.0,23000000.0,411000000.0,221000000.0,-3260000000.0,-329000000.0,-152000000.0,-17000000.0,-6072000000.0,1432000000.0,1666000000.0,1221000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-1276000000.0,-1572000000.0,-1391000000.0,-1348000000.0,-1487000000.0,-1366000000.0,-1198000000.0,-1383000000.0,0.0,0.0,0.0,-21000000.0,-578000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-1000000.0,-20000000.0,28000000.0,15000000.0,-49000000.0,-114000000.0,34000000.0,84000000.0,-80000000.0,1000000.0,93000000.0,-42000000.0,-102000000.0,-4000000.0,-1185000000.0,73000000.0,217000000.0,-179000000.0,22000000.0,106000000.0,-1000000.0,-11000000.0,-22000000.0,16000000.0,-59000000.0,-111000000.0,-129000000.0
