date,,2020-12-27_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2016-12-25_FY,2015-12-27_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2011-12-25_FY,2010-12-26_FY,2009-12-27_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2005-12-25_FY,2004-12-26_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,1999-12-26_FY,1998-12-27_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1994-12-25_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,322062000.0,520454000.0,220434000.0,396607000.0,551380000.0,451838000.0,415900000.0,286200000.0,336000000.0,385400000.0,397800000.0,374900000.0,306800000.0,333000000.0,230055000.0,212100000.0,196000000.0,157700000.0,-170700000.0,59700000.0,-144631000.0,189000000.0,206400000.0,135000000.0,199900000.0,155600000.0,175000000.0
,depreciationAndAmortization,144746000.0,180787000.0,167958000.0,171836000.0,154470000.0,155327000.0,158000000.0,181000000.0,150300000.0,160400000.0,146300000.0,180900000.0,166200000.0,156500000.0,146707000.0,180100000.0,146200000.0,164200000.0,183900000.0,225900000.0,264221000.0,277300000.0,169200000.0,166600000.0,138300000.0,129900000.0,122300000.0
,deferredIncomeTax,30316000.0,-14956000.0,-11094000.0,112105000.0,-662000.0,-18954000.0,-9800000.0,-19200000.0,-16100000.0,-2900000.0,25200000.0,19100000.0,25000000.0,37600000.0,24967000.0,-24000000.0,34600000.0,22800000.0,5400000.0,38700000.0,-67690000.0,-38700000.0,1700000.0,-40600000.0,-8100000.0,-9100000.0,-1200000.0
,stockBasedCompensation,49748000.0,28044000.0,27892000.0,56032000.0,61624000.0,53880000.0,36152000.0,21272000.0,19434000.0,12463000.0,33392000.0,29912000.0,35221000.0,29402000.0,0.0,74000.0,138000.0,172000.0,1770000.0,2532000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-4047135000.0,3682259000.0,-574049000.0,772481000.0,-191203000.0,156751000.0,527000000.0,-430600000.0,236400000.0,-190800000.0,273100000.0,315000000.0,-86400000.0,188078000.0,-107078000.0,349900000.0,-9600000.0,114500000.0,-145300000.0,269599000.0,280001000.0,-363300000.0,-146700000.0,-85400000.0,100200000.0,66800000.0,-64000000.0
,accountsReceivables,210823000.0,-211450000.0,180113000.0,-50376000.0,-149923000.0,-227808000.0,-112366000.0,-86616000.0,28690000.0,-108845000.0,-71173000.0,-422560000.0,-14220000.0,-74941000.0,0.0,39341000.0,75590000.0,-13202000.0,33653000.0,99474000.0,0.0,-125300000.0,-175800000.0,24100000.0,-16000000.0,0.0,2500000.0
,inventory,62757000.0,-4631000.0,-37211000.0,-25301000.0,-12065000.0,-99353000.0,-28944000.0,-37511000.0,22546000.0,17463000.0,151634000.0,105329000.0,-69871000.0,-44267000.0,-17623000.0,10677000.0,-15838000.0,34846000.0,38783000.0,109002000.0,69657000.0,-73800000.0,-92100000.0,30500000.0,42400000.0,-64700000.0,5700000.0
,accountsPayables,49288000.0,62277000.0,107426000.0,-80461000.0,203783000.0,149663000.0,-957000.0,140092000.0,-22362000.0,75589000.0,-129531000.0,5966000.0,56143000.0,64936000.0,0.0,33211000.0,-89735000.0,16707000.0,22863000.0,-194525000.0,0.0,-75700000.0,-29900000.0,-4900000.0,24000000.0,0.0,8100000.0
,otherWorkingCapital,1443304000.0,5490439000.0,1808180000.0,2382229000.0,1609748000.0,1800951000.0,1644200000.0,1117200000.0,1547800000.0,1311400000.0,1502200000.0,1229100000.0,914100000.0,1000500000.0,812422000.0,919500000.0,569600000.0,579200000.0,464700000.0,610000000.0,340401000.0,60400000.0,423700000.0,570400000.0,655800000.0,555600000.0,488800000.0
,otherNonCashItems,0.0,155857000.0,197502000.0,-56206000.0,114402000.0,76700000.0,83200000.0,69000000.0,61200000.0,48300000.0,55500000.0,29900000.0,35200000.0,73800000.0,42272000.0,-2000000.0,-2300000.0,51500000.0,290400000.0,3600000.0,0.0,0.0,20000000.0,0.0,0.0,5300000.0,-25300000.0
,netCashProvidedByOperatingActivites,976340000.0,653061000.0,645997000.0,724378000.0,817313000.0,571366000.0,454400000.0,401100000.0,534800000.0,396100000.0,368000000.0,265600000.0,593200000.0,601800000.0,320647000.0,496600000.0,358500000.0,454200000.0,473100000.0,372500000.0,162556000.0,391500000.0,126600000.0,543800000.0,280000000.0,227400000.0,283800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-125754000.0,-133636000.0,-140426000.0,-134877000.0,-154900000.0,-142022000.0,-113388000.0,-112031000.0,-112091000.0,-99402000.0,-112597000.0,-104129000.0,-117143000.0,-91532000.0,-82103000.0,-70584000.0,-79239000.0,-63070000.0,-58661000.0,-50045000.0,-125055000.0,-107500000.0,-142000000.0,-99400000.0,-101900000.0,-100600000.0,-110900000.0
,acquisitionsNet,-4412948000.0,-8761000.0,-155451000.0,0.0,-12436000.0,0.0,0.0,-110698000.0,0.0,-11585000.0,0.0,-371482000.0,-154757000.0,-18000000.0,0.0,-79179000.0,-9824000.0,0.0,-7419000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-61387000.0,-250054000.0,0.0,-150075000.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000000.0,-42000000.0,-43700000.0,-941120000.0,-48030000.0,0.0,-3378000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,0.0
,otherInvestingActivites,0.0,142829000.0,238172000.0,3396000.0,181131000.0,19617000.0,100651000.0,-4646000.0,4687000.0,-7090000.0,8409000.0,0.0,0.0,0.0,-2698000.0,0.0,0.0,0.0,0.0,0.0,-55655000.0,0.0,0.0,0.0,0.0,-110400000.0,0.0
,netCashUsedForInvestingActivites,-4500231000.0,-60955000.0,-286477000.0,-131481000.0,-138391000.0,-103647000.0,-500000.0,-217700000.0,-106200000.0,-107600000.0,-104200000.0,-497500000.0,-271900000.0,-112500000.0,-83604000.0,-120700000.0,-85000000.0,-64900000.0,-62300000.0,-57800000.0,-180710000.0,-429100000.0,-792700000.0,-269300000.0,-127300000.0,-209300000.0,-244200000.0
