date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1762673000.0,1399512000.0,1575091000.0,2098689000.0,1449853000.0,747092000.0,944693000.0,807492000.0,636687000.0,1515907000.0,984729000.0,635545000.0,902947000.0,756054000.0,608272000.0,1514540000.0,187196000.0,299300000.0,-881650000.0,-215498000.0,-621211000.0,-792847000.0,-260882000.0,-312825000.0,-100986000.0,-11500000.0,100000.0
,depreciationAndAmortization,714552000.0,630577000.0,712024000.0,817564000.0,953146000.0,1000048000.0,1077936000.0,1054026000.0,983049000.0,922073000.0,983965000.0,940033000.0,1000230000.0,1329410000.0,1124317000.0,804193000.0,525163000.0,424891000.0,384864000.0,287841000.0,191862000.0,126906000.0,228360000.0,256497000.0,105109000.0,26700000.0,22800000.0
,deferredIncomeTax,899173000.0,228250000.0,454699000.0,-485973000.0,506932000.0,206392000.0,134535000.0,126194000.0,350324000.0,627927000.0,201400000.0,4630000.0,392318000.0,398931000.0,252340000.0,-539638000.0,5362000.0,629000.0,66149000.0,0.0,0.0,0.0,0.0,-373000.0,-50365000.0,-4800000.0,-7300000.0
,stockBasedCompensation,64954000.0,14262000.0,36261000.0,29941000.0,13037000.0,19199000.0,34153000.0,29730000.0,40970000.0,31521000.0,15387000.0,12227000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-407776000.0,1005936000.0,56054000.0,-5298050000.0,5374766000.0,-10084906000.0,703412000.0,2627111000.0,4607374000.0,453220000.0,-114579000.0,1070690000.0,-902016000.0,-988070000.0,761093000.0,205531000.0,-1559388000.0,-73467000.0,-349302000.0,1185900000.0,50914000.0,679718000.0,-126457000.0,196200000.0,-15675000.0,0.0,8500000.0
,accountsReceivables,-25172000.0,49183000.0,14724000.0,126848000.0,115111000.0,88901000.0,-17407000.0,-69086000.0,-66076000.0,32157000.0,-4182000.0,40924000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,58291000.0,-79542000.0,14788000.0,37895000.0,-49560000.0,116503000.0,-5090000.0,-12654000.0,124032000.0,-139225000.0,-229154000.0,51411000.0,-158498000.0,-88364000.0,16743000.0,79669000.0,-70501000.0,18020000.0,69709000.0,-25247000.0,-41851000.0,-45688000.0,-55056000.0,51597000.0,-36864000.0,-19700000.0,3000000.0
,accountsPayables,73268000.0,46892000.0,-160952000.0,-131399000.0,35760000.0,56633000.0,-186451000.0,80910000.0,114334000.0,32592000.0,20218000.0,-33420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-499000.0,-480991000.0,-1486927000.0,-1542981000.0,3755069000.0,-1619697000.0,8465209000.0,7761797000.0,5134686000.0,527312000.0,74092000.0,188671000.0,-882019000.0,19997000.0,1008067000.0,246974000.0,41443000.0,1600831000.0,1674298000.0,2023600000.0,837700000.0,786786000.0,107068000.0,233525000.0,37325000.0,53000000.0,53000000.0
,otherNonCashItems,-239925000.0,321028000.0,-74203000.0,118000.0,80862000.0,122556000.0,137544000.0,-5012000.0,64897000.0,54730000.0,17721000.0,8505000.0,-75776000.0,23016000.0,17645000.0,-3028778000.0,0.0,0.0,0.0,0.0,0.0,768000.0,0.0,0.0,0.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,3311776000.0,2662401000.0,2517841000.0,2779507000.0,2802152000.0,2436080000.0,2378124000.0,2272465000.0,2011875000.0,2573878000.0,2139802000.0,2194543000.0,2188344000.0,2616721000.0,2279242000.0,1774074000.0,1001442000.0,575581000.0,66744000.0,489483000.0,-118677000.0,-58513000.0,-16890000.0,43000.0,-27425000.0,-20300000.0,24200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-413302000.0,-581081000.0,-393938000.0,-431795000.0,-603021000.0,-761694000.0,-1215861000.0,-1253499000.0,-957566000.0,-905428000.0,-1113219000.0,-1037190000.0,-1129890000.0,-1444522000.0,-1396318000.0,-1506394000.0,-980587000.0,-321819000.0,-435819000.0,-637457000.0,-331401000.0,-91152000.0,-161140000.0,-232058000.0,-50954000.0,-4100000.0,-4000000.0
,acquisitionsNet,-1313000000.0,0.0,0.0,-953000000.0,-724000000.0,0.0,0.0,0.0,0.0,-234000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1902599000.0,-1029858000.0,-1403890000.0,-656754000.0,-345210000.0,-447901000.0,-4269458000.0,-7162132000.0,-3981451000.0,-6543443000.0,-5373947000.0,-6138149000.0,-4648931000.0,-3495640000.0,-2046882000.0,-676478000.0,-1943707000.0,-5050502000.0,-5770963000.0,-2549179000.0,-1363884000.0,-547329000.0,-570096000.0,-309151000.0,-159395000.0,-40200000.0,-420100000.0
,salesMaturitiesOfInvestments,1944748000.0,1799966000.0,730210000.0,206272000.0,1431026000.0,2054805000.0,7054104000.0,5718486000.0,2046648000.0,6221518000.0,5112464000.0,4570124000.0,4708338000.0,2649616000.0,1474662000.0,552521000.0,4096005000.0,3641939000.0,5602398000.0,2023268000.0,1041784000.0,434517000.0,627860000.0,51513000.0,150876000.0,40600000.0,409400000.0
,otherInvestingActivites,-351173000.0,6659000.0,15104000.0,25664000.0,-1487130000.0,3713000.0,110663000.0,-337712000.0,-25888000.0,-122975000.0,-102819000.0,-341000.0,-526988000.0,-92446000.0,-25415000.0,170009000.0,-93430000.0,-31488000.0,-78003000.0,-115751000.0,-258456000.0,141138000.0,95328000.0,-107553000.0,-228169000.0,-34400000.0,-324400000.0
