date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,0.0,0.0,0.0,36000000.0,0.0,189000000.0,0.0,369000000.0,0.0,0.0,20000000.0,810000000.0,16000000.0,159000000.0,122000000.0,227000000.0,540700000.0,550200000.0,102000000.0,78434000.0,350834000.0,15600000.0,6700000.0,59100000.0
,commonStockRepurchased,0.0,-1727000000.0,-1708000000.0,-1372000000.0,-1336000000.0,-2838000000.0,-1296000000.0,-928000000.0,-281000000.0,-349000000.0,-13000000.0,-4000000.0,-955000000.0,-5788000000.0,-2020000000.0,-571000000.0,-317400000.0,-73200000.0,-45500000.0,-156677000.0,-64292000.0,-13500000.0,-34500000.0,-10600000.0
,dividendsPaid,-1600000000.0,-1492000000.0,-1369000000.0,-1242000000.0,-1111000000.0,-848000000.0,-554000000.0,-462000000.0,-360000000.0,-169000000.0,-114000000.0,-324000000.0,-299000000.0,-271000000.0,-184000000.0,-106000000.0,-79400000.0,-50600000.0,-42300000.0,-20698000.0,-18692000.0,-17900000.0,0.0,-5400000.0
,otherFinancingActivites,0.0,-98000000.0,-99000000.0,-63000000.0,-249000000.0,-15000000.0,45000000.0,262000000.0,-89000000.0,181000000.0,-4000000.0,-6000000.0,5000000.0,287000000.0,143000000.0,-2000000.0,0.0,-492900000.0,-2068900000.0,0.0,0.0,-100000.0,100000.0,-235800000.0
,netCashUsedProvidedByFinancingActivities,2077000000.0,-2997000000.0,-3168000000.0,-2272000000.0,-2012000000.0,-2545000000.0,-1930000000.0,-163000000.0,-1233000000.0,-1066000000.0,816000000.0,1289000000.0,-1607000000.0,-3831000000.0,-2188000000.0,-1331000000.0,207300000.0,-135500000.0,-412400000.0,2651207000.0,547194000.0,-214100000.0,401700000.0,275500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,130000000.0,68000000.0,-143000000.0,206000000.0,-100000000.0,-154000000.0,-70000000.0,-20000000.0,13000000.0,16000000.0,53000000.0,65000000.0,-47000000.0,29000000.0,1000000.0,4000000.0,15100000.0,40400000.0,1000000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,730000000.0,-399000000.0,-2868000000.0,1034000000.0,702000000.0,425000000.0,-603000000.0,2569000000.0,699000000.0,-2310000000.0,2509000000.0,-115000000.0,-1524000000.0,874000000.0,1154000000.0,-428000000.0,494400000.0,-9700000.0,109500000.0,254841000.0,-45491000.0,48900000.0,0.0,0.0
,cashAtEndOfPeriod,3313000000.0,2583000000.0,2982000000.0,5850000000.0,4816000000.0,4114000000.0,3689000000.0,4292000000.0,1723000000.0,1024000000.0,3334000000.0,825000000.0,940000000.0,2464000000.0,1590000000.0,436000000.0,863600000.0,369200000.0,378900000.0,269437000.0,14596000.0,60100000.0,0.0,0.0
,cashAtBeginningOfPeriod,2583000000.0,2982000000.0,5850000000.0,4816000000.0,4114000000.0,3689000000.0,4292000000.0,1723000000.0,1024000000.0,3334000000.0,825000000.0,940000000.0,2464000000.0,1590000000.0,436000000.0,864000000.0,369200000.0,378900000.0,269400000.0,14596000.0,60087000.0,11200000.0,9900000.0,0.0
,operatingCashFlow,948000000.0,5531000000.0,4371000000.0,5482000000.0,4820000000.0,5611000000.0,4241000000.0,5564000000.0,5270000000.0,4038000000.0,3045000000.0,1823000000.0,2992000000.0,5258000000.0,6312000000.0,5799000000.0,2957200000.0,1416400000.0,272300000.0,905514000.0,601302000.0,435100000.0,165800000.0,221100000.0
,capitalExpenditure,0.0,-1994000000.0,-1752000000.0,-1379000000.0,-1278000000.0,-1618000000.0,-2153000000.0,-2121000000.0,-2931000000.0,-2355000000.0,-1730000000.0,-2327000000.0,-2790000000.0,-2260000000.0,-3187000000.0,-2133000000.0,-1291500000.0,-975800000.0,-811200000.0,-393561000.0,-194889000.0,-100600000.0,-500700000.0,-122000000.0
,freeCashFlow,948000000.0,3537000000.0,2619000000.0,4103000000.0,3542000000.0,3993000000.0,2088000000.0,3443000000.0,2339000000.0,1683000000.0,1315000000.0,-504000000.0,202000000.0,2998000000.0,3125000000.0,3666000000.0,1665700000.0,440600000.0,-538900000.0,511953000.0,406413000.0,334500000.0,-334900000.0,99100000.0
