date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1107000000.0,2422000000.0,3122000000.0,4065000000.0,2289000000.0,3990000000.0,3630000000.0,2720000000.0,2083000000.0,2090000000.0,324000000.0,-1982000000.0,-1131000000.0,5234000000.0,5462200000.0,3589200000.0,1803100000.0,621500000.0,91500000.0,563553000.0,339120000.0,14300000.0,-47300000.0,96100000.0
,depreciationAndAmortization,2351000000.0,2255000000.0,2069000000.0,1986000000.0,1894000000.0,1842000000.0,1690000000.0,1720000000.0,1574000000.0,1534000000.0,1473000000.0,1527000000.0,1476000000.0,1376000000.0,1155000000.0,875000000.0,618400000.0,510500000.0,449300000.0,252354000.0,173056000.0,139000000.0,78700000.0,65200000.0
,deferredIncomeTax,158000000.0,234000000.0,203000000.0,-2543000000.0,230000000.0,165000000.0,445000000.0,501000000.0,963000000.0,461000000.0,347000000.0,-343000000.0,675000000.0,-131000000.0,290000000.0,255000000.0,344800000.0,287200000.0,1500000.0,270700000.0,103100000.0,-9400000.0,-31700000.0,32300000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0,64000000.0,58000000.0,58000000.0,54000000.0,66000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,752000000.0,-1142000000.0,-1290000000.0,-231000000.0,860000000.0,978000000.0,480000000.0,1623000000.0,1267000000.0,-1470000000.0,1609000000.0,-116000000.0,363000000.0,940000000.0,967000000.0,240100000.0,-22100000.0,223300000.0,1146802000.0,-863177000.0,136175000.0,-32100000.0,-49700000.0,-8300000.0
,accountsReceivables,0.0,0.0,0.0,-870000000.0,-1531000000.0,1294000000.0,2753000000.0,-753000000.0,437000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-19000000.0,-385000000.0,-197000000.0,-516000000.0,771000000.0,-222000000.0,-1014000000.0,-13000000.0,-282000000.0,643000000.0,-407000000.0,-77000000.0,-705000000.0,-249000000.0,-405000000.0,0.0,0.0,0.0,0.0,-66532000.0,0.0,11200000.0,0.0,0.0
,accountsPayables,0.0,1534000000.0,304000000.0,1842000000.0,1556000000.0,-1787000000.0,-3149000000.0,977000000.0,-113000000.0,2004000000.0,670000000.0,1475000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,6561000000.0,5809000000.0,6951000000.0,8241000000.0,8472000000.0,7612000000.0,6634000000.0,6154000000.0,4531000000.0,3264000000.0,4734000000.0,3125000000.0,3241000000.0,2878000000.0,1938000000.0,971000000.0,730900000.0,753000000.0,529700000.0,-617102000.0,246075000.0,109900000.0,142000000.0,191700000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,63000000.0,0.0,0.0,0.0,3000000.0,-2000000.0,3747000000.0,90000000.0,132000000.0,21000000.0,-70100000.0,-94600000.0,0.0,0.0,0.0,0.0,-6500000.0,16100000.0
,netCashProvidedByOperatingActivites,948000000.0,5531000000.0,4371000000.0,5482000000.0,4820000000.0,5611000000.0,4241000000.0,5564000000.0,5270000000.0,4038000000.0,3045000000.0,1823000000.0,2992000000.0,5258000000.0,6312000000.0,5799000000.0,2957200000.0,1416400000.0,272300000.0,905514000.0,601302000.0,435100000.0,165800000.0,221100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21000000.0,-2790000000.0,-2260000000.0,-3187000000.0,-2133000000.0,-1291500000.0,-975800000.0,-811200000.0,-393561000.0,-194889000.0,-100600000.0,-500700000.0,-122000000.0
,acquisitionsNet,0.0,-75000000.0,-1088000000.0,-72000000.0,0.0,0.0,0.0,0.0,160000000.0,-2238000000.0,507000000.0,-606000000.0,319000000.0,2353000000.0,-101000000.0,-2383000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209000000.0,-26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330000000.0,27000000.0,487000000.0,2428000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0
,otherInvestingActivites,0.0,-768000000.0,-907000000.0,-597000000.0,-724000000.0,-728000000.0,-691000000.0,-691000000.0,-500000000.0,-668000000.0,-512000000.0,-423000000.0,-415000000.0,-518000000.0,-609000000.0,-499000000.0,-907600000.0,-868300000.0,158700000.0,-1010652000.0,-109368000.0,-71600000.0,-65600000.0,-366100000.0
,netCashUsedForInvestingActivites,-2425000000.0,-3001000000.0,-3928000000.0,-2382000000.0,-2006000000.0,-2487000000.0,-2844000000.0,-2812000000.0,-3351000000.0,-5298000000.0,-1405000000.0,-3292000000.0,-2862000000.0,-582000000.0,-2971000000.0,-4900000000.0,-2685200000.0,-1331000000.0,248600000.0,-3301880000.0,-1193987000.0,-172200000.0,-566300000.0,-486700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-490000000.0,-1811000000.0,-1359000000.0,-21000000.0,-1475000000.0,-513000000.0,-200000000.0,-538000000.0,-1962000000.0,-778000000.0,-1842000000.0,-1174000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
