date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,85000000.0,200000000.0,395000000.0,822000000.0,780000000.0,802000000.0,1045000000.0,751000000.0,662000000.0,303000000.0,219000000.0,225000000.0,175000000.0,131000000.0,243000000.0,162000000.0,166000000.0,217000000.0,15000000.0,65000000.0,54000000.0,63000000.0,54000000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114000000.0,-2347000000.0,-393000000.0,0.0,0.0,-1000000.0,-2000000.0,-693000000.0,-1266000000.0,-804000000.0
,dividendsPaid,0.0,0.0,-1021000000.0,-921000000.0,-856000000.0,-828000000.0,-782000000.0,-746000000.0,-704000000.0,-662000000.0,-590000000.0,-546000000.0,-496000000.0,-456000000.0,-350000000.0,-90000000.0,0.0,0.0,-109000000.0,-436000000.0,-465000000.0,-470000000.0,-524000000.0
,otherFinancingActivites,-121000000.0,-20000000.0,-107000000.0,-44000000.0,0.0,42000000.0,-41000000.0,14000000.0,41000000.0,-88000000.0,-17000000.0,-35000000.0,35000000.0,3000000.0,48000000.0,-1000000.0,-4000000.0,-141000000.0,-1000000.0,23000000.0,4000000.0,-3000000.0,-39000000.0
,netCashUsedProvidedByFinancingActivities,1464000000.0,3031000000.0,-55000000.0,1171000000.0,1430000000.0,892000000.0,1575000000.0,-468000000.0,469000000.0,415000000.0,605000000.0,777000000.0,9000000.0,-544000000.0,-1270000000.0,-1624000000.0,-615000000.0,556000000.0,591000000.0,2364000000.0,-2043000000.0,-1113000000.0,406000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-105000000.0,1212000000.0,272000000.0,54000000.0,-28000000.0,-145000000.0,-105000000.0,-112000000.0,222000000.0,-236000000.0,308000000.0,-126000000.0,-111000000.0,-257000000.0,-259000000.0,-2686000000.0,126000000.0,-1460000000.0,2991000000.0,618000000.0,127000000.0,-1056000000.0,1253000000.0
,cashAtEndOfPeriod,1570000000.0,1668000000.0,449000000.0,177000000.0,123000000.0,151000000.0,296000000.0,401000000.0,513000000.0,291000000.0,527000000.0,219000000.0,345000000.0,456000000.0,713000000.0,972000000.0,3658000000.0,3895000000.0,5421000000.0,899000000.0,468000000.0,341000000.0,1397000000.0
,cashAtBeginningOfPeriod,1675000000.0,456000000.0,177000000.0,123000000.0,151000000.0,296000000.0,401000000.0,513000000.0,291000000.0,527000000.0,219000000.0,345000000.0,456000000.0,713000000.0,972000000.0,3658000000.0,3532000000.0,5355000000.0,2430000000.0,281000000.0,341000000.0,1397000000.0,144000000.0
,operatingCashFlow,4816000000.0,4752000000.0,5977000000.0,4409000000.0,3753000000.0,3677000000.0,3427000000.0,4882000000.0,3739000000.0,3206000000.0,3039000000.0,2749000000.0,2546000000.0,2714000000.0,2409000000.0,2350000000.0,2502000000.0,534000000.0,5300000000.0,-776000000.0,2287000000.0,2301000000.0,2618000000.0
,capitalExpenditure,-6313000000.0,-6514000000.0,-5641000000.0,-5709000000.0,-5173000000.0,-4833000000.0,-5207000000.0,-4624000000.0,-4038000000.0,-3802000000.0,-3958000000.0,-3628000000.0,-2769000000.0,-2402000000.0,-1804000000.0,-1559000000.0,-1698000000.0,-3032000000.0,-2665000000.0,-1758000000.0,-1584000000.0,-1619000000.0,-1822000000.0
,freeCashFlow,-1497000000.0,-1762000000.0,336000000.0,-1300000000.0,-1420000000.0,-1156000000.0,-1780000000.0,258000000.0,-299000000.0,-596000000.0,-919000000.0,-879000000.0,-223000000.0,312000000.0,605000000.0,791000000.0,804000000.0,-2498000000.0,2635000000.0,-2534000000.0,703000000.0,682000000.0,796000000.0
