Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,3712643678.1609,3981992797.1188,3560000000.0,2499457111.835
Short-term investments,1004597701.1494,924369747.8992,630526315.7895,907709011.9435
Cash and short-term investments,4717241379.3103,4906362545.018,4190526315.7895,3407166123.7785
Receivables,7454022988.5057,6268907563.0252,5370526315.7895,5216069489.6851
Inventories,4943678160.9195,4756302521.0084,4503157894.7368,4706840390.8795
Total current assets,17794252873.5632,20387755102.0408,14614736842.1053,13774158523.3442
Property, Plant & Equipment Net,11893103448.2759,12498199279.7119,12287368421.0526,12006514657.9805
Goodwill and Intangible Assets,33900000000.0,34094837935.1741,28876842105.2632,27208469055.3746
Long-term investments,737931034.4828,810324129.6519,708421052.6316,656894679.696
Tax assets,1826436781.6092,1888355342.1369,1758947368.4211,1536373507.0575
Total non-current assets,50545977011.4943,51983193277.3109,44784210526.3158,43009771986.9707
Total assets,68340229885.0575,72370948379.3517,59398947368.4211,56783930510.3149
Payables,16617241379.3103,16117647058.8235,14601052631.5789,14970684039.0879
Short-term debt,3718390804.5977,9565426170.4682,5736842105.2632,5199782844.734
Total current liabilities,22726436781.6092,27823529411.7647,21637894736.8421,21736156351.7915
Long-term debt,24885057471.2644,19762304921.9688,11731578947.3684,10699239956.5689
Total debt,28603448275.8621,29327731092.437,17468421052.6316,15899022801.3029
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,4071264367.8161,3744297719.0876,3184210526.3158,3248642779.5874
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,31485057471.2644,27276110444.1777,19887368421.0526,17586319218.241
Total liabilities,54211494252.8736,55099639855.9424,41525263157.8947,39322475570.0326
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),30189655172.4138,31990396158.4634,24398947368.4211,24559174809.9891
Total shareholders equity,13301149425.2874,16361344537.8151,17214736842.1053,16763300760.0434
Investments,1742528735.6322,1734693877.551,1338947368.4211,1564603691.6395
Net Debt,24111093125.2945,,,
Other Assets,610040297.003,,,
Other Liabilities,2390804597.7012,2140456182.473,1300000000.0,1565689467.9696
