date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,346000000.0,241700000.0,206900000.0,150700000.0,143600000.0,95600000.0,127100000.0,112300000.0,80700000.0,75500000.0,65300000.0,72600000.0,86000000.0,70700000.0,67100000.0,45600000.0,19400000.0,31900000.0,18400000.0,-5200000.0,1600000.0,38700000.0,6700000.0,44400000.0,16400000.0,28700000.0,27300000.0
,depreciationAndAmortization,104000000.0,103400000.0,104400000.0,96700000.0,90700000.0,89900000.0,90000000.0,85200000.0,76900000.0,75700000.0,73200000.0,68100000.0,60600000.0,56600000.0,52700000.0,47400000.0,33200000.0,33000000.0,33000000.0,32000000.0,37000000.0,35700000.0,32300000.0,31900000.0,30700000.0,29600000.0,23100000.0
,deferredIncomeTax,-5000000.0,15300000.0,900000.0,41700000.0,21500000.0,-8900000.0,7000000.0,1700000.0,5300000.0,2900000.0,-1800000.0,-4800000.0,7300000.0,-6400000.0,4900000.0,2300000.0,-2900000.0,7500000.0,1500000.0,1400000.0,100000.0,8500000.0,5900000.0,-7500000.0,-5700000.0,2000000.0,-2700000.0
,stockBasedCompensation,34000000.0,24400000.0,15100000.0,16100000.0,19500000.0,29600000.0,18600000.0,21200000.0,15500000.0,8400000.0,7800000.0,7500000.0,6400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,152900000.0,106400000.0,146700000.0,63100000.0,41500000.0,-47400000.0,-7000000.0,118300000.0,66700000.0,-38100000.0,40800000.0,19000000.0,-22300000.0,104600000.0,12400000.0,2400000.0,12200000.0,24200000.0,-9600000.0,-10600000.0,13100000.0,25200000.0,-57200000.0,21600000.0,4500000.0,36200000.0,-4100000.0
,accountsReceivables,-46000000.0,-33300000.0,-43800000.0,-39700000.0,-23300000.0,-14100000.0,-6300000.0,-9100000.0,-25700000.0,-25500000.0,0.0,-6000000.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-73000000.0,-18600000.0,-7000000.0,-3600000.0,-21200000.0,-11400000.0,-16200000.0,-13900000.0,-8900000.0,-9300000.0,-20700000.0,-6400000.0,-13400000.0,-9000000.0,-22800000.0,400000.0,-6900000.0,-2800000.0,-4700000.0,-900000.0,-500000.0,-1200000.0,-2400000.0,2700000.0,-2700000.0,-4500000.0,-700000.0
,accountsPayables,36000000.0,25300000.0,400000.0,12600000.0,6100000.0,17200000.0,-3500000.0,4600000.0,5800000.0,24600000.0,-300000.0,-700000.0,-3300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,870000000.0,717100000.0,610700000.0,464000000.0,400900000.0,359400000.0,406800000.0,413800000.0,295500000.0,228800000.0,266900000.0,226100000.0,207100000.0,229400000.0,124800000.0,112400000.0,110000000.0,97800000.0,73600000.0,83200000.0,93800000.0,80700000.0,55500000.0,112700000.0,91100000.0,86600000.0,50400000.0
,otherNonCashItems,0.0,1800000.0,1600000.0,700000.0,17500000.0,0.0,0.0,0.0,0.0,75500000.0,-10100000.0,0.0,0.0,11000000.0,23400000.0,0.0,6400000.0,0.0,0.0,0.0,0.0,1400000.0,0.0,-400000.0,22300000.0,1300000.0,5700000.0
,netCashProvidedByOperatingActivites,472000000.0,367200000.0,288600000.0,263300000.0,219400000.0,212400000.0,182900000.0,220500000.0,187400000.0,130700000.0,138300000.0,137700000.0,135000000.0,129200000.0,143800000.0,85600000.0,68900000.0,69200000.0,53900000.0,32700000.0,48600000.0,69400000.0,71000000.0,67700000.0,63400000.0,46100000.0,49800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129400000.0,-90300000.0,-54100000.0,-57400000.0,-60800000.0,-37700000.0,-44100000.0,-57300000.0,-63400000.0,-76700000.0,-34400000.0,-31700000.0,-31300000.0,-27100000.0
,acquisitionsNet,0.0,-19000000.0,0.0,-6000000.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,-4000000.0,-17000000.0,0.0,0.0,0.0,-175000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-8400000.0,0.0,-9300000.0,-14200000.0,-31200000.0,-41200000.0,-7200000.0,0.0,0.0,-22700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,16800000.0,19100000.0,45600000.0,15600000.0,8900000.0,2600000.0,16800000.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,2400000.0,3900000.0,3200000.0,2800000.0,2100000.0,600000.0,1000000.0,1600000.0,1900000.0,1800000.0,200000.0,2600000.0,200000.0,0.0,0.0,32400000.0,1700000.0,3000000.0,-1500000.0,-100000.0,1600000.0,1700000.0,-300000.0,0.0,-73800000.0,-13900000.0
,netCashUsedForInvestingActivites,-179500000.0,-228000000.0,-100800000.0,-133600000.0,-175800000.0,-129500000.0,-104000000.0,-149900000.0,-116000000.0,-120500000.0,-74000000.0,-121900000.0,-128200000.0,-155900000.0,-89900000.0,-227400000.0,-24500000.0,-57100000.0,-32300000.0,-15400000.0,-60500000.0,-61700000.0,-73800000.0,-33000000.0,-24500000.0,-100600000.0,-37300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
