date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-1621000000.0,-2247000000.0,-1261000000.0,-1889000000.0,-512000000.0,-460000000.0,-248317000.0,-179004000.0,-520845000.0,-374147000.0,-59000000.0,-16259000.0,-27835000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800000.0
,dividendsPaid,-480000000.0,-453000000.0,-468000000.0,-265000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,-4000000.0,0.0,24000000.0,33700000.0,14456000.0,30581000.0,48373000.0,39141000.0,71919000.0,31556000.0,16993000.0,42265000.0,33249000.0,0.0,0.0,-2963000.0,0.0,0.0,8000.0,0.0,200000.0
,netCashUsedProvidedByFinancingActivities,-2009000000.0,-2569000000.0,-1693000000.0,-1985000000.0,-719000000.0,-648100000.0,1503410000.0,-30867000.0,-342988000.0,-255455000.0,120003000.0,76948000.0,44034000.0,4008000.0,82895000.0,47451000.0,36768000.0,21777000.0,20043000.0,5983000.0,1763000.0,1600000.0,16100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-17000000.0,-34000000.0,-36000000.0,51000000.0,-30000000.0,-19500000.0,-18583000.0,-19217000.0,-378000.0,521000.0,2272000.0,11355000.0,-23512000.0,2919000.0,5566000.0,-5023000.0,3518000.0,4185000.0,-27000.0,-108000.0,-41000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,35000000.0,1484000000.0,-764000000.0,-109000000.0,-91000000.0,115100000.0,-202857000.0,642929000.0,259171000.0,-230063000.0,440039000.0,365864000.0,395221000.0,73908000.0,68999000.0,-2358000.0,99225000.0,68010000.0,41234000.0,23001000.0,19335000.0,14200000.0,0.0
,cashAtEndOfPeriod,2680000000.0,2645000000.0,1161000000.0,1925000000.0,2034000000.0,2125200000.0,2010149000.0,2213006000.0,1570077000.0,1310906000.0,1540969000.0,1100930000.0,735066000.0,339845000.0,265937000.0,196938000.0,293446000.0,194221000.0,126211000.0,84977000.0,61976000.0,42600000.0,0.0
,cashAtBeginningOfPeriod,2645000000.0,1161000000.0,1925000000.0,2034000000.0,2125000000.0,2010100000.0,2213006000.0,1570077000.0,1310906000.0,1540969000.0,1100930000.0,735066000.0,339845000.0,265937000.0,196938000.0,199296000.0,194221000.0,126211000.0,84977000.0,61976000.0,42641000.0,28400000.0,2700000.0
,operatingCashFlow,3299000000.0,2499000000.0,2592000000.0,2407000000.0,1621000000.0,2153300000.0,1473010000.0,1423776000.0,1172583000.0,875152000.0,764654000.0,672325000.0,429705000.0,344320000.0,252876000.0,159760000.0,127333000.0,79862000.0,56682000.0,32079000.0,30220000.0,18600000.0,13400000.0
,capitalExpenditure,-398000000.0,-392000000.0,-377000000.0,-284000000.0,-300000000.0,-272800000.0,-212203000.0,-261626000.0,-334465000.0,-288221000.0,-185512000.0,-76639000.0,-169410000.0,-182467000.0,-104734000.0,-71770000.0,-46581000.0,-29991000.0,-22268000.0,-14953000.0,-10652000.0,-5900000.0,-3700000.0
,freeCashFlow,2901000000.0,2107000000.0,2215000000.0,2123000000.0,1321000000.0,1880500000.0,1260807000.0,1162150000.0,838118000.0,586931000.0,579142000.0,595686000.0,260295000.0,161853000.0,148142000.0,87990000.0,80752000.0,49871000.0,34414000.0,17126000.0,19568000.0,12700000.0,9700000.0
