date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1392000000.0,1842000000.0,2101000000.0,1504000000.0,1553000000.0,1623600000.0,1439267000.0,1228578000.0,1051263000.0,883618000.0,733540000.0,534963000.0,430845000.0,350133000.0,232795000.0,166266000.0,100243000.0,57365000.0,34562000.0,22160000.0,17683000.0,11200000.0,6000000.0
,depreciationAndAmortization,559000000.0,526000000.0,498000000.0,443000000.0,379000000.0,330000000.0,208067000.0,179930000.0,156588000.0,124175000.0,110172000.0,89371000.0,74797000.0,53918000.0,34163000.0,21400000.0,16447000.0,11936000.0,7842000.0,6367000.0,4507000.0,3000000.0,2200000.0
,deferredIncomeTax,184000000.0,-306000000.0,8000000.0,124000000.0,-91000000.0,-126100000.0,-99580000.0,-88194000.0,-117908000.0,-8599000.0,-51909000.0,-26589000.0,-5028000.0,25061000.0,-2282000.0,-47340000.0,-22326000.0,-622000.0,12000.0,7791000.0,6341000.0,4300000.0,3500000.0
,stockBasedCompensation,232000000.0,217000000.0,267000000.0,221000000.0,217000000.0,192000000.0,134825000.0,118800000.0,107355000.0,90232000.0,-14935000.0,13260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,813000000.0,-1272000000.0,-372000000.0,90000000.0,987100000.0,1036697000.0,-215171000.0,936410000.0,561163000.0,288293000.0,926548000.0,580418000.0,179047000.0,110607000.0,283213000.0,168738000.0,123076000.0,81514000.0,38710000.0,34136000.0,18001000.0,14100000.0,1500000.0
,accountsReceivables,264000000.0,37000000.0,-365000000.0,-249000000.0,-330000000.0,-322400000.0,-259332000.0,-258469000.0,-158603000.0,-284167000.0,-278418000.0,-98451000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,109000000.0,8000000.0,-4000000.0,16000000.0,6000000.0,19400000.0,25681000.0,-12123000.0,32773000.0,-8593000.0,18597000.0,6675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,65000000.0,4628000000.0,5900000000.0,6272000000.0,6182000000.0,5194900000.0,4158203000.0,4373374000.0,3436964000.0,2875801000.0,2587508000.0,1660960000.0,1080542000.0,901495000.0,790888000.0,507675000.0,338937000.0,215861000.0,134347000.0,95637000.0,61501000.0,43500000.0,29400000.0
,otherNonCashItems,119000000.0,119000000.0,112000000.0,-86000000.0,46000000.0,48600000.0,30275000.0,52544000.0,2499000.0,929654000.0,-1648000.0,-2754000.0,37967000.0,-2789000.0,33760000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,200000.0
,netCashProvidedByOperatingActivites,3299000000.0,2499000000.0,2592000000.0,2407000000.0,1621000000.0,2153300000.0,1473010000.0,1423776000.0,1172583000.0,875152000.0,764654000.0,672325000.0,429705000.0,344320000.0,252876000.0,159760000.0,127333000.0,79862000.0,56682000.0,32079000.0,30220000.0,18600000.0,13400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-398000000.0,-392000000.0,-377000000.0,-284000000.0,-300000000.0,-272800000.0,-212203000.0,-261626000.0,-334465000.0,-288221000.0,-185512000.0,-76639000.0,-169410000.0,-182467000.0,-104734000.0,-71770000.0,-46581000.0,-29991000.0,-22268000.0,-14953000.0,-10652000.0,-5900000.0,-3700000.0
,acquisitionsNet,-1123000000.0,-617000000.0,-1111000000.0,-216000000.0,-334000000.0,-2000000.0,-2691000000.0,-194000000.0,-60000000.0,-83000000.0,-34000000.0,-69000000.0,-21000000.0,-147000000.0,-15000000.0,-20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-733000000.0,-1509000000.0,-3506000000.0,-4726000000.0,-5169000000.0,-3003700000.0,-2497299000.0,-1848744000.0,-1428508000.0,-1338664000.0,-934185000.0,-348209000.0,-135200000.0,-968669000.0,-488161000.0,-625792000.0,-43351000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,1016000000.0,4106000000.0,3367000000.0,4644000000.0,4840000000.0,1907600000.0,2240245000.0,1573412000.0,1252821000.0,859404000.0,706670000.0,98697000.0,270560000.0,1020617000.0,335330000.0,512827000.0,23033000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13196000.0,0.0,-1955000.0,0.0,0.0
,netCashUsedForInvestingActivites,-1238000000.0,1588000000.0,-1627000000.0,-582000000.0,-963000000.0,-1370600000.0,-3160694000.0,-730763000.0,-570046000.0,-850281000.0,-446890000.0,-394764000.0,-55006000.0,-277339000.0,-272338000.0,-204546000.0,-68394000.0,-37814000.0,-35464000.0,-14953000.0,-12607000.0,-5900000.0,-3700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1790000000.0,-28000000.0,-91000000.0,-95000000.0,-57000000.0,-53400000.0,-14184000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79551000.0,107084000.0,61651000.0,54876000.0,67103000.0,51400000.0,47451000.0,36768000.0,24740000.0,20043000.0,5991000.0,1755000.0,1600000.0,23300000.0
