date,,2020-08-02_FY,2019-07-28_FY,2018-07-29_FY,2017-07-30_FY,2016-07-31_FY,2015-08-02_FY,2014-08-03_FY,2013-07-28_FY,2012-07-29_FY,2011-07-31_FY,2010-08-01_FY,2009-08-02_FY,2008-08-03_FY,2007-07-29_FY,2006-07-30_FY,2005-07-31_FY,2004-08-01_FY,2003-08-03_FY,2002-07-28_FY,2001-07-29_FY,2000-07-30_FY,1999-08-01_FY,1998-08-02_FY,1997-08-03_FY,1996-07-28_FY,1995-07-30_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1628000000.0,211000000.0,261000000.0,887000000.0,563000000.0,666000000.0,818000000.0,458000000.0,774000000.0,805000000.0,844000000.0,736000000.0,1165000000.0,854000000.0,766000000.0,707000000.0,647000000.0,595000000.0,525000000.0,649000000.0,714000000.0,724000000.0,660000000.0,713000000.0,802000000.0,698000000.0,630000000.0,8200000.0,490500000.0,401500000.0,4400000.0,13100000.0
,depreciationAndAmortization,328000000.0,446000000.0,394000000.0,318000000.0,308000000.0,303000000.0,305000000.0,407000000.0,262000000.0,268000000.0,251000000.0,264000000.0,294000000.0,283000000.0,289000000.0,279000000.0,260000000.0,243000000.0,319000000.0,266000000.0,251000000.0,255000000.0,261000000.0,328000000.0,326000000.0,294000000.0,255000000.0,242200000.0,216200000.0,208600000.0,200900000.0,192300000.0
,deferredIncomeTax,-6000000.0,14000000.0,-133000000.0,93000000.0,-30000000.0,-49000000.0,11000000.0,-171000000.0,45000000.0,46000000.0,54000000.0,144000000.0,29000000.0,10000000.0,29000000.0,47000000.0,51000000.0,72000000.0,5000000.0,4000000.0,17000000.0,78000000.0,-21000000.0,-24000000.0,32000000.0,40000000.0,34000000.0,-48000000.0,34400000.0,35500000.0,3900000.0,-67800000.0
,stockBasedCompensation,61000.0,58000000.0,61000000.0,60000000.0,64000000.0,57000000.0,57000000.0,113000000.0,79000000.0,87000000.0,88000000.0,84000000.0,88000000.0,83000000.0,85000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,728000000.0,-120000000.0,-803000000.0,152000000.0,66000000.0,176000000.0,172000000.0,-762000000.0,-273000000.0,352000000.0,-301000000.0,633000000.0,-258000000.0,398000000.0,-360000000.0,368000000.0,635000000.0,-14000000.0,420000000.0,-35000000.0,-12000000.0,-489000000.0,35000000.0,-787000000.0,-28000000.0,-519000000.0,100300000.0,-366200000.0,-38600000.0,-126900000.0,-2000000.0,-155800000.0
,accountsReceivables,-30000.0,-11000000.0,56000000.0,28000000.0,24000000.0,12000000.0,-38000000.0,-48000000.0,-18000000.0,-15000000.0,21000000.0,27000000.0,-53000000.0,-68000000.0,-18000000.0,0.0,-61000000.0,46000000.0,18000000.0,-8000000.0,84000000.0,69000000.0,17000000.0,-20000000.0,14000000.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-20000.0,36000000.0,-84000000.0,46000000.0,59000000.0,-14000000.0,-56000000.0,-146000000.0,32000000.0,-14000000.0,-105000000.0,-14000000.0,-91000000.0,-29000000.0,-2000000.0,6000000.0,-67000000.0,-33000000.0,-41000000.0,-26000000.0,44000000.0,-51000000.0,198000000.0,-23000000.0,16000000.0,31000000.0,18000000.0,-90200000.0,7100000.0,48700000.0,10700000.0,-113200000.0
,accountsPayables,145000.0,125000000.0,78000000.0,-48000000.0,0.0,6000000.0,-93000000.0,-69000000.0,-19000000.0,0.0,-34000000.0,-125000000.0,23000000.0,-128000000.0,168000000.0,0.0,-49000000.0,-38000000.0,-99000000.0,-73000000.0,2000000.0,-5000000.0,102000000.0,-40000000.0,-12000000.0,-83000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-690000000.0,-1418000000.0,-1298000000.0,-495000000.0,-647000000.0,-713000000.0,-889000000.0,-1061000000.0,-299000000.0,-26000000.0,-378000000.0,-77000000.0,-710000000.0,-452000000.0,-850000000.0,-490000000.0,-858000000.0,-1493000000.0,-1479000000.0,-1899000000.0,-1864000000.0,-1852000000.0,-1363000000.0,-1398000000.0,-611000000.0,-583000000.0,-64000000.0,-164300000.0,201900000.0,240500000.0,367400000.0,369400000.0
,otherNonCashItems,-587000000.0,642000000.0,760000000.0,50000000.0,21000000.0,298000000.0,157000000.0,647000000.0,207000000.0,-25000000.0,199000000.0,208000000.0,-389000000.0,34000000.0,99000000.0,-120000000.0,129000000.0,124000000.0,53000000.0,48000000.0,20000000.0,41000000.0,837000000.0,312000000.0,58000000.0,48000000.0,46000000.0,41200000.0,25100000.0,63200000.0,18600000.0,37300000.0
,netCashProvidedByOperatingActivites,1396000000.0,1398000000.0,1305000000.0,1291000000.0,1463000000.0,1206000000.0,967000000.0,951000000.0,1120000000.0,1142000000.0,1057000000.0,1166000000.0,766000000.0,674000000.0,1226000000.0,990000000.0,744000000.0,873000000.0,1017000000.0,1106000000.0,1165000000.0,932000000.0,1413000000.0,1187000000.0,1213000000.0,1185000000.0,968000000.0,652400000.0,744300000.0,805200000.0,448400000.0,357300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-299000000.0,-384000000.0,-407000000.0,-338000000.0,-341000000.0,-380000000.0,-347000000.0,-336000000.0,-323000000.0,-272000000.0,-315000000.0,-345000000.0,-298000000.0,-334000000.0,-309000000.0,-332000000.0,-288000000.0,-283000000.0,-269000000.0,-200000000.0,-200000000.0,-297000000.0,-256000000.0,-331000000.0,-416000000.0,-391000000.0,-421000000.0,-366300000.0,-336500000.0,-361100000.0,-387600000.0,-284100000.0
,acquisitionsNet,2537000000.0,-18000000.0,-6772000000.0,0.0,0.0,-232000000.0,-329000000.0,-1806000000.0,0.0,0.0,0.0,-28000000.0,819000000.0,906000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-86000000.0,-437000000.0,0.0,-244000000.0,-76000000.0,-153000000.0,-412000000.0,0.0,-472000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4900000.0,-29900000.0
