date,,2019-12-28_FY,2018-12-29_FY,2018-02-21_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY
,debtRepayment,-260944000.0,-28042000.0,-60050000.0,0.0,-15381000.0,-201203000.0,-228407000.0,-729977000.0,-40722000.0,-33722000.0,-266051000.0,-154329000.0,-33721000.0,-47903000.0,-34537000.0,0.0,-5781000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-163876000.0,-196924000.0,-450000000.0,-444734000.0,-550024000.0,-284982000.0,-268498000.0,-264700000.0,-227400000.0,-200002000.0,-19300000.0,11900000.0,-57100000.0,4800000.0,-4600000.0,-52276000.0,-60800000.0,-39400000.0,34100000.0,14200000.0,6300000.0,4000000.0,11000000.0,4700000.0,130100000.0
,dividendsPaid,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-358219000.0,0.0,0.0,-105775000.0,214985000.0,398735000.0,713478000.0,191288000.0,-171579000.0,40530000.0,0.0,0.0,0.0,0.0,-3432000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-215980000.0,-603776000.0,-112551000.0,-112551000.0,-300229000.0,-348030000.0,-154647000.0,-336000000.0,-170600000.0,-354367000.0,-330200000.0,-197700000.0,-88000000.0,-38000000.0,-21300000.0,-38866000.0,34700000.0,-48400000.0,18700000.0,400000.0,-77900000.0,113400000.0,62400000.0,78200000.0,103500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,14394000.0,14425000.0,0.0,26985000.0,-8515000.0,-24827000.0,-20360000.0,4900000.0,6900000.0,-7253000.0,2000000.0,-200000.0,-6800000.0,1900000.0,4300000.0,4468000.0,-16300000.0,-400000.0,-3300000.0,-1200000.0,3400000.0,-8000000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,49212000.0,-101117000.0,112277000.0,115335000.0,-9705000.0,-17388000.0,-99142000.0,66500000.0,-25200000.0,-3064000.0,-320800000.0,101600000.0,122000000.0,-1100000.0,38000000.0,67877000.0,29300000.0,-43300000.0,7300000.0,135000000.0,32300000.0,-2200000.0,16400000.0,-34000000.0,33900000.0
,cashAtEndOfPeriod,106097000.0,73541000.0,174658000.0,177716000.0,62381000.0,72086000.0,89458000.0,188600000.0,122100000.0,147284000.0,150400000.0,471200000.0,369600000.0,247500000.0,248700000.0,254498000.0,186700000.0,157400000.0,200700000.0,193400000.0,58300000.0,26000000.0,28200000.0,11800000.0,41500000.0
,cashAtBeginningOfPeriod,56885000.0,174658000.0,62381000.0,62381000.0,72086000.0,89474000.0,188600000.0,122100000.0,147300000.0,150348000.0,471200000.0,369600000.0,247600000.0,248600000.0,210700000.0,186621000.0,157400000.0,200700000.0,193400000.0,58400000.0,26000000.0,28200000.0,11800000.0,45800000.0,7600000.0
,operatingCashFlow,675171000.0,681188000.0,545515000.0,543177000.0,615461000.0,615500000.0,592504000.0,664200000.0,408100000.0,554625000.0,395500000.0,398000000.0,384800000.0,270300000.0,235300000.0,265141000.0,182600000.0,132500000.0,134700000.0,190900000.0,153000000.0,56500000.0,2700000.0,-41900000.0,-15000000.0
,capitalExpenditure,-76219000.0,-90637000.0,-81501000.0,-62404000.0,-70179000.0,-71684000.0,-82116000.0,-60215000.0,-51237000.0,-45176000.0,-39000000.0,-51627000.0,-50870000.0,-56821000.0,-67000000.0,-50829000.0,-37837000.0,-39000000.0,-47500000.0,-46100000.0,-29700000.0,-34500000.0,-33500000.0,-21900000.0,-16000000.0
,freeCashFlow,598952000.0,609905000.0,464014000.0,480773000.0,545282000.0,543816000.0,510388000.0,604000000.0,356900000.0,509449000.0,356500000.0,346400000.0,333900000.0,213500000.0,168300000.0,214312000.0,144800000.0,93500000.0,87200000.0,144800000.0,123300000.0,22000000.0,-30800000.0,-63800000.0,-31000000.0
