Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-07-31,2010-07-31
Depreciation & Amortization,2062000.0,2140000.0,581000.0,428000.0,132000.0,110000.0,124000.0,24000.0,86000.0
Stock-based compensation,4523000.0,5213000.0,4813000.0,5229000.0,10758000.0,4180000.0,3429000.0,751000.0,315000.0
Operating Cash Flow,19374000.0,9380000.0,15550000.0,-3081000.0,-19102000.0,1220000.0,-1008000.0,5476000.0,16858000.0
Capital Expenditure,-522000.0,-8823000.0,-13443000.0,-27293000.0,-1437000.0,-313000.0,-91000.0,-151000.0,-147000.0
Acquisitions and disposals,-1204000.0,-4180000.0,-4998000.0,0.0,0.0,-772000.0,0.0,0.0,0.0
Investment purchases and sales,-1212000.0,-3525000.0,8913000.0,-4332000.0,-403000.0,4856000.0,-17475000.0,-3943000.0,-1991000.0
Investing Cash flow,-2938000.0,-16528000.0,-9528000.0,-31625000.0,-1840000.0,3771000.0,-17741000.0,-3785000.0,6858000.0
Issuance (repayment) of debt,-10000.0,1795000.0,-3040000.0,2000000.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,5111000.0,-721000.0,-29000.0,2059000.0,23510000.0,-176000.0,-199000.0,0.0,0.0
Dividend payments,-9256000.0,-8908000.0,-7395000.0,-4431000.0,-2825000.0,-1131000.0,-4205000.0,0.0,0.0
Financing Cash Flow,-4155000.0,-8146000.0,-9691000.0,1595000.0,19547000.0,-927000.0,-14421000.0,9043000.0,-15550000.0
Effect of forex changes on cash,-11000.0,169000.0,75000.0,2000.0,-595000.0,412000.0,359000.0,0.0,0.0
Net cash flow / Change in cash,12270000.0,-15125000.0,-3594000.0,-33109000.0,-1990000.0,4476000.0,-32811000.0,10734000.0,8166000.0
Free Cash Flow,18852000.0,557000.0,2107000.0,-30374000.0,-20539000.0,907000.0,-1099000.0,5325000.0,16711000.0
Net Cash/Marketcap,0.2457,0.2382,0.3131,0.206,0.574,0.4281,0.5697,0.557,0.557
