Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,36000000.0,41000000.0,91000000.0,427000000.0,482000000.0
Short-term investments,16000000.0,18000000.0,99000000.0,88000000.0,134000000.0
Cash and short-term investments,52000000.0,59000000.0,190000000.0,515000000.0,616000000.0
Receivables,1142000000.0,1040000000.0,1119000000.0,974000000.0,891000000.0
Inventories,126000000.0,115000000.0,132000000.0,98000000.0,327000000.0
Total current assets,1963000000.0,2260000000.0,2252000000.0,2474000000.0,2202000000.0
Property Plant & Equipment Net,23459000000.0,22669000000.0,21548000000.0,0.0,17133000000.0
Goodwill and Intangible Assets,3450000000.0,3455000000.0,3662000000.0,3671000000.0,1930000000.0
Long-term investments,63000000.0,63000000.0,73000000.0,89000000.0,446000000.0
Tax assets,312000000.0,285000000.0,220000000.0,148000000.0,0.0
Total non-current assets,30204000000.0,29411000000.0,29057000000.0,28269000000.0,21960000000.0
Total assets,32167000000.0,31671000000.0,31309000000.0,30743000000.0,24162000000.0
Payables,9000000.0,1000000.0,3000000.0,830000000.0,923000000.0
Short-term debt,394000000.0,183000000.0,349000000.0,206000000.0,272000000.0
Total current liabilities,3004000000.0,3114000000.0,2712000000.0,2035000000.0,1772000000.0
Long-term debt,5368000000.0,5196000000.0,4510000000.0,4530000000.0,2766000000.0
Total debt,5762000000.0,5379000000.0,4859000000.0,4736000000.0,3038000000.0
Deferred revenue,9000000.0,1446000000.0,1483000000.0,1553000000.0,1621000000.0
Tax Liabilities,59000000.0,89000000.0,52000000.0,55000000.0,2710000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,13760000000.0,13461000000.0,13475000000.0,13642000000.0,9913000000.0
Total liabilities,17063000000.0,16594000000.0,16200000000.0,15690000000.0,11685000000.0
Other comprehensive income,13645000000,13645000000,13648000000,13653000000,-99000000.0
Retained earnings (deficit),1528000000.0,1475000000.0,1544000000.0,1449000000.0,1182000000.0
Total shareholders equity,15104000000.0,15077000000.0,15109000000.0,15053000000.0,12461000000.0
Investments,79000000.0,81000000.0,172000000.0,177000000.0,580000000.0
Net Debt,5726000000.0,5338000000.0,4768000000.0,4309000000.0,2422000000.0
Other Assets,0.0,0.0,0.0,0.0,368000000.0
Other Liabilities,299000000.0,19000000.0,13000000.0,13000000.0,577000000.0
