date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1205100000.0,1558900000.0,1429100000.0,1508400000.0,1229600000.0,1002100000.0,1202800000.0,967800000.0,703600000.0,462500000.0,530300000.0,417300000.0,448100000.0,427200000.0,368615000.0,319481000.0,310488000.0,277348000.0,209770000.0,188170000.0,206127000.0,175800000.0,192500000.0,134000000.0,113200000.0,99200000.0
,depreciationAndAmortization,812700000.0,973300000.0,938300000.0,893300000.0,850700000.0,859500000.0,872000000.0,816200000.0,714500000.0,395700000.0,347900000.0,334300000.0,334700000.0,291900000.0,268569000.0,256935000.0,247382000.0,229656000.0,223428000.0,162990000.0,148436000.0,134500000.0,122000000.0,100900000.0,89500000.0,76100000.0
,deferredIncomeTax,-45800000.0,-37600000.0,85100000.0,-354500000.0,-90600000.0,-244500000.0,-121500000.0,-130500000.0,-3200000.0,41700000.0,-31100000.0,88100000.0,80600000.0,2500000.0,-18806000.0,-13021000.0,24309000.0,42455000.0,49923000.0,-2950000.0,-11604000.0,-3900000.0,-2000000.0,-2100000.0,-6900000.0,-800000.0
,stockBasedCompensation,82100000.0,91100000.0,94400000.0,90500000.0,85700000.0,78200000.0,71100000.0,69600000.0,65800000.0,39900000.0,29200000.0,37300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-209200000.0,205700000.0,-172500000.0,-95400000.0,1576900000.0,-801400000.0,-725200000.0,-629600000.0,-390400000.0,1684600000.0,-18900000.0,314800000.0,50200000.0,-151827000.0,48518000.0,-37210000.0,41121000.0,148811000.0,47956000.0,33097000.0,-38066000.0,2900000.0,-1300000.0,-2700000.0,60100000.0,-9900000.0
,accountsReceivables,155600000.0,-137200000.0,-164100000.0,-91800000.0,900000.0,-24000000.0,-175400000.0,-147400000.0,-189700000.0,-106000000.0,-39300000.0,45100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-179500000.0,41000000.0,-141100000.0,-85500000.0,18800000.0,-48600000.0,-210800000.0,-30500000.0,-2000000.0,-36100000.0,18600000.0,13000000.0,-57500000.0,-19300000.0,-17987000.0,2553000.0,-5481000.0,-2902000.0,-3567000.0,-8014000.0,-22585000.0,-8900000.0,-11700000.0,-14400000.0,-6900000.0,-4100000.0
,accountsPayables,55900000.0,22300000.0,113500000.0,121100000.0,-55100000.0,-46100000.0,174700000.0,50600000.0,79000000.0,60900000.0,6800000.0,-25100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,1197800000.0,992100000.0,1164600000.0,1260000000.0,-316900000.0,484500000.0,1209700000.0,1839300000.0,2229700000.0,545100000.0,564000000.0,249200000.0,199000000.0,350827000.0,302309000.0,339519000.0,298398000.0,149587000.0,101631000.0,68534000.0,106600000.0,103700000.0,105000000.0,107700000.0,47600000.0
,otherNonCashItems,2245500000.0,-131000000.0,7500000.0,-101500000.0,-258100000.0,-14900000.0,-68600000.0,-103400000.0,-182700000.0,8900000.0,1800000.0,37700000.0,44500000.0,17300000.0,16563000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,-100000.0,100000.0,200000.0
,netCashProvidedByOperatingActivites,1860200000.0,2420700000.0,2277700000.0,2091300000.0,1939700000.0,1999800000.0,1815600000.0,1559800000.0,1203000000.0,685500000.0,950400000.0,695000000.0,753200000.0,797600000.0,627564000.0,590136000.0,582464000.0,529199000.0,423326000.0,364481000.0,315486000.0,293500000.0,235600000.0,235100000.0,254300000.0,166500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37200000.0,-44800000.0,-394500000.0,-361500000.0,-320939000.0,-268783000.0,-275871000.0,-212035000.0,-212757000.0,-157937000.0,-150009000.0,-191600000.0,-187800000.0,-121700000.0,-111500000.0,-109900000.0
,acquisitionsNet,-371000000.0,-385000000.0,-221000000.0,-870000000.0,-49000000.0,-270000000.0,-72000000.0,-1446000000.0,88000000.0,-1633000000.0,-27000000.0,-14000000.0,-202000000.0,-310000000.0,-64000000.0,-26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185688000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,14100000.0,2100000.0,1300000.0,108400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125063000.0,60625000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0
,otherInvestingActivites,-3200000.0,-24800000.0,-6400000.0,53000000.0,-55900000.0,45600000.0,6900000.0,2500000.0,16000000.0,-28100000.0,18900000.0,0.0,-21000000.0,0.0,0.0,-10949000.0,-9688000.0,0.0,0.0,0.0,0.0,-1300000.0,4700000.0,-158400000.0,-56400000.0,-19400000.0
,netCashUsedForInvestingActivites,-857700000.0,-1199100000.0,-1030000000.0,-1673200000.0,-829500000.0,-915800000.0,-848300000.0,-2087700000.0,-487900000.0,-2024300000.0,-303600000.0,-299300000.0,-580700000.0,-663700000.0,-233984000.0,-409112000.0,-393591000.0,-217080000.0,-273284000.0,-624714000.0,-202717000.0,-174500000.0,-161800000.0,-276700000.0,-164600000.0,-123500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
