Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,184000.0,204000.0,151000.0
Stock-based compensation,,,
Operating Cash Flow,36886000.0,14609000.0,2996000.0
Capital Expenditure,-381000.0,-189000.0,-188000.0
Acquisitions and disposals,,,
Investment purchases and sales,,,
Investing Cash flow,-29739000.0,-5684000.0,-426000.0
Issuance (repayment) of debt,,,
Issuance (buybacks) of shares,,,
Dividend payments,,,
Financing Cash Flow,186000.0,1785000.0,53000.0
Effect of forex changes on cash,-205000.0,187000.0,125000.0
Net cash flow / Change in cash,7128000.0,10897000.0,2748000.0
Free Cash Flow,,,
Net Cash/Marketcap,,,
