date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,949000000.0,868000000.0,966000000.0,-155000000.0,560000000.0,610000000.0,1299000000.0,1099000000.0,881000000.0,1158000000.0,633000000.0,-51000000.0,-4244000000.0,-49000000.0,3661000000.0,4578000000.0,1532000000.0,893000000.0,-2485000000.0,-3937000000.0,1318000000.0,817000000.0,-962000000.0,1180000000.0,1154000000.0,1781000000.0,1560000000.0
,depreciationAndAmortization,409000000.0,394000000.0,360000000.0,343000000.0,295000000.0,150000000.0,173000000.0,228000000.0,208000000.0,366000000.0,572000000.0,751000000.0,831000000.0,903000000.0,558000000.0,613000000.0,659000000.0,1667000000.0,2108000000.0,2552000000.0,2522000000.0,2193000000.0,2208000000.0,2339000000.0,2316000000.0,1931000000.0,1547000000.0
,deferredIncomeTax,-25000000.0,-84000000.0,9000000.0,1100000000.0,213000000.0,160000000.0,-557000000.0,-231000000.0,242000000.0,63000000.0,346000000.0,50000000.0,1698000000.0,-747000000.0,838000000.0,1000000000.0,456000000.0,1000000.0,-1570000000.0,-2273000000.0,239000000.0,-415000000.0,-933000000.0,-98000000.0,-160000000.0,-55000000.0,-177000000.0
,stockBasedCompensation,129000000.0,118000000.0,73000000.0,66000000.0,68000000.0,78000000.0,94000000.0,153000000.0,184000000.0,168000000.0,273000000.0,296000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,102000000.0,-437000000.0,157000000.0,219000000.0,-1589000000.0,-2240000000.0,829000000.0,-266000000.0,-887000000.0,-3491000000.0,673000000.0,1028000000.0,-2979000000.0,-5828000000.0,169000000.0,4872000000.0,2035000000.0,1150000000.0,-127000000.0,3823000000.0,-459000000.0,1996000000.0,-2090000000.0,857000000.0,607000000.0,-291000000.0,-369000000.0
,accountsReceivables,90000000.0,-79000000.0,62000000.0,-60000000.0,-6000000.0,21000000.0,-62000000.0,-66000000.0,81000000.0,-250000000.0,-311000000.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-14000000.0,-74000000.0,71000000.0,-46000000.0,6000000.0,16000000.0,-5000000.0,-10000000.0,-3000000.0,-14000000.0,-267000000.0,1349000000.0,-54000000.0,556000000.0,-718000000.0,23000000.0,-433000000.0,77000000.0,-102000000.0,1838000000.0,-2305000000.0,-661000000.0,254000000.0,-880000000.0,308000000.0,-856000000.0,-806000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-25000000.0,739000000.0,1176000000.0,1019000000.0,800000000.0,2389000000.0,4629000000.0,3800000000.0,4066000000.0,4953000000.0,8444000000.0,7771000000.0,6743000000.0,9722000000.0,15550000000.0,15381000000.0,10509000000.0,8474000000.0,7324000000.0,7451000000.0,3628000000.0,4087000000.0,2091000000.0,4181000000.0,3324000000.0,2717000000.0,3008000000.0
,otherNonCashItems,-13000000.0,35000000.0,56000000.0,32000000.0,54000000.0,52000000.0,0.0,-12000000.0,11000000.0,34000000.0,-76000000.0,38000000.0,2796000000.0,528000000.0,325000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1613000000.0,1823000000.0,1075000000.0,1346000000.0,1165000000.0,1005000000.0,-590000000.0,944000000.0,1070000000.0,874000000.0,1967000000.0,629000000.0,242000000.0,710000000.0,3499000000.0,4605000000.0,3066000000.0,2771000000.0,1339000000.0,1976000000.0,-1164000000.0,1928000000.0,1021000000.0,2596000000.0,4190000000.0,3287000000.0,2552000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-504000000.0,-527000000.0,-649000000.0,-583000000.0,-494000000.0,-655000000.0,-607000000.0,-1321000000.0,-4131000000.0,-2684000000.0,-3221000000.0,-2874000000.0,-2973000000.0,-4225000000.0,-3320000000.0
,acquisitionsNet,-276000000.0,-693000000.0,-1069000000.0,-221000000.0,-804000000.0,-356000000.0,-47000000.0,4000000.0,25000000.0,1092000000.0,241000000.0,340000000.0,-162000000.0,-4157000000.0,933000000.0,1226000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38000000.0,0.0,-6000000.0,-922000000.0,-282000000.0,0.0,-1417000000.0,-3157000000.0,-13000000.0,-82000000.0,0.0,0.0,0.0,-496000000.0,0.0,-37000000.0,0.0,-32000000.0,0.0
,salesMaturitiesOfInvestments,11000000.0,16000000.0,95000000.0,183000000.0,670000000.0,230000000.0,3403000000.0,2200000000.0,1075000000.0,1514000000.0,447000000.0,223000000.0,1334000000.0,7308000000.0,0.0,1565000000.0,682000000.0,0.0,23000000.0,233000000.0,345000000.0,0.0,164000000.0,0.0,52000000.0,0.0,40000000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113000000.0,0.0,0.0,0.0,0.0,816000000.0,96000000.0,4063000000.0,1433000000.0,1984000000.0,-415000000.0,-38000000.0,-227000000.0,-322000000.0,-871000000.0
,netCashUsedForInvestingActivites,-437000000.0,-934000000.0,-1266000000.0,-448000000.0,-1002000000.0,-528000000.0,3208000000.0,2010000000.0,797000000.0,2426000000.0,246000000.0,-668000000.0,794000000.0,2379000000.0,-1048000000.0,-2384000000.0,-163000000.0,-23000000.0,-439000000.0,2477000000.0,-4091000000.0,-728000000.0,-2965000000.0,-2625000000.0,-2906000000.0,-4579000000.0,-3968000000.0
