Date,2018-03,2017-03,2016-03,2015-03,2014-03
Cash and cash equivalents,2121000000.0,1285000000.0,1057000000.0,1103000000.0,973000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,7624000000.0,000000.0,000000.0,000000.0,000000.0
Inventories,1579000000.0,1330000000.0,1176000000.0,1529000000.0,1548000000.0
Total current assets,11501000000.0,11035000000.0,10898000000.0,10935000000.0,11073000000.0
Property Plant & Equipment Net,10571000000.0,10164000000.0,10054000000.0,10133000000.0,10215000000.0
Goodwill and Intangible Assets,288000000,250000000,243000000,209000000,197000000
Long-term investments,,,,,
Tax assets,447000000.0,430000000.0,400000000.0,375000000.0,442000000.0
Total non-current assets,1530000000.0,1379000000.0,1288000000.0,1175000000.0,1248000000.0
Total assets,23673000000.0,22995000000.0,22334000000.0,22924000000.0,22688000000.0
Payables,4901000000.0,5054000000.0,4321000000.0,4517000000.0,4448000000.0
Short-term debt,5270000000.0,5270000000.0,5990000000.0,6930000000.0,7200000000.0
Total current liabilities,11320000000.0,11179000000.0,11162000000.0,12433000000.0,12837000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,1530000000.0,1379000000.0,1288000000.0,1175000000.0,1248000000.0
Total liabilities,12850000000.0,12557000000.0,12451000000.0,13609000000.0,14085000000.0
Other comprehensive income,39000000.0,6000000.0,-2000000.0,1000000.0,-62000000.0
Retained earnings (deficit),8774000000.0,8422000000.0,7875000000.0,7304000000.0,6654000000.0
Total shareholders equity,10823000000.0,10438000000.0,9883000000.0,9316000000.0,8602000000.0
Investments,,,,,
Net Debt,3149000000,3985000000,4933000000,5827000000,6227000000
Other Assets,975000000,9453000000,9300000000,9459000000,9185000000
Other Liabilities,1038000000,686000000,626000000,739000000,904000000
