Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,122000000.0,126000000.0,93000000.0,80000000.0,48000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,121000000.0,97000000.0,48000000.0,46000000.0,40000000.0
Inventories,499000000.0,197000000.0,47000000.0,54000000.0,000000.0
Total current assets,2472000000.0,2558000000.0,1022000000.0,1043000000.0,866000000.0
Property, Plant & Equipment Net,616000000.0,580000000.0,91000000.0,87000000.0,60000000.0
Goodwill and Intangible Assets,1004000000,1011000000,811000000,831000000,767000000
Long-term investments,54000000.0,59000000.0,38000000.0,33000000.0,000000.0
Tax assets,000000.0,9000000.0,0000000.0,0000000.0,4000000.0
Total non-current assets,1362000000.0,1218000000.0,635000000.0,730000000.0,491000000.0
Total assets,3671000000.0,3304000000.0,1279000000.0,1328000000.0,1025000000.0
Payables,46000000.0,64000000.0,36000000.0,39000000.0,14000000.0
Short-term debt,146000000.0,111000000.0,000000.0,000000.0,000000.0
Total current liabilities,643000000.0,519000000.0,212000000.0,214000000.0,190000000.0
Long-term debt,991000000.0,899000000.0,416000000.0,488000000.0,253000000.0
Total debt,991000000.0,899000000.0,416000000.0,488000000.0,253000000.0
Deferred revenue,76000000.0,79000000.0,87000000.0,94000000.0,100000000.0
Tax Liabilities,128000000.0,161000000.0,79000000.0,93000000.0,90000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,1362000000.0,1218000000.0,635000000.0,730000000.0,491000000.0
Total liabilities,2005000000.0,1737000000.0,847000000.0,944000000.0,681000000.0
Other comprehensive income,-33000000.0,-52000000.0,-28000000.0,-19000000.0,-10000000.0
Retained earnings (deficit),584000000.0,492000000.0,281000000.0,236000000.0,183000000.0
Total shareholders equity,1666000000.0,1567000000.0,432000000.0,384000000.0,344000000.0
Investments,54000000.0,59000000.0,38000000.0,33000000.0,000000.0
Net Debt,1015000000,884000000,323000000,408000000,205000000
Other Assets,1135000000,1129000000,111000000,127000000,53000000
Other Liabilities,202000000,123000000,47000000,48000000,38000000
