Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,173800000.0,39000000.0,30600000.0,0.0,0.0,0.0
Short-term investments,0.0,0.0,1600000.0,0.0,0.0,0.0
Cash and short-term investments,173800000.0,39000000.0,32200000.0,0.0,0.0,0.0
Receivables,39000000.0,79700000.0,76000000.0,72200000.0,81700000.0,76300000.0
Inventories,139500000.0,236000000.0,272100000.0,253000000.0,224200000.0,220700000.0
Total current assets,370900000.0,390300000.0,404900000.0,356900000.0,346300000.0,438000000.0
Property Plant & Equipment Net,296100000.0,418100000.0,445200000.0,434500000.0,423100000.0,396900000.0
Goodwill and Intangible Assets,32000000.0,60400000.0,42600000.0,42600000.0,41300000.0,49900000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,5600000.0,3400000.0,4500000.0,23500000.0,9400000.0,12900000.0
Total non-current assets,337300000.0,489200000.0,499500000.0,513700000.0,478900000.0,560700000.0
Total assets,708200000.0,879500000.0,904400000.0,870600000.0,825200000.0,998700000.0
Payables,141400000.0,150200000.0,163000000.0,161000000.0,146200000.0,138600000.0
Short-term debt,3700000.0,17900000.0,16300000.0,0.0,0.0,0.0
Total current liabilities,170600000.0,151000000.0,163400000.0,162400000.0,146500000.0,187900000.0
Long-term debt,70600000.0,86000000.0,21200000.0,10000000.0,10000000.0,10000000.0
Total debt,74300000.0,103900000.0,37500000.0,10000000.0,10000000.0,10000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,500000.0,800000.0,400000.0,59900000.0,77400000.0,79400000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,79400000.0,99800000.0,38700000.0,84200000.0,103300000.0,252800000.0
Total liabilities,317200000.0,329500000.0,280900000.0,246600000.0,249800000.0,440700000.0
Other comprehensive income,638900000,634300000,673300000,2000000.0,13700000.0,23700000.0
Retained earnings (deficit),-186300000.0,-31800000.0,10000000.0,0.0,,
Total shareholders equity,391000000.0,550000000.0,623500000.0,624000000.0,575400000.0,558000000.0
Investments,0.0,0.0,1600000.0,0.0,0.0,0.0
Net Debt,-99500000.0,64900000.0,6900000.0,10000000.0,10000000.0,10000000.0
Other Assets,0.0,0.0,0.0,31700000.0,40400000.0,141000000.0
Other Liabilities,67200000.0,78700000.0,78800000.0,1400000.0,300000.0,49300000.0
