Date,2017-12,2016-12,2015-03,2014-03,2013-03
Cash and cash equivalents,346000000.0,200000000.0,139000000.0,267000000.0,417000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,250000000.0,244000000.0,273000000.0,494000000.0,420000000.0
Inventories,221000000.0,215000000.0,196000000.0,558000000.0,315000000.0
Total current assets,3124000000.0,3183000000.0,3115000000.0,3310000000.0,2164000000.0
Property, Plant & Equipment Net,934000000.0,816000000.0,807000000.0,698000000.0,602000000.0
Goodwill and Intangible Assets,1893000000,1930000000,2040000000,2495000000,1362000000
Long-term investments,,,,,
Tax assets,155000000.0,254000000.0,140000000.0,000000.0,95000000.0
Total non-current assets,2172000000.0,2270000000.0,2631000000.0,2729000000.0,1974000000.0
Total assets,5666000000.0,5418000000.0,5504000000.0,5771000000.0,4383000000.0
Payables,216000000.0,175000000.0,158000000.0,316000000.0,338000000.0
Short-term debt,40000000.0,40000000.0,60000000.0,249000000.0,50000000.0
Total current liabilities,1460000000.0,1342000000.0,1097000000.0,1130000000.0,907000000.0
Long-term debt,1361000000.0,1398000000.0,1529000000.0,1844000000.0,1024000000.0
Total debt,1361000000.0,1398000000.0,1529000000.0,1844000000.0,1024000000.0
Deferred revenue,330000000.0,233000000.0,173000000.0,106000000.0,119000000.0
Tax Liabilities,000000.0,000000.0,000000.0,118000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,2172000000.0,2270000000.0,2631000000.0,2729000000.0,1974000000.0
Total liabilities,3632000000.0,3612000000.0,3727000000.0,3860000000.0,2881000000.0
Other comprehensive income,-780000000.0,-764000000.0,-848000000.0,-681000000.0,-828000000.0
Retained earnings (deficit),1502000000.0,1266000000.0,1160000000.0,2789000000.0,2483000000.0
Total shareholders equity,2034000000.0,1806000000.0,1777000000.0,1912000000.0,1502000000.0
Investments,,,,,
Net Debt,1055000000,1238000000,1450000000,1826000000,657000000
Other Assets,1867000000,1759000000,1680000000,1166000000,1065000000
Other Liabilities,864000000,927000000,443000000,295000000,302000000
