Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,785000000.0,673000000.0,631000000.0,940000000.0,863000000.0
Stock-based compensation,,,,,
Operating Cash Flow,883000000.0,507000000.0,262000000.0,811000000.0,1070000000.0
Capital Expenditure,-1476000000.0,-1161000000.0,-578000000.0,-1124000000.0,-1807000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-102000000,-8000000,0,0,0
Investing Cash flow,-896000000.0,-1438000000.0,310000000.0,-1316000000.0,-1437000000.0
Issuance (repayment) of debt,-2109000000.0,-826000000.0,-1001000000.0,-1956000000.0,-2077000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-170000000.0,624000000.0,-114000000.0,473000000.0,344000000.0
Effect of forex changes on cash,000000.0,000000.0,000000.0,000000.0,-6000000.0
Net cash flow / Change in cash,-183000000.0,-307000000.0,458000000.0,-32000000.0,-29000000.0
Free Cash Flow,-593000000.0,-654000000.0,-316000000.0,-313000000.0,-737000000.0
Net Cash/Marketcap,,,,,
