date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4778000000.0,3304000000.0,2920000000.0,4604000000.0,2659000000.0,2533000000.0,2951000000.0,3158000000.0,2866000000.0,1964000000.0,2344000000.0,1497000000.0,1254000000.0,1634000000.0,1483000000.0,1483000000.0,1299000000.0,795000000.0,821000000.0,687000000.0,687000000.0,571000000.0,487000000.0,585023000.0,394363000.0,349057000.0,292790000.0,255000000.0,183400000.0,148700000.0,117200000.0,80800000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56000000.0,-13000000.0,-23000000.0,-213000000.0,-12182000.0,15956000.0,18276000.0,65074000.0,48000000.0,35700000.0,55700000.0,31900000.0,70200000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,656000000.0,-6222000000.0,-3849000000.0,-3353000000.0,-8400000000.0,561000000.0,5652000000.0,8974000000.0,-10453000000.0,-13366000000.0,-13855000000.0,-2111000000.0,-15426000000.0,-5505000000.0,-2996000000.0,3292000000.0,-7408000000.0,-5555000000.0,-6120000000.0,229000000.0,592000000.0,-5247000000.0,-1316000000.0,-2950000000.0,338000000.0,-4557000000.0,-18350000000.0,0.0,0.0,0.0,0.0,1538400000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45000000.0,0.0,0.0,4000000.0,7600000.0,-32100000.0,124900000.0,-45000000.0,-39000000.0,-19000000.0,-8400000.0,-18500000.0,-12000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380000000.0,2737000000.0,2570000000.0,2173000000.0,2309700000.0,2482600000.0,2539400000.0,2236200000.0,1783000000.0,1405900000.0,1188700000.0,954700000.0,848200000.0
,otherWorkingCapital,0.0,-117401000000.0,-111179000000.0,-107330000000.0,-103977000000.0,-95577000000.0,-96138000000.0,-101790000000.0,-110764000000.0,-100311000000.0,-86945000000.0,-73090000000.0,-70979000000.0,-55553000000.0,-50048000000.0,-47052000000.0,-50344000000.0,-42936000000.0,-37381000000.0,-31261000000.0,-31490000000.0,-32082000000.0,-26835000000.0,-25519000000.0,-22569000000.0,-22907000000.0,-18350000000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,182000000.0,358000000.0,571000000.0,150000000.0,231000000.0,989000000.0,309000000.0,401000000.0,-34000000.0,24000000.0,-15000000.0,246000000.0,212000000.0,65000000.0,24000000.0,54000000.0,89000000.0,63000000.0,134000000.0,-1918000000.0,-2245000000.0,-2283000000.0,-1729000000.0,-2155591000.0,-2085189000.0,-2254838000.0,-1845648000.0,-1735000000.0,-1289400000.0,-1154900000.0,-874700000.0,-822100000.0
,netCashProvidedByOperatingActivites,5958000000.0,5455000000.0,6014000000.0,6128000000.0,5987000000.0,6776000000.0,6550000000.0,10547000000.0,14952000000.0,10842000000.0,6989000000.0,6161000000.0,4965000000.0,4656000000.0,4397000000.0,4433000000.0,4486000000.0,3389000000.0,3038000000.0,2849000000.0,3283000000.0,2807000000.0,2490000000.0,2598450000.0,2696750000.0,2944098000.0,2369246000.0,1845000000.0,1503500000.0,1240900000.0,1006600000.0,867300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-45000000.0,-26000000.0,-14000000.0,-40000000.0,-7702000.0,-9183000.0,-17391000.0,-185395000.0,-112000000.0,-96700000.0,-11300000.0,-22600000.0,-14200000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,-83000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-6130000000.0,-7943000000.0,-10181000000.0,-12952000000.0,-13087000000.0,-9150000000.0,-14911000000.0,-31347000000.0,-36083000000.0,-27387000000.0,-12283000000.0,-11690000000.0,-8015000000.0,-6768000000.0,-7365000000.0,-8894000000.0,-6205000000.0,-6467000000.0,-5942000000.0,-8135000000.0,-4453000000.0,-4309000000.0,-3026000000.0,-4994026000.0,-4919001000.0,-4126480000.0,-3617715000.0,-2818000000.0,-3048200000.0,-2324600000.0,-1507800000.0,-1646900000.0
