Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,25999000.0,55827000.0,24152000.0,15601000.0,15985000.0,17054000.0,750000.0
Short-term investments,0.0,0.0,0.0,0.0,461000.0,6877000.0,0.0
Cash and short-term investments,25999000.0,55827000.0,24152000.0,15601000.0,16446000.0,23931000.0,750000.0
Receivables,2108000.0,2227000.0,2815000.0,1778000.0,2332000.0,15963000.0,1078000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,223468000.0,97603000.0,63968000.0,42501000.0,30676000.0,47476000.0,5964000.0
Property, Plant & Equipment Net,5134000.0,5408000.0,4022000.0,2004000.0,526000.0,389000.0,213000.0
Goodwill and Intangible Assets,45293000.0,47018000.0,48983000.0,51137000.0,54641000.0,23295000.0,9865000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,25967000.0,14960000.0,8181000.0,591000.0,12000.0,395000.0,0.0
Total non-current assets,209021000.0,67482000.0,61379000.0,53283000.0,55496000.0,24173000.0,11997000.0
Total assets,432489000.0,165085000.0,125347000.0,95784000.0,86172000.0,71649000.0,17961000.0
Payables,257392000.0,56596000.0,42422000.0,18595000.0,12013000.0,8413000.0,4368000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,813000.0
Total current liabilities,162991000.0,42954000.0,35639000.0,19308000.0,14539000.0,11004000.0,8471000.0
Long-term debt,15000000.0,0.0,0.0,7500000.0,0.0,0.0,2481000.0
Total debt,15000000.0,0.0,0.0,7500000.0,0.0,0.0,3294000.0
Deferred revenue,0.0,662000.0,430000.0,384000.0,64000.0,882000.0,268000.0
Tax Liabilities,15586000.0,787000.0,2121000.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,126030000.0,15130000.0,9630000.0,8422000.0,4921000.0,2868000.0,3152000.0
Total liabilities,289021000.0,58084000.0,45269000.0,27730000.0,19460000.0,13872000.0,11623000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),80804000.0,19305000.0,1420000.0,-3093000.0,-3694000.0,-3355000.0,0.0
Total shareholders equity,107830000.0,84205000.0,48162000.0,39971000.0,38621000.0,23883000.0,6335000.0
Investments,0.0,0.0,0.0,0.0,461000.0,6877000.0,0.0
Net Debt,-10999000.0,-55827000.0,-24152000.0,-8101000.0,-16446000.0,-23931000.0,2544000.0
Other Assets,195361000.0,39549000.0,37001000.0,25122000.0,11898000.0,7582000.0,4136000.0
Other Liabilities,-94401000.0,-13642000.0,-6783000.0,713000.0,2526000.0,2591000.0,3290000.0
