Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,28027688.0,18205976.0,17713871.0,19368114.0,9454150.0,2461559.0,1697306.0
Short-term investments,6349915.0,8135123.0,7965521.0,7602204.0,7913793.0,246203.0,250794.0
Cash and short-term investments,34377603.0,26341099.0,25679392.0,26970318.0,17367943.0,2707762.0,1948100.0
Receivables,4209992.0,3778929.0,3775699.0,3863632.0,1960214.0,1982083.0,1585494.0
Inventories,4059443.0,4210846.0,3886590.0,2383158.0,2125838.0,1340331.0,1385986.0
Total current assets,44541717.0,35107610.0,33856401.0,33953051.0,22167815.0,6386607.0,4996798.0
Property, Plant & Equipment Net,1869561.0,1868851.0,1456149.0,905622.0,794835.0,327343.0,265617.0
Goodwill and Intangible Assets,832519.0,885502.0,918712.0,193243.0,250836.0,267024.0,276029.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,2456594.0,1078230.0,941222.0,503812.0,513837.0,236457.0,12528.0
Total non-current assets,3900541.0,3904924.0,3338083.0,1291156.0,1141904.0,600264.0,557414.0
Total assets,48442258.0,39012534.0,37194484.0,35244207.0,23309719.0,6986871.0,5554212.0
Payables,772470.0,656723.0,1120830.0,1005460.0,629167.0,427474.0,408424.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,6333.0,519730.0
Total current liabilities,4689520.0,4077972.0,3661881.0,2888343.0,2276121.0,1452324.0,2331354.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,6333.0,519730.0
Deferred revenue,3605789.0,3621256.0,2676624.0,952706.0,451243.0,265071.0,392056.0
Tax Liabilities,133000.0,122233.0,311100.0,30687.0,65790.0,197845.0,460413.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1807005.0,2003685.0,1643478.0,422839.0,142902.0,111763.0,2658.0
Total liabilities,6496525.0,6081657.0,5305359.0,3311182.0,2419023.0,1564087.0,2334012.0
Other comprehensive income,-42192.0,-48909.0,-36849.0,-55285.0,-21473.0,924.0,7149.0
Retained earnings (deficit),26669491.0,20355545.0,19869714.0,12655169.0,5125249.0,3074883.0,1137993.0
Total shareholders equity,41945733.0,32930877.0,31889125.0,31933025.0,20890696.0,5422784.0,3220200.0
Investments,6349915.0,8135123.0,7965521.0,7602204.0,7913793.0,246203.0,250794.0
Net Debt,-34377603.0,-26341099.0,-25679392.0,-26970318.0,-17367943.0,-2701429.0,-1428370.0
Other Assets,1894679.0,776736.0,514720.0,735943.0,713820.0,356431.0,77218.0
Other Liabilities,3917050.0,3421249.0,2541051.0,1882883.0,1646954.0,1018517.0,1403200.0
