Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,1721000.0,596000.0,673000.0
Stock-based compensation,1743000.0,496000.0,161000.0
Operating Cash Flow,-20591000.0,-11144000.0,-8541000.0
Capital Expenditure,1011000.0,-594000.0,-324000.0
Acquisitions and disposals,-0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-1011000.0,-594000.0,-324000.0
Issuance (repayment) of debt,-0.0,8985000.0,4829000.0
Issuance (buybacks) of shares,-104583000.0,35000.0,67000.0
Dividend payments,-0.0,0.0,0.0
Financing Cash Flow,97038000.0,23845000.0,4896000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,104583000.0,12107000.0,-3969000.0
Free Cash Flow,-21602000.0,-11738000.0,-8865000.0
Net Cash/Marketcap,0.0,-0.007,-0.007
