Date,2009-12,2008-12,2007-12,2006-12,2005-12
Cash and cash equivalents,29000000.0,35000000.0,9000000.0,19000000.0,20000000.0
Short-term investments,279000000.0,277000000.0,344000000.0,318000000.0,281000000.0
Cash and short-term investments,279000000.0,277000000.0,344000000.0,318000000.0,281000000.0
Receivables,22000000.0,32000000.0,33000000.0,27000000.0,46000000.0
Inventories,17000000.0,13000000.0,11000000.0,19000000.0,16000000.0
Total current assets,273000000.0,228000000.0,141000000.0,131000000.0,110000000.0
Property, Plant & Equipment Net,38000000.0,37000000.0,34000000.0,33000000.0,33000000.0
Goodwill and Intangible Assets,8000000,8000000,1000000,1000000,1000000
Long-term investments,218000000.0,000000.0,000000.0,000000.0,000000.0
Tax assets,9000000.0,9000000.0,15000000.0,18000000.0,22000000.0
Total non-current assets,32000000.0,25000000.0,6000000.0,5000000.0,11000000.0
Total assets,641000000.0,620000000.0,551000000.0,541000000.0,513000000.0
Payables,4000000.0,5000000.0,4000000.0,4000000.0,4000000.0
Short-term debt,,,,,
Total current liabilities,56000000.0,76000000.0,35000000.0,45000000.0,44000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,22000000.0,000000.0,000000.0,000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,32000000.0,25000000.0,6000000.0,5000000.0,11000000.0
Total liabilities,88000000.0,101000000.0,41000000.0,50000000.0,55000000.0
Other comprehensive income,3000000.0,1000000.0,0000000.0,-0000000.0,-5000000.0
Retained earnings (deficit),165000000.0,147000000.0,102000000.0,75000000.0,45000000.0
Total shareholders equity,552000000.0,519000000.0,510000000.0,491000000.0,459000000.0
Investments,218000000.0,000000.0,000000.0,000000.0,000000.0
Net Debt,-29000000,-35000000,-9000000,-19000000,-20000000
Other Assets,1000000,173000000,91000000,78000000,54000000
Other Liabilities,10000000,25000000,6000000,9000000,12000000
