date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2655000000.0,7189000000.0,6257000000.0,-855000000.0,-3615000000.0,-4428000000.0,6869000000.0,9156000000.0,8428000000.0,12436000000.0,11358000000.0,4858000000.0,-16998000000.0,11891000000.0,15550000000.0,13617000000.0,8129000000.0,4735000000.0,-295000000.0,1661000000.0,1862000000.0,609000000.0,237000000.0,959000000.0,1303000000.0,469000000.0,484000000.0,243000000.0,180000000.0,258000000.0,779000000.0,219000000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9012000000.0,8298000000.0,7284000000.0,4253000000.0,3798000000.0,3485000000.0,2245000000.0,1405000000.0,1179000000.0,902000000.0,1302000000.0,863000000.0,941000000.0,871000000.0,794000000.0,841000000.0,820000000.0,1190000000.0,808000000.0,1106000000.0
,deferredIncomeTax,-834000000.0,-444000000.0,283000000.0,-3681000000.0,-2221000000.0,-2772000000.0,709000000.0,1311000000.0,1397000000.0,1287000000.0,-878000000.0,-1109000000.0,-428000000.0,-157000000.0,263000000.0,1101000000.0,1025000000.0,401000000.0,142000000.0,515000000.0,412000000.0,160000000.0,84000000.0,283000000.0,163000000.0,9000000.0,-40000000.0,-48000000.0,-302000000.0,-193000000.0,-245000000.0,-153000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-372000000.0,3991000000.0,-1236000000.0,5415000000.0,2167000000.0,-3998000000.0,-363000000.0,-2652000000.0,4396000000.0,-5091000000.0,9769000000.0,-1591000000.0,1210000000.0,-782000000.0,382000000.0,-1182000000.0,2254000000.0,-906000000.0,-1734000000.0,707000000.0,-1139000000.0,36000000.0,14000000.0,34000000.0,575000000.0,-430000000.0,102000000.0,90000000.0,-24000000.0,-556000000.0,242000000.0,180800000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-25000000.0,-67000000.0,86000000.0,-55000000.0,44000000.0,166000000.0,-193000000.0,-278000000.0,210000000.0,556000000.0,-363000000.0,320000000.0,-1321000000.0,767000000.0,-828000000.0,-182000000.0,360000000.0,-24000000.0,200000000.0,-289000000.0,-10000000.0,16000000.0,-36000000.0,-33000000.0,31000000.0,25000000.0,-10000000.0,80000000.0,22000000.0,17000000.0,-120000000.0,-22200000.0
,accountsPayables,-249000000.0,-373000000.0,-52000000.0,265000000.0,-524000000.0,-1647000000.0,-783000000.0,183000000.0,1103000000.0,1290000000.0,2887000000.0,1612000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,9870000000.0,5879000000.0,7115000000.0,1700000000.0,-467000000.0,3531000000.0,3894000000.0,6546000000.0,2150000000.0,7241000000.0,-2528000000.0,-937000000.0,-2147000000.0,-1365000000.0,-1747000000.0,-565000000.0,-2819000000.0,-1913000000.0,-179000000.0,-886000000.0,253000000.0,217000000.0,203000000.0,169000000.0,-406000000.0,24000000.0,-78000000.0,-168000000.0,-144000000.0,412000000.0,170000000.0
,otherNonCashItems,295000000.0,-679000000.0,544000000.0,-67000000.0,340000000.0,804000000.0,251000000.0,63000000.0,-62000000.0,566000000.0,198000000.0,618000000.0,35655000000.0,4011000000.0,1314000000.0,-5000000.0,-39000000.0,189000000.0,202000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-77000000.0,-48000000.0,227000000.0,149000000.0,-22000000.0,505000000.0,301200000.0
,netCashProvidedByOperatingActivites,4802000000.0,11104000000.0,12934000000.0,7077000000.0,4403000000.0,7572000000.0,16735000000.0,16087000000.0,13922000000.0,19646000000.0,17045000000.0,12479000000.0,22658000000.0,24550000000.0,21516000000.0,17628000000.0,11959000000.0,9356000000.0,4969000000.0,3562000000.0,4014000000.0,1941000000.0,1630000000.0,2245000000.0,2085000000.0,1596000000.0,1203000000.0,1308000000.0,908000000.0,1030000000.0,1104000000.0,1654000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19099000000.0,-11791000000.0,-15596000000.0,-11620000000.0,-9496000000.0,-6169000000.0,-4388000000.0,-3085000000.0,-2022000000.0,-1690000000.0,-2052000000.0,-2043000000.0,-1544000000.0,-1456000000.0,-1154000000.0,-1216000000.0,-1152000000.0,-1385000000.0,-1383000000.0,-872000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14285000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-982000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20000000.0,-10000000.0,-25000000.0,-196000000.0,-47000000.0,-122000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336000000.0,242000000.0,56000000.0,15000000.0,19000000.0
