date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1359000.0,1355000.0,-2013000.0,679000.0,-2808000.0,-1294000.0,-2141000.0,732000.0,446000.0,-227000.0,0.0,458000.0,136000.0,554000.0,0.0,-440000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-60120000.0,8619000.0,-100719000.0,10218000.0,40506000.0,17790000.0,-3339000.0,32865000.0,-32412000.0,-8367000.0,-16811000.0,31145000.0,-15114000.0,-2389000.0,100268000.0,8928000.0,22638000.0,1436000.0,3340000.0
,cashAtEndOfPeriod,41232000.0,101352000.0,92733000.0,193452000.0,183234000.0,142728000.0,124938000.0,128277000.0,95412000.0,127824000.0,136191000.0,153002000.0,121857000.0,136971000.0,139360000.0,39092000.0,30164000.0,7526000.0,6090000.0
,cashAtBeginningOfPeriod,101352000.0,92733000.0,193452000.0,183234000.0,142728000.0,124938000.0,128277000.0,95412000.0,127824000.0,136191000.0,153002000.0,121857000.0,136971000.0,139360000.0,39092000.0,30164000.0,7526000.0,6090000.0,2750000.0
,operatingCashFlow,89186000.0,141445000.0,72598000.0,64253000.0,114958000.0,89796000.0,54582000.0,75872000.0,20343000.0,72445000.0,54040000.0,22141000.0,35177000.0,116796000.0,5365000.0,50117000.0,35856000.0,10721000.0,7146000.0
,capitalExpenditure,-2502000.0,-2752000.0,-3470000.0,-3242000.0,-10183000.0,-2427000.0,-5916000.0,-6230000.0,-3361000.0,-2927000.0,-2854000.0,-2486000.0,-8031000.0,-5330000.0,-3895000.0,-7604000.0,-436000.0,-1062000.0,-919000.0
,freeCashFlow,86684000.0,138693000.0,69128000.0,61011000.0,104775000.0,87369000.0,48666000.0,69642000.0,16982000.0,69518000.0,51186000.0,19655000.0,27146000.0,111466000.0,1470000.0,42513000.0,35420000.0,9659000.0,6227000.0
