date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,76584000.0,134621000.0,113896000.0,91939000.0,92936000.0,64551000.0,75510000.0,68119000.0,66117000.0,54307000.0,46397000.0,-1710000.0,18061000.0,75496000.0,3204000.0,31921000.0,7288000.0,12051000.0,8436000.0
,depreciationAndAmortization,14780000.0,14444000.0,4473000.0,7117000.0,7610000.0,6213000.0,4624000.0,5606000.0,5562000.0,5056000.0,4531000.0,4221000.0,4027000.0,17719000.0,6403000.0,9642000.0,1136000.0,1002000.0,2625000.0
,deferredIncomeTax,107000.0,96000.0,-1373000.0,-314000.0,-900000.0,7392000.0,-279000.0,-3087000.0,-173000.0,-415000.0,223000.0,-283000.0,10431000.0,3325000.0,1191000.0,-4235000.0,-18029000.0,-98000.0,-52000.0
,stockBasedCompensation,29337000.0,27811000.0,24626000.0,21769000.0,21649000.0,22686000.0,24931000.0,21539000.0,17562000.0,18675000.0,15100000.0,13010000.0,21694000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-37202000.0,7241000.0,-126327000.0,734000.0,57429000.0,5978000.0,-3350000.0,-81070000.0,71353000.0,58585000.0,-102713000.0,54268000.0,-20266000.0,43814000.0,55083000.0,8424000.0,85795000.0,17340000.0,-7746000.0
,accountsReceivables,-9310000.0,-8729000.0,3262000.0,-7613000.0,-3413000.0,-724000.0,-1916000.0,2887000.0,-5379000.0,-5940000.0,-9127000.0,-6137000.0,13142000.0,-4306000.0,-23872000.0,-9609000.0,-8938000.0,-9767000.0,-4481000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,430000.0,-1175000.0,2262000.0,-221000.0,260000.0,-803000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13043000.0,11063000.0,17859000.0,2250000.0,4330000.0,608000.0
,otherWorkingCapital,95116000.0,132318000.0,125077000.0,251404000.0,250670000.0,193241000.0,187263000.0,190613000.0,271683000.0,200330000.0,141745000.0,244458000.0,190190000.0,210456000.0,166642000.0,111559000.0,103135000.0,17340000.0,0.0
,otherNonCashItems,1701000.0,1079000.0,1381000.0,-235000.0,-139000.0,640000.0,3214000.0,4963000.0,3052000.0,-530000.0,-447000.0,-291000.0,-422000.0,13303000.0,10013000.0,4539000.0,52149000.0,3203000.0,3883000.0
,netCashProvidedByOperatingActivites,89186000.0,141445000.0,72598000.0,64253000.0,114958000.0,89796000.0,54582000.0,75872000.0,20343000.0,72445000.0,54040000.0,22141000.0,35177000.0,116796000.0,5365000.0,50117000.0,35856000.0,10721000.0,7146000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2502000.0,-2752000.0,-3470000.0,-3242000.0,-10183000.0,-2427000.0,-5916000.0,-6230000.0,-3361000.0,-2927000.0,-2854000.0,-2486000.0,-8031000.0,-5330000.0,-3895000.0,-7604000.0,-436000.0,-1062000.0,-919000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-70963000.0,-50943000.0,-63557000.0,-16901000.0,-8096000.0,-5663000.0,-7829000.0,-10195000.0,-20733000.0,-37611000.0,-19748000.0,-32802000.0,-35427000.0,-83528000.0,-136588000.0,-58867000.0,-67819000.0,-527000.0,-513000.0
,salesMaturitiesOfInvestments,71689000.0,89592000.0,13796000.0,25811000.0,20814000.0,7303000.0,12699000.0,26700000.0,25736000.0,37503000.0,54873000.0,45583000.0,45106000.0,15310000.0,95860000.0,42800000.0,997000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95860000.0,0.0,897000.0,0.0,0.0
,netCashUsedForInvestingActivites,-1770000.0,35949000.0,-53194000.0,5709000.0,2898000.0,397000.0,9835000.0,18016000.0,2453000.0,-3035000.0,32271000.0,10295000.0,1654000.0,-72373000.0,45499000.0,-23186000.0,-66361000.0,-1589000.0,-1432000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27000.0,-45000.0,-79000.0,-26000.0,-1722000.0,-4837000.0,-134000.0,-625000.0
,commonStockIssued,859000.0,741000.0,597000.0,636000.0,642000.0,539000.0,491000.0,408000.0,439000.0,466000.0,426000.0,542000.0,803000.0,1048000.0,71341000.0,497000.0,104990000.0,0.0,1950000.0
,commonStockRepurchased,-25937000.0,-10408000.0,-10599000.0,-9141000.0,-8040000.0,-19234000.0,-11722000.0,-7962000.0,-8484000.0,-6647000.0,-3386000.0,-2253000.0,-32008000.0,-38313000.0,-6608000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-122489000.0,-162705000.0,-178879000.0,-98313000.0,-70825000.0,-68177000.0,-84237000.0,-79695000.0,-97208000.0,-69118000.0,-102400000.0,-8472000.0,-31592000.0,-38727000.0,-18278000.0,-16338000.0,-3983000.0,-9255000.0,-7339000.0
,otherFinancingActivites,-1328000.0,2242000.0,70771000.0,46395000.0,3681000.0,15763000.0,29853000.0,25494000.0,49599000.0,-2251000.0,2343000.0,8461000.0,10761000.0,28705000.0,2975000.0,0.0,-43027000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-148895000.0,-170130000.0,-118110000.0,-60423000.0,-74542000.0,-71109000.0,-65615000.0,-61755000.0,-55654000.0,-77550000.0,-103017000.0,-1749000.0,-52081000.0,-47366000.0,49404000.0,-17563000.0,53143000.0,-7696000.0,-2374000.0
