Date,2017-06,2016-06,2015-06,2014-06,2013-06
Depreciation & Amortization,50000000.0,51000000.0,51000000.0,50000000.0,46000000.0
Stock-based compensation,6000000.0,4000000.0,4000000.0,4000000.0,3000000.0
Operating Cash Flow,56000000.0,68000000.0,50000000.0,46000000.0,52000000.0
Capital Expenditure,-35000000.0,-67000000.0,-33000000.0,-38000000.0,-42000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,-2000000,0,0
Investing Cash flow,-29000000.0,-71000000.0,-34000000.0,-59000000.0,-39000000.0
Issuance (repayment) of debt,-314000000.0,-151000000.0,-231000000.0,-180000000.0,-111000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-23000000.0,6000000.0,-20000000.0,17000000.0,-11000000.0
Effect of forex changes on cash,-1000000.0,-0000000.0,-1000000.0,0000000.0,-0000000.0
Net cash flow / Change in cash,3000000.0,2000000.0,-6000000.0,4000000.0,2000000.0
Free Cash Flow,21000000.0,1000000.0,16000000.0,9000000.0,10000000.0
Net Cash/Marketcap,,,,,
