Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,66895000.0,63009000.0,83676000.0,130668000.0
Short-term investments,47632000.0,123384000.0,0.0,0.0
Cash and short-term investments,114527000.0,186393000.0,83676000.0,130668000.0
Receivables,79255000.0,64686000.0,44694000.0,29225000.0
Inventories,1501000.0,3660000.0,890000.0,394000.0
Total current assets,221179000.0,274909000.0,133841000.0,159978000.0
Property, Plant & Equipment Net,24349000.0,23260000.0,24536000.0,4823000.0
Goodwill and Intangible Assets,111484000.0,0.0,0.0,0.0
Long-term investments,1266000.0,4146000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,167299000.0,53809000.0,33585000.0,10892000.0
Total assets,388478000.0,328718000.0,167426000.0,170870000.0
Payables,12118000.0,7348000.0,5210000.0,4703000.0
Short-term debt,7331000.0,7245000.0,7163000.0,19449000.0
Total current liabilities,168556000.0,130613000.0,112124000.0,100433000.0
Long-term debt,8248000.0,15579000.0,22824000.0,0.0
Total debt,15579000.0,22824000.0,29987000.0,19449000.0
Deferred revenue,171518000.0,134859000.0,108914000.0,83459000.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,718000.0,1818000.0
Total non-current liabilities,92201000.0,82614000.0,80045000.0,43326000.0
Total liabilities,260757000.0,213227000.0,192169000.0,143759000.0
Other comprehensive income,-302000.0,-112000.0,0.0,0.0
Retained earnings (deficit),-511257000.0,-436421000.0,-393395000.0,-318621000.0
Total shareholders equity,127721000.0,115491000.0,-308597000.0,-252802000.0
Investments,48898000.0,127530000.0,0.0,0.0
Net Debt,-98948000.0,-163569000.0,-53689000.0,-111219000.0
Other Assets,25896000.0,20170000.0,4581000.0,-309000.0
Other Liabilities,149107000.0,116020000.0,99751000.0,76281000.0
