Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-23
Cash and cash equivalents,12916000.0,0.0,13000000.0,80565000.0,21341000.0,2584000.0,180582000.0,4267667.0,2089674.0
Short-term investments,34408000.0,1396472.0,488000000000.0,0.0,29566000.0,86240000.0,858000.0,2178064.0,1297403.0
Cash and short-term investments,47324000.0,1396472.0,488013000000.0,80565000.0,50907000.0,88824000.0,181440000.0,6445731.0,3387077.0
Receivables,79376000.0,8894831.0,32000000.0,21263000.0,56546000.0,91776000.0,70400000.0,44085056.0,17850719.0
Inventories,3478000.0,415650.0,1000000.0,4685000.0,8543000.0,15353000.0,10696000.0,1740934.0,3324368.0
Total current assets,134811000.0,14350606.0,53000000.0,112428000.0,120074000.0,208475000.0,264174000.0,55303536.0,32127005.0
Property, Plant & Equipment Net,917974000.0,496582089.0,774000000.0,1018968000.0,1137266000.0,1756477000.0,1267609000.0,943756560.0,628124907.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,2045182.0,3000000.0,0.0,0.0,17765000.0,293000.0,0.0,678474.0
Tax assets,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,926723000.0,,1022050000.0,1139567000.0,1797614000.0,1281761000.0,947186271.0,632222007.0,501752941.0
Total assets,1061534000.0,516103547.0,830000000.0,1134478000.0,1259641000.0,2006089000.0,1545935000.0,1002489807.0,664349012.0
Payables,99293000.0,19545613.0,6000000.0,85101000.0,123973000.0,186447000.0,157906000.0,85402927.0,33254309.0
Short-term debt,0.0,0.0,0.0,985365000.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,99476000.0,23237611.0,89000000.0,1070466000.0,135973000.0,198447000.0,175226000.0,102603006.0,38530942.0
Long-term debt,50000000.0,55400000.0,0.0,0.0,871666000.0,840619000.0,508847000.0,158000000.0,6600000.0
Total debt,50000000.0,,985365000.0,871666000.0,840619000.0,508847000.0,158000000.0,6600000.0,55400000.0
Deferred revenue,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,18740000.0,,14118000.0,17069000.0,194302000.0,171548000.0,121555976.0,82617656.0,69618838.0
Deposit Liabilities,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,98145000.0,,44951000.0,914261000.0,1067571000.0,714681000.0,321369297.0,97836554.0,136485527.0
Total liabilities,197621000.0,159723138.0,142000000.0,1115417000.0,1050234000.0,1266018000.0,889907000.0,423972303.0,136367496.0
Other comprehensive income,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),163166000.0,-161726.0,-5000000.0,-795978000.0,-597028000.0,148519000.0,128236000.0,59052032.0,12529455.0
Total shareholders equity,863913000.0,356380409.0,688000000.0,19061000.0,209407000.0,740071000.0,656028000.0,578517504.0,527981516.0
Investments,34408000.0,3441654.0,0.0,0.0,29566000.0,104005000.0,1151000.0,2178064.0,1975877.0
Net Debt,2676000.0,54003528.0,-13488000.0,904800000.0,820759000.0,751795000.0,327407000.0,151554269.0,3212923.0
Other Assets,4633000.0,3643653.0,-487992847000.0,5915000.0,4078000.0,12522000.0,1638000.0,3031815.0,7564841.0
Other Liabilities,183000.0,3691998.0,83000000.0,0.0,12000000.0,12000000.0,17320000.0,17200079.0,5276633.0
