Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,151290000.0,108000.0,220000.0
Short-term investments,49737000.0,0.0,0.0
Cash and short-term investments,201027000.0,108000.0,220000.0
Receivables,166045000.0,157680000.0,81842000.0
Inventories,124791000.0,82952000.0,47717000.0
Total current assets,515474000.0,243758000.0,133209000.0
Property Plant & Equipment Net,49428000.0,3883000.0,2031000.0
Goodwill and Intangible Assets,18461000.0,19986000.0,21919000.0
Long-term investments,0.0,0.0,0.0
Tax assets,1108000.0,0.0,0.0
Total non-current assets,80472000.0,26062000.0,25372000.0
Total assets,595946000.0,269820000.0,158581000.0
Payables,82542000.0,20711000.0,21133000.0
Short-term debt,23313000.0,0.0,0.0
Total current liabilities,281990000.0,130880000.0,78242000.0
Long-term debt,19978000.0,0.0,0.0
Total debt,43291000.0,0.0,0.0
Deferred revenue,26678000.0,47404000.0,23393000.0
Tax Liabilities,734000.0,189000.0,167000.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,44454000.0,13521000.0,7165000.0
Total liabilities,326444000.0,144401000.0,85407000.0
Other comprehensive income,315277000,0.0,0.0
Retained earnings (deficit),-45849000.0,0.0,73174000.0
Total shareholders equity,269502000.0,125419000.0,73174000.0
Investments,49737000.0,0.0,0.0
Net Debt,-107999000.0,-108000.0,-220000.0
Other Assets,0.0,3018000.0,3430000.0
Other Liabilities,0.0,110169000.0,57109000.0
