date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,257800000.0,345000000.0,566900000.0,306200000.0,592700000.0,633700000.0,-334300000.0,439800000.0,186500000.0,425136000.0,618402000.0,116999000.0,511749000.0,360830000.0,-1001437000.0,354029000.0,135746000.0,39199000.0,-119650000.0,-13417000.0,147916000.0,-9000000.0
,depreciationAndAmortization,212400000.0,210300000.0,210500000.0,225600000.0,206700000.0,176500000.0,186100000.0,189900000.0,187000000.0,170038000.0,155288000.0,148373000.0,167474000.0,193166000.0,173490000.0,138904000.0,145674000.0,70040000.0,63047000.0,147678000.0,38001000.0,10200000.0
,deferredIncomeTax,-52300000.0,2900000.0,42600000.0,-139600000.0,55900000.0,-14600000.0,-16900000.0,72200000.0,-18200000.0,7225000.0,64035000.0,9436000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,190200000.0,202200000.0,217100000.0,187500000.0,224600000.0,217300000.0,240000000.0,244600000.0,242700000.0,217761000.0,177825000.0,139659000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-90500000.0,-1073400000.0,293000000.0,210300000.0,1125500000.0,-333700000.0,-818300000.0,83800000.0,-794258000.0,1230564000.0,239220000.0,-256422000.0,584324000.0,-583917000.0,568133000.0,280160000.0,510900000.0,-38909000.0,-444924000.0,-248310000.0,810039000.0,19200000.0
,accountsReceivables,-76100000.0,-118100000.0,96300000.0,203800000.0,-263500000.0,-218900000.0,-16800000.0,-139900000.0,139100000.0,18633000.0,-129199000.0,-28682000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,56000000.0,6400000.0,3500000.0,-10100000.0,66600000.0,-80200000.0,38300000.0,-9500000.0,-121200000.0,33871000.0,48217000.0,-2422000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,43000000.0,1665900000.0,2739300000.0,2446300000.0,2236000000.0,1110500000.0,1444200000.0,2262500000.0,2178700000.0,2972958000.0,1742394000.0,1503174000.0,1759596000.0,1175272000.0,1759189000.0,1191056000.0,910896000.0,399996000.0,438905000.0,883829000.0,1132139000.0,322100000.0
,otherNonCashItems,39400000.0,45500000.0,9600000.0,0.0,0.0,-4100000.0,87400000.0,47500000.0,101200000.0,13462000.0,0.0,-3510000.0,73543000.0,71069000.0,1362928000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,612000000.0,528900000.0,861100000.0,1260100000.0,1106000000.0,892500000.0,763400000.0,842300000.0,642400000.0,986726000.0,812335000.0,796097000.0,875179000.0,786523000.0,755604000.0,642943000.0,439448000.0,178554000.0,2410000.0,292759000.0,269083000.0,20500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-100400000.0,-109600000.0,-147400000.0,-151200000.0,-214700000.0,-210300000.0,-192900000.0,-233100000.0,-348700000.0,-266314000.0,-185291000.0,-153101000.0,-164604000.0,-146858000.0,-102093000.0,-98192000.0,-63185000.0,-19388000.0,-36127000.0,-241129000.0,-34999000.0,-10000000.0
,acquisitionsNet,-438000000.0,-271000000.0,-16000000.0,-27000000.0,-113000000.0,-4000000.0,79000000.0,-10000000.0,-139000000.0,-31000000.0,-375000000.0,0.0,0.0,0.0,-15000000.0,-310000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-984400000.0,-3316900000.0,-1246000000.0,-1897800000.0,-1623200000.0,-1496200000.0,-2466500000.0,-1821000000.0,-1512800000.0,-2335628000.0,-1584700000.0,-1467737000.0,-474007000.0,-302690000.0,-523418000.0,-945854000.0,-739437000.0,-734679000.0,-977926000.0,-1592317000.0,-1437406000.0,-324400000.0
,salesMaturitiesOfInvestments,1235100000.0,3176500000.0,2017300000.0,1698000000.0,1533900000.0,1192000000.0,2970200000.0,1511200000.0,1490400000.0,1926598000.0,1624430000.0,683814000.0,499351000.0,1029081000.0,632075000.0,805047000.0,704740000.0,1085929000.0,1095541000.0,1531507000.0,718714000.0,38500000.0
,otherInvestingActivites,-5200000.0,0.0,0.0,0.0,-1500000.0,9300000.0,44600000.0,-1500000.0,-20900000.0,-1174000.0,-12424000.0,-11276000.0,-10552000.0,-7407000.0,20464000.0,-34848000.0,39415000.0,-31737000.0,-1150000.0,-8205000.0,-100496000.0,-9500000.0
,netCashUsedForInvestingActivites,-288900000.0,-528200000.0,564800000.0,-309000000.0,-450100000.0,-508700000.0,434000000.0,-564400000.0,-596700000.0,-707238000.0,-532750000.0,-948300000.0,-149812000.0,571751000.0,11926000.0,-583736000.0,-58467000.0,300125000.0,-295465000.0,-307416000.0,-894161000.0,-305400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-376200000.0,-950000000.0,0.0,0.0,-300000000.0,0.0,-400000.0,-1400000.0,-1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,54700000.0,55600000.0,56900000.0,64500000.0,62300000.0,121200000.0,159800000.0,141700000.0,99100000.0,346951000.0,451039000.0,164207000.0,119450000.0,355007000.0,87140000.0,146029000.0,175172000.0,91755000.0,26620000.0,58497000.0,36715000.0,430300000.0
