date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-26154000.0,73956000.0,57012000.0,168404000.0,202303000.0,126719000.0,-23531000.0,-73790000.0,-128288000.0,147180000.0,-69431000.0,-703612000.0
,depreciationAndAmortization,217436000.0,155170000.0,128246000.0,130925000.0,94007000.0,99459000.0,56626000.0,34058000.0,24525000.0,17079000.0,16563000.0,19841000.0
,deferredIncomeTax,10827000.0,27818000.0,16195000.0,-43463000.0,113698000.0,21152000.0,65010000.0,8352000.0,4448000.0,-19200000.0,-636117000.0,-23120000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,137819000.0,-66418000.0,130502000.0,621669000.0,321292000.0,244582000.0,30750000.0,3782000.0,59779000.0,46550000.0,17140000.0,23518000.0
,accountsReceivables,78647000.0,24519000.0,26209000.0,24034000.0,29295000.0,50228000.0,45209000.0,3857000.0,43460000.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1162000.0,0.0,0.0,8181000.0,-46322000.0,29867000.0,37213000.0,20333000.0,15112000.0,0.0,0.0,0.0
,otherWorkingCapital,1045818000.0,490682000.0,529695000.0,948839000.0,929527000.0,620161000.0,564051000.0,1231007000.0,626569000.0,709024000.0,709685000.0,1047000.0
,otherNonCashItems,-211842000.0,63589000.0,-103418000.0,-561392000.0,-579455000.0,-385801000.0,-240548000.0,-10384000.0,5649000.0,-7161000.0,588770000.0,613134000.0
,netCashProvidedByOperatingActivites,-72868000.0,207732000.0,210520000.0,319032000.0,58915000.0,23930000.0,-58315000.0,129332000.0,153064000.0,86508000.0,-67899000.0,-17870000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1611000.0,0.0,0.0,-390443000.0,-432578000.0,-602354000.0,-773823000.0,-270070000.0,-74367000.0,-44380000.0,0.0,0.0
,acquisitionsNet,0.0,-566000000.0,-235000000.0,0.0,-25000000.0,0.0,-10000000.0,11000000.0,-3000000.0,7000000.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-2171000.0,-6248000.0,-31135000.0,0.0,0.0,0.0,-288000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,9121000.0,9386000.0,13270000.0,0.0,0.0,3000.0,6392000.0
,otherInvestingActivites,6703000.0,-558669000.0,-215685000.0,-19484000.0,3084000.0,-5303000.0,33831000.0,-6390000.0,-15164000.0,-793000.0,-111832000.0,-27536000.0
,netCashUsedForInvestingActivites,-428546000.0,-1232897000.0,-841771000.0,-322681000.0,-38563000.0,-575568000.0,-746456000.0,-294325000.0,-81349000.0,-39680000.0,-111829000.0,-21432000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-867935000.0,-386489000.0,-838462000.0,-1390192000.0,-333302000.0,-103808000.0,-120182000.0,-279721000.0,-55832000.0,-407027000.0,-22109000.0,-10465000.0
,commonStockIssued,593574000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268385000.0,0.0
,commonStockRepurchased,0.0,-53922000.0,-58715000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,-12000.0,0.0,0.0,-12000.0,-12000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-9922000.0,65878000.0,103973000.0,13404000.0,-3526000.0,-43526000.0,-7085000.0,-9625000.0,-2114000.0,-1828000.0,214930000.0,48008000.0
,netCashUsedProvidedByFinancingActivities,1124278000.0,921085000.0,391166000.0,199198000.0,199857000.0,436488000.0,470274000.0,830744000.0,-70084000.0,-103944000.0,461206000.0,37543000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,622864000.0,-104080000.0,-240085000.0,195549000.0,220209000.0,-115150000.0,-334497000.0,665751000.0,1631000.0,-57116000.0,281478000.0,-1759000.0
,cashAtEndOfPeriod,1242999000.0,620135000.0,724215000.0,861059000.0,665510000.0,445301000.0,560451000.0,894948000.0,229197000.0,227566000.0,284682000.0,3204000.0
,cashAtBeginningOfPeriod,620135000.0,724215000.0,964300000.0,665510000.0,445301000.0,560451000.0,894948000.0,229197000.0,227566000.0,284682000.0,3204000.0,4963000.0
,operatingCashFlow,-72868000.0,207732000.0,210520000.0,319032000.0,58915000.0,23930000.0,-58315000.0,129332000.0,153064000.0,86508000.0,-67899000.0,-17870000.0
,capitalExpenditure,-1611000.0,-669609000.0,-625201000.0,-302059000.0,-435683000.0,-602354000.0,-773823000.0,-256800000.0,-68509000.0,-44380000.0,0.0,0.0
,freeCashFlow,-72868000.0,207732000.0,210520000.0,319032000.0,58915000.0,23930000.0,-58315000.0,129332000.0,153064000.0,42128000.0,-67899000.0,-17870000.0
