date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,dividendsPaid,-11552000000.0,0.0,-20093000000.0,-10382000000.0,-7673000000.0,-7008000000.0,-6319000000.0,-5369000000.0,-5206000000.0,-4588000000.0,-4315000000.0,-3782000000.0,-2910000000.0,-2279014400.0,-1744385000.0,-1863322020.0,-1189905920.0,-929024740.0,-814158600.0,-643277100.0
,otherFinancingActivites,2824000000.0,0.0,-26000000.0,569000000.0,-1106000000.0,34000000.0,82000000.0,255000000.0,-12271000000.0,-702000000.0,13497000000.0,8578000000.0,2467000000.0,-81902080.0,36252500.0,79389660.0,79681200.0,-2885170.0,56637120.0,-1769592600.0
,netCashUsedProvidedByFinancingActivities,-13555000000.0,-21302000000.0,-31584000000.0,-16922000000.0,-22329000000.0,-8529000000.0,-21688000000.0,-10606000000.0,-4913000000.0,-921000000.0,122630000000.0,-13822000000.0,98836000000.0,49600611840.0,17420392500.0,12293722350.0,3710487880.0,-525100940.0,3054864660.0,2385002100.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-11677000000.0,54000000.0,990000000.0,-687000000.0,-17941000000.0,9681000000.0,-1186000000.0,2590000000.0,1546000000.0,2168000000.0,-629288000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,35011000000.0,0.0,12244000000.0,-12805000000.0,4470000000.0,-33669000000.0,69528000000.0,10015000000.0,7685000000.0,-7504000000.0,-27523000000.0,37420000000.0,5827000000.0,21470808320.0,4435600000.0,604762410.0,-6411680560.0,4223888880.0,3539820.0,2322300.0
,cashAtEndOfPeriod,105822000000.0,0.0,95558000000.0,83314000000.0,96119000000.0,91649000000.0,125318000000.0,55790000000.0,45790000000.0,38105000000.0,37933000000.0,65456000000.0,28036000000.0,41120185600.0,19604072500.0,15196114920.0,14602907920.0,20926138010.0,11794680240.0,15071727000.0
,cashAtBeginningOfPeriod,70811000000.0,0.0,83314000000.0,96119000000.0,91649000000.0,125318000000.0,55790000000.0,45775000000.0,38105000000.0,45609000000.0,65456000000.0,28036000000.0,22209000000.0,19649377280.0,15168472500.0,14591352510.0,21014588480.0,16702249130.0,15072553560.0,16242166200.0
,operatingCashFlow,59491000000.0,35224000000.0,22709000000.0,8642000000.0,30311000000.0,-34459000000.0,89726000000.0,32530000000.0,48635000000.0,-7440000000.0,-36902000000.0,56783000000.0,-12681000000.0,3607252480.0,3576202500.0,5358802050.0,2135456160.0,5268320420.0,6615923580.0,7254865200.0
,capitalExpenditure,-5307000000.0,4312000000.0,-2864000000.0,-3594000000.0,-2067000000.0,-2624000000.0,-5198000000.0,-2516000000.0,-3652000000.0,-3875000000.0,-2676000000.0,-2494000000.0,-1328000000.0,-687265280.0,-550185000.0,-595422450.0,-515271760.0,-640507740.0,-771680760.0,-743136000.0
,freeCashFlow,54184000000.0,0.0,19845000000.0,5048000000.0,28244000000.0,-37083000000.0,84528000000.0,30014000000.0,44983000000.0,-11315000000.0,-39578000000.0,54289000000.0,-14009000000.0,2919987200.0,3026017500.0,4763379600.0,1620184400.0,4627812680.0,5844242820.0,6511729200.0
