Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,478000000.0,423000000.0,432000000.0,397000000.0,123000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1156000000.0,1055000000.0,1023000000.0,327000000.0,141000000.0
Inventories,490000000.0,416000000.0,518000000.0,206000000.0,90000000.0
Total current assets,7912000000.0,7983000000.0,7920000000.0,2979000000.0,1859000000.0
Property Plant & Equipment Net,452000000.0,460000000.0,492000000.0,175000000.0,140000000.0
Goodwill and Intangible Assets,7339000000,7412000000,7336000000,2747000000,1686000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,6418000000.0,6235000000.0,7024000000.0,1855000000.0,1090000000.0
Total assets,10253000000.0,10054000000.0,10190000000.0,4558000000.0,2242000000.0
Payables,462000000.0,384000000.0,450000000.0,107000000.0,56000000.0
Short-term debt,000000.0,000000.0,55000000.0,15000000.0,8000000.0
Total current liabilities,1092000000.0,1083000000.0,1062000000.0,243000000.0,119000000.0
Long-term debt,000000.0,000000.0,5174000000.0,1401000000.0,744000000.0
Total debt,000000.0,000000.0,5174000000.0,1401000000.0,744000000.0
Deferred revenue,,,,,
Tax Liabilities,580000000.0,663000000.0,679000000.0,202000000.0,138000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,6418000000.0,6235000000.0,7024000000.0,1855000000.0,1090000000.0
Total liabilities,7509000000.0,7318000000.0,8086000000.0,2098000000.0,1209000000.0
Other comprehensive income,-422000000.0,-674000000.0,-886000000.0,-131000000.0,15000000.0
Retained earnings (deficit),-870000000.0,-574000000.0,-533000000.0,-224000000.0,-194000000.0
Total shareholders equity,2743000000.0,2736000000.0,2104000000.0,2460000000.0,1033000000.0
Investments,,,,,
Net Debt,-478000000,-423000000,4797000000,1019000000,629000000
Other Assets,295000000,216000000,318000000,657000000,33000000
Other Liabilities,5878000000,5621000000,1216000000,120000000,86000000
