Date,2012-12-31,2011-12-31
Cash and cash equivalents,0.0,0.0
Short-term investments,1892744.0,4538897.0
Cash and short-term investments,1892744.0,4538897.0
Receivables,11726078.0,16059667.0
Inventories,0.0,0.0
Total current assets,24824474.0,21072180.0
Property Plant & Equipment Net,300827480.0,396781299.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,67261.0,0.0
Tax assets,10361157.0,17297621.0
Total non-current assets,42968435.0,18472395.0
Total assets,368620389.0,436325874.0
Payables,31127671.0,49539258.0
Short-term debt,67600.0,0.0
Total current liabilities,38685288.0,67086136.0
Long-term debt,239368865.0,190041933.0
Total debt,239436465.0,190041933.0
Deferred revenue,0.0,0.0
Tax Liabilities,518219.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,250092984.0,199734040.0
Total liabilities,288778272.0,266820176.0
Other comprehensive income,245139383,242812597
Retained earnings (deficit),-165343525.0,-73352170.0
Total shareholders equity,79842117.0,169505698.0
Investments,1960005.0,4538897.0
Net Debt,239436465.0,190041933.0
Other Assets,300827480.0,396781299.0
Other Liabilities,0.0,0.0
