Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,14639981.0,1215265.0,606644.0,699417.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,14639981.0,1215265.0,606644.0,699417.0
Receivables,862397.0,653568.0,391235.0,37554.0
Inventories,8869469.0,4585341.0,2574438.0,1311639.0
Total current assets,24977884.0,7166026.0,3607573.0,2068596.0
Property Plant & Equipment Net,1820821.0,1259483.0,549854.0,271236.0
Goodwill and Intangible Assets,8867064.0,645786.0,243000.0,243000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,10915090.0,2088382.0,835380.0,541466.0
Total assets,35892974.0,9254408.0,4442953.0,2610062.0
Payables,1819411.0,1067857.0,643793.0,292078.0
Short-term debt,436813.0,41707.0,23443.0,62050.0
Total current liabilities,3414716.0,1593050.0,842918.0,438556.0
Long-term debt,2419739.0,82537.0,41726.0,18133.0
Total debt,2856552.0,124244.0,65169.0,80183.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,191958.0,73220.0,46942.0,22093.0
Deposit Liabilities,516038.0,92350.0,51672.0,18410.0
Total non-current liabilities,2419739.0,82537.0,41726.0,18133.0
Total liabilities,5834455.0,1675587.0,884644.0,456689.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-8765992.0,-3692237.0,-1149655.0,-718411.0
Total shareholders equity,30058519.0,7578821.0,3558309.0,2153373.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-11783429.0,-1091021.0,-541475.0,-619234.0
Other Assets,606037.0,711852.0,35256.0,19986.0
Other Liabilities,1158492.0,483486.0,175682.0,84428.0
