Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,1295000000.0,4553000000.0,3184000000.0,939000000.0,7369000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,2026000000.0,1829000000.0,1728000000.0,2469000000.0,2527000000.0
Inventories,235000000.0,316000000.0,313000000.0,216000000.0,243000000.0
Total current assets,36581000000.0,35324000000.0,40298000000.0,42432000000.0,50468000000.0
Property Plant & Equipment Net,28615000000.0,27451000000.0,32168000000.0,33751000000.0,41589000000.0
Goodwill and Intangible Assets,5630000000,5662000000,5904000000,6331000000,6569000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,27222000000.0,27484000000.0,30024000000.0,29414000000.0,31730000000.0
Total assets,40376000000.0,42086000000.0,45564000000.0,46414000000.0,61689000000.0
Payables,2003000000.0,1894000000.0,2288000000.0,2850000000.0,3683000000.0
Short-term debt,947000000.0,142000000.0,42000000.0,33000000.0,000000.0
Total current liabilities,4658000000.0,3906000000.0,3328000000.0,4181000000.0,10234000000.0
Long-term debt,15470000000.0,15547000000.0,15281000000.0,15718000000.0,15071000000.0
Total debt,15470000000.0,15547000000.0,15281000000.0,15718000000.0,15071000000.0
Deferred revenue,,,,,
Tax Liabilities,2437000000.0,2234000000.0,4324000000.0,5400000000.0,9249000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,27222000000.0,27484000000.0,30024000000.0,29414000000.0,31730000000.0
Total liabilities,31880000000.0,31390000000.0,33352000000.0,33595000000.0,41964000000.0
Other comprehensive income,-335000000.0,-338000000.0,-391000000.0,-383000000.0,-517000000.0
Retained earnings (deficit),1245000000.0,1109000000.0,1704000000.0,4880000000.0,12125000000.0
Total shareholders equity,8496000000.0,10696000000.0,12212000000.0,12819000000.0,19725000000.0
Investments,,,,,
Net Debt,15122000000,11136000000,12139000000,14812000000,7702000000
Other Assets,2575000000,2275000000,2267000000,2708000000,3392000000
Other Liabilities,8142000000,8162000000,7502000000,6285000000,10353000000
