date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,6833000000.0,6230000000.0,5046000000.0,2002000000.0,5302000000.0,3605000000.0,3614000000.0,2981000000.0,2745000000.0,2655000000.0,2926000000.0,3024000000.0,3217000000.0,3033000000.0,2529000000.0,1825000000.0,1266000000.0,1053000000.0,500000000.0,-1046000000.0,-519000000.0,382000000.0,1001000000.0,1300000000.0,1347000000.0,682000000.0
,depreciationAndAmortization,1290000000.0,1189000000.0,1161000000.0,1195000000.0,1215000000.0,1026000000.0,994000000.0,990000000.0,988000000.0,1008000000.0,841000000.0,854000000.0,845000000.0,819000000.0,764000000.0,705000000.0,656000000.0,609000000.0,558000000.0,823000000.0,968000000.0,969000000.0,1005000000.0,1052000000.0,1197000000.0,921000000.0
,deferredIncomeTax,60000000.0,222000000.0,-244000000.0,3432000000.0,-152000000.0,-445000000.0,-401000000.0,-5000000.0,930000000.0,-2000000.0,576000000.0,542000000.0,72000000.0,110000000.0,75000000.0,24000000.0,-58000000.0,467000000.0,-463000000.0,-118000000.0,-84000000.0,293000000.0,203000000.0,155000000.0,-251000000.0,-116000000.0
,stockBasedCompensation,221000000.0,189000000.0,173000000.0,158000000.0,149000000.0,138000000.0,164000000.0,189000000.0,167000000.0,157000000.0,168000000.0,154000000.0,155000000.0,149000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1115000000.0,-742000000.0,-3898000000.0,-325000000.0,132000000.0,174000000.0,-901000000.0,-109000000.0,-3479000000.0,404000000.0,-927000000.0,-491000000.0,-344000000.0,254000000.0,256000000.0,106000000.0,429000000.0,-323000000.0,566000000.0,143000000.0,1209000000.0,-922000000.0,-178000000.0,-920000000.0,-48000000.0,-677000000.0
,accountsReceivables,359000000.0,107000000.0,-179000000.0,-401000000.0,-811000000.0,-256000000.0,28000000.0,767000000.0,-460000000.0,0.0,-15000000.0,0.0,0.0,0.0,0.0,-390000000.0,-87000000.0,0.0,394000000.0,0.0,0.0,130000000.0,809000000.0,-572000000.0,-328000000.0,-394000000.0
,inventory,74000000.0,-622000000.0,-119000000.0,183000000.0,-46000000.0,-398000000.0,77000000.0,-60000000.0,-422000000.0,-74000000.0,-227000000.0,-233000000.0,-183000000.0,-57000000.0,-530000000.0,-39000000.0,519000000.0,-94000000.0,585000000.0,651000000.0,-187000000.0,-404000000.0,-1183000000.0,-687000000.0,-125000000.0,430000000.0
,accountsPayables,-372000000.0,-1098000000.0,914000000.0,-189000000.0,-188000000.0,-160000000.0,95000000.0,-647000000.0,-236000000.0,609000000.0,-364000000.0,-21000000.0,-141000000.0,-66000000.0,217000000.0,239000000.0,288000000.0,330000000.0,-317000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-725000000.0,493000000.0,-3034000000.0,82000000.0,1177000000.0,988000000.0,-1101000000.0,-169000000.0,-2361000000.0,-72000000.0,-381000000.0,482000000.0,313000000.0,307000000.0,0.0,0.0,0.0,0.0,320000000.0,-336000000.0,0.0,-677000000.0,-322000000.0,-149000000.0,-139000000.0,-419000000.0
,otherNonCashItems,766000000.0,274000000.0,900000000.0,285000000.0,-215000000.0,603000000.0,277000000.0,305000000.0,210000000.0,47000000.0,220000000.0,-889000000.0,568000000.0,0.0,159000000.0,534000000.0,631000000.0,3000000.0,1094000000.0,898000000.0,0.0,737000000.0,0.0,-379000000.0,738000000.0,1164000000.0
,netCashProvidedByOperatingActivites,8183000000.0,7311000000.0,3138000000.0,6476000000.0,5189000000.0,5101000000.0,3866000000.0,4546000000.0,1561000000.0,4253000000.0,3547000000.0,3173000000.0,4421000000.0,4241000000.0,3783000000.0,3194000000.0,2924000000.0,1809000000.0,2288000000.0,1825000000.0,2016000000.0,1077000000.0,2031000000.0,1208000000.0,1636000000.0,1292000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-814000000.0,-820000000.0,-852000000.0,-926000000.0,-940000000.0,-893000000.0,-865000000.0,-769000000.0,-687000000.0,-662000000.0,-619000000.0,-500000000.0,-669000000.0,-697000000.0,-750000000.0,-737000000.0,-531000000.0
,acquisitionsNet,-282000000.0,0.0,0.0,0.0,0.0,-9003000000.0,-898000000.0,-269000000.0,-259000000.0,-624000000.0,650000000.0,-435000000.0,-233000000.0,-337000000.0,-942000000.0,371000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171000000.0,-279000000.0,0.0,0.0,0.0,-33000000.0,-156000000.0,-240000000.0,0.0,-192000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,38000000.0,243000000.0,203000000.0,30000000.0,78000000.0,208000000.0,20000000.0,-16000000.0,24000000.0,313000000.0,22000000.0,48000000.0,-20000000.0,-2000000.0,132000000.0,28000000.0,29000000.0,53000000.0,93000000.0,125000000.0,1752000000.0,-1129000000.0,108000000.0,45000000.0,-7257000000.0,126000000.0
,netCashUsedForInvestingActivites,-2010000000.0,-1241000000.0,-1075000000.0,-1147000000.0,-985000000.0,-9734000000.0,-1723000000.0,-1121000000.0,-1222000000.0,-813000000.0,-319000000.0,-1518000000.0,-907000000.0,-1205000000.0,-1655000000.0,-499000000.0,-708000000.0,-1461000000.0,-539000000.0,139000000.0,1762000000.0,-1638000000.0,-455000000.0,185000000.0,-8029000000.0,-699000000.0
