Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,181778000.0,182000000.0,180133000.0,180000000.0,340351000.0,340000000.0,214873000.0,215000000.0,184612000.0,185000000.0,142162000.0,104419000.0
Short-term investments,0.0,000000.0,0.0,000000.0,0.0,000000.0,199983000.0,200000000.0,228521000.0,229000000.0,156756000.0,241995000.0
Cash and short-term investments,181778000.0,000000.0,180133000.0,000000.0,340351000.0,000000.0,414856000.0,200000000.0,413133000.0,229000000.0,298918000.0,346414000.0
Receivables,240753000.0,241000000.0,257368000.0,257000000.0,324451000.0,324000000.0,146490000.0,146000000.0,112993000.0,113000000.0,92249000.0,153773000.0
Inventories,158471000.0,158000000.0,175230000.0,175000000.0,125582000.0,126000000.0,80570000.0,81000000.0,70107000.0,70000000.0,89764000.0,54177000.0
Total current assets,695555000.0,656000000.0,631141000.0,1192000000.0,822073000.0,1100000000.0,730451000.0,349000000.0,659742000.0,337000000.0,545543000.0,599935000.0
Property Plant & Equipment Net,124813000.0,125000000.0,233372000.0,233000000.0,214156000.0,214000000.0,188169000.0,188000000.0,188191000.0,188000000.0,180758000.0,118158000.0
Goodwill and Intangible Assets,469796000.0,469000000,827795000.0,827000000,812186000.0,812000000,54285000.0,55000000,57244000.0,58000000,75524000.0,27574000.0
Long-term investments,43000000.0,,37400000.0,,30726000.0,,29241000.0,,25025000.0,,19017000.0,14547000.0
Tax assets,0.0,000000.0,69866000.0,70000000.0,315000.0,0000000.0,41837000.0,42000000.0,33926000.0,34000000.0,19394000.0,37853000.0
Total non-current assets,655745000.0,810000000.0,1191877000.0,878000000.0,1100414000.0,533000000.0,348746000.0,33000000.0,337181000.0,33000000.0,318427000.0,193924000.0
Total assets,1351300000.0,1351000000.0,1823018000.0,1823000000.0,1922487000.0,1922000000.0,1079197000.0,1079000000.0,996923000.0,997000000.0,863970000.0,793859000.0
Payables,81093000.0,81000000.0,58952000.0,59000000.0,56325000.0,56000000.0,31976000.0,32000000.0,26824000.0,27000000.0,41340000.0,22955000.0
Short-term debt,17848000.0,18000000.0,17719000.0,18000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Total current liabilities,354238000.0,354000000.0,321324000.0,321000000.0,326761000.0,327000000.0,158699000.0,159000000.0,153890000.0,154000000.0,145295000.0,156861000.0
Long-term debt,769524000.0,770000000.0,813545000.0,814000000.0,424595000.0,425000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Total debt,787372000.0,770000000.0,831264000.0,814000000.0,424595000.0,425000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Deferred revenue,0.0,000000.0,0.0,000000.0,0.0,000000.0,907000.0,3000000.0,3983000.0,4000000.0,6277000.0,23024000.0
Tax Liabilities,5676000.0,3000000.0,0.0,000000.0,830000.0,73000000.0,40000.0,000000.0,21186000.0,000000.0,1541000.0,1126000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,809861000.0,810000000.0,877720000.0,878000000.0,533317000.0,533000000.0,87446000.0,33000000.0,83618000.0,33000000.0,70101000.0,71845000.0
Total liabilities,1164099000.0,1164000000.0,1199044000.0,1199000000.0,860078000.0,860000000.0,191320000.0,191000000.0,186720000.0,187000000.0,172867000.0,190918000.0
Other comprehensive income,557475000,1000000.0,532899000,-8000000.0,501920000,-10000000.0,361946000,-6000000.0,0.0,1000000.0,312560000,283809000
Retained earnings (deficit),-372445000.0,-372000000.0,98192000.0,98000000.0,570223000.0,570000000.0,531226000.0,531000000.0,810203000.0,474000000.0,372614000.0,316741000.0
Total shareholders equity,187201000.0,187000000.0,623974000.0,624000000.0,1062409000.0,1062000000.0,887877000.0,888000000.0,810203000.0,810000000.0,691103000.0,602941000.0
Investments,43000000.0,,37400000.0,,30726000.0,,229224000.0,,253546000.0,,175773000.0,256542000.0
Net Debt,605594000.0,606000000,651131000.0,652000000,84244000.0,85000000,-214873000.0,-215000000,-184612000.0,-185000000,-142162000.0,-104419000.0
Other Assets,0.0,154000000,0.0,61000000,0.0,74000000,0.0,64000000,0.0,58000000,0.0,0.0
Other Liabilities,0.0,44000000,0.0,64000000,0.0,36000000,0.0,44000000,0.0,29000000,0.0,-37788000.0
