date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY
,salesMaturitiesOfInvestments,972000000.0,343200000.0,359500000.0,713000000.0,1002500000.0,1053800000.0,1253800000.0,1526500000.0,1575700000.0,1986308000.0,784443000.0,2413071000.0,1231465000.0,939455000.0,875865000.0,1086807000.0,3504809000.0,2416341000.0,1494235000.0,650358000.0,400551000.0,940667000.0,114587000.0,127202000.0,166603000.0,113265000.0,140926000.0,40700000.0,43600000.0,8700000.0,0.0
,otherInvestingActivites,-40600000.0,558300000.0,1311000000.0,-49200000.0,1593800000.0,1260900000.0,227500000.0,24300000.0,229300000.0,280191000.0,1375972000.0,0.0,-162718000.0,8056000.0,7590000.0,71191000.0,-124662000.0,-17630000.0,160258000.0,-155262000.0,-71052000.0,-25604000.0,137292000.0,50215000.0,104132000.0,-75443000.0,-268168000.0,-526900000.0,0.0,-66300000.0,-60800000.0
,netCashUsedForInvestingActivites,-3243100000.0,-1077100000.0,-290400000.0,52000000.0,192200000.0,248900000.0,390600000.0,232900000.0,873400000.0,435913000.0,-32668000.0,289939000.0,-1096122000.0,-306168000.0,36524000.0,-257559000.0,941684000.0,-271403000.0,-216698000.0,-779613000.0,-435839000.0,27289000.0,-478476000.0,-593437000.0,74612000.0,-151966000.0,-273397000.0,-539800000.0,-205100000.0,-69100000.0,-93000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-141300000.0,-3500000.0,-382900000.0,-662200000.0,-221000000.0,-982200000.0,-973600000.0,-1361700000.0,-401800000.0,-360109000.0,-66000000.0,-649231000.0,-1764387000.0,-677310000.0,-341194000.0,-39076000.0,-199914000.0,-23218000.0,-75859000.0,-496320000.0,-526006000.0,-265972000.0,-171214000.0,-128807000.0,-203083000.0,-32832000.0,-437813000.0,-22600000.0,-300000.0,-100000.0,-5700000.0
,commonStockIssued,20600000.0,23300000.0,24800000.0,24900000.0,24100000.0,25500000.0,32600000.0,41300000.0,49100000.0,49591000.0,41762000.0,0.0,0.0,66131000.0,98298000.0,130651000.0,128919000.0,43435000.0,17045000.0,2158000.0,1142000.0,1456000.0,2891000.0,1878000.0,1200000.0,375000.0,158000.0,2000000.0,400000.0,200000.0,800000.0
,commonStockRepurchased,-218200000.0,-754500000.0,-1424800000.0,-765300000.0,-1308000000.0,-1059800000.0,-622200000.0,-491000000.0,-797400000.0,-954172000.0,-675754000.0,-376907000.0,-1543311000.0,-1288657000.0,-985915000.0,-170135000.0,-67593000.0,-575681000.0,-124929000.0,-172113000.0,-250042000.0,-64334000.0,-42592000.0,-19135000.0,-54613000.0,-41749000.0,-26410000.0,2000000.0,400000.0,-6300000.0,-14700000.0
,dividendsPaid,-533200000.0,-518600000.0,-2116900000.0,-441200000.0,-408700000.0,-666400000.0,-290400000.0,-882700000.0,-663000000.0,-216342000.0,-883539000.0,-192784000.0,-179033000.0,-142747000.0,-117730000.0,-598659000.0,-82006000.0,-75441000.0,-71778000.0,-63471000.0,-57953000.0,-54279000.0,-49274000.0,-40387000.0,-34650000.0,-31688000.0,-25415000.0,-22300000.0,-19700000.0,-17400000.0,-2200000.0
,otherFinancingActivites,430900000.0,1191200000.0,138100000.0,867200000.0,-14300000.0,103200000.0,-135300000.0,58200000.0,13300000.0,492898000.0,71101000.0,284563000.0,921588000.0,56130000.0,200611000.0,39583000.0,-78236000.0,-96253000.0,16022000.0,67297000.0,-3372000.0,-29566000.0,-10623000.0,-124499000.0,-36936000.0,-21525000.0,-3937000.0,0.0,2900000.0,20500000.0,10700000.0
,netCashUsedProvidedByFinancingActivities,194200000.0,-40500000.0,-3761700000.0,-956000000.0,-1800700000.0,-1612200000.0,-1195300000.0,-2018100000.0,-1084900000.0,-968185000.0,-594919000.0,-340608000.0,-1299975000.0,-1449247000.0,-853438000.0,-596679000.0,-21549000.0,-203531000.0,-135705000.0,49398000.0,-339113000.0,-348555000.0,-101885000.0,105460000.0,-193705000.0,-93165000.0,-93986000.0,334700000.0,133300000.0,-1600000.0,-7300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,27400000.0,-37000000.0,-16700000.0,35000000.0,-4000000.0,-116600000.0,-60400000.0,21200000.0,-1900000.0,-14609000.0,-4187000.0,-13834000.0,-69775000.0,52830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2000100000.0,-953000000.0,-1839100000.0,266400000.0,115200000.0,772100000.0,1272900000.0,271700000.0,852800000.0,1074900000.0,1019300000.0,576900000.0,-1056600000.0,-29000000.0,461000000.0,235000000.0,1863500000.0,73100000.0,384400000.0,-177000000.0,-73200000.0,263200000.0,113300000.0,-59400000.0,240500000.0,51300000.0,-92600000.0,-5700000.0,-1100000.0,-1000000.0,300000.0
,cashAtEndOfPeriod,3957500000.0,5957600000.0,6910600000.0,8749700000.0,8483300000.0,8368100000.0,7596000000.0,6323100000.0,6051400000.0,5198613000.0,4123716000.0,3104451000.0,2527552000.0,3584183000.0,3613135000.0,3152159000.0,2917188000.0,1053695000.0,980604000.0,568977000.0,746005000.0,819244000.0,556043000.0,442741000.0,502189000.0,261699000.0,210376000.0,296300000.0,2900000.0,1000000.0,1300000.0
,cashAtBeginningOfPeriod,5957600000.0,6910600000.0,8749700000.0,8483300000.0,8368100000.0,7596000000.0,6323100000.0,6051400000.0,5198600000.0,4123716000.0,3104451000.0,2527552000.0,3584183000.0,3613135000.0,3152159000.0,2917188000.0,1053695000.0,980604000.0,596207000.0,746005000.0,819244000.0,556043000.0,442741000.0,502189000.0,261699000.0,210376000.0,302952000.0,308600000.0,3900000.0,5000000.0,4700000.0
,operatingCashFlow,1021400000.0,201600000.0,2229700000.0,1135400000.0,1727700000.0,2252000000.0,2138000000.0,2035700000.0,1066200000.0,1621778000.0,1651039000.0,641402000.0,1409241000.0,1673633000.0,1277890000.0,1089209000.0,943358000.0,548025000.0,736800000.0,553187000.0,701713000.0,584467000.0,693663000.0,428529000.0,359583000.0,296454000.0,274807000.0,199400000.0,70700000.0,69700000.0,100700000.0
,capitalExpenditure,-103700000.0,-233700000.0,-106500000.0,-74900000.0,-97600000.0,-68800000.0,-53100000.0,-62200000.0,78400000.0,-131722000.0,-57403000.0,-45183000.0,-70215000.0,-94144000.0,-69050000.0,-82271000.0,-25933000.0,-52653000.0,-53062000.0,-107326000.0,-108432000.0,-135168000.0,-162181000.0,-82973000.0,-64419000.0,-40300000.0,-39200000.0,-20100000.0,-16400000.0,-6500000.0,-12800000.0
,freeCashFlow,917700000.0,-32100000.0,2123200000.0,1060500000.0,1630100000.0,2183200000.0,2084900000.0,1973500000.0,987800000.0,1490056000.0,1593636000.0,596219000.0,1339026000.0,1579489000.0,1208840000.0,1006938000.0,917425000.0,495372000.0,683738000.0,445861000.0,593281000.0,449299000.0,531482000.0,345556000.0,295164000.0,256154000.0,235607000.0,179300000.0,54300000.0,63200000.0,87900000.0
