date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,798900000.0,1195700000.0,764400000.0,1696700000.0,1726700000.0,2035300000.0,2384300000.0,2150200000.0,1931400000.0,1923580000.0,1445689000.0,896778000.0,1588213000.0,1772938000.0,1267568000.0,1057631000.0,706664000.0,502830000.0,432723000.0,484721000.0,562089000.0,426711000.0,500450000.0,434063000.0,314730000.0,268945000.0,251308000.0,175500000.0,124100000.0,98200000.0,89400000.0
,depreciationAndAmortization,128500000.0,93400000.0,76400000.0,80300000.0,87100000.0,97400000.0,94600000.0,93500000.0,212000000.0,243574000.0,267445000.0,181272000.0,215222000.0,198619000.0,215271000.0,212173000.0,183437000.0,177420000.0,183121000.0,223846000.0,199639000.0,200014000.0,191374000.0,123908000.0,40491000.0,40940000.0,36693000.0,-24300000.0,4300000.0,-4700000.0,-4400000.0
,deferredIncomeTax,-7100000.0,-1300000.0,-50600000.0,0.0,0.0,0.0,0.0,0.0,16300000.0,-3306000.0,-12057000.0,13182000.0,9800000.0,122000000.0,111982000.0,-20071000.0,49150000.0,-20894000.0,600000.0,-29700000.0,-2100000.0,-9400000.0,35400000.0,4200000.0,19500000.0,600000.0,-8300000.0,4000000.0,-1300000.0,700000.0,300000.0
,stockBasedCompensation,122300000.0,111500000.0,117800000.0,123400000.0,131500000.0,140000000.0,127700000.0,113400000.0,101300000.0,88700000.0,81710000.0,84443000.0,80705000.0,90145000.0,-38180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,493000000.0,-839000000.0,-2977700000.0,407100000.0,58300000.0,647300000.0,905200000.0,-447400000.0,1471596000.0,948553000.0,837271000.0,605138000.0,-403514000.0,309851000.0,238714000.0,-180250000.0,1352195000.0,521670000.0,443650000.0,404083000.0,186572000.0,225489000.0,314711000.0,-197613000.0,277711000.0,-90155000.0,191728000.0,318900000.0,-520300000.0,91200000.0,2900000.0
,accountsReceivables,0.0,-34000000.0,-90000000.0,-161000000.0,0.0,0.0,0.0,0.0,-222000000.0,-230352000.0,-122584000.0,-34280000.0,88463000.0,-556343000.0,-483664000.0,-309387000.0,-252414000.0,-49205000.0,66266000.0,-88360000.0,-63098000.0,-130768000.0,-125087000.0,-260713000.0,-33400000.0,-14900000.0,100000.0,-22900000.0,-56300000.0,-36000000.0,2000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-26800000.0,233100000.0,-17200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361299000.0,130177000.0,360246000.0,203305000.0,95536000.0,90906000.0,74826000.0,90660000.0,69295000.0,98808000.0,142599000.0,6800000.0,3500000.0,-3600000.0,15500000.0,2500000.0,-300000.0,3300000.0
,otherWorkingCapital,-9600000.0,5530100000.0,6369100000.0,9346800000.0,8939700000.0,8881400000.0,8234100000.0,7328900000.0,7776300000.0,6304704000.0,5356151000.0,4518880000.0,3913742000.0,4317256000.0,4007405000.0,3768691000.0,3948941000.0,2596746000.0,2075076000.0,1631426000.0,1227343000.0,1040771000.0,815282000.0,500571000.0,698184000.0,420473000.0,510628000.0,318900000.0,0.0,520300000.0,429100000.0
,otherNonCashItems,54200000.0,110900000.0,114400000.0,64000000.0,95700000.0,130100000.0,134000000.0,142100000.0,-13400000.0,112300000.0,3252000.0,5789000.0,13407000.0,329838000.0,485900000.0,98004000.0,123052000.0,-108457000.0,-102482000.0,-53486000.0,-27043000.0,149983000.0,153205000.0,249385000.0,19432000.0,-43000.0,0.0,48600000.0,51200000.0,9600000.0,8900000.0
,netCashProvidedByOperatingActivites,1021400000.0,201600000.0,2229700000.0,1135400000.0,1727700000.0,2252000000.0,2138000000.0,2035700000.0,1066200000.0,1621778000.0,1651039000.0,641402000.0,1409241000.0,1673633000.0,1277890000.0,1089209000.0,943358000.0,548025000.0,736800000.0,553187000.0,701713000.0,584467000.0,693663000.0,428529000.0,359583000.0,296454000.0,274807000.0,199400000.0,70700000.0,69700000.0,100700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-103700000.0,-233700000.0,-106500000.0,-74900000.0,-97600000.0,-68800000.0,-53100000.0,-62200000.0,-78400000.0,-131722000.0,-57403000.0,-45183000.0,-70215000.0,-94144000.0,-69050000.0,-82271000.0,-25933000.0,-52653000.0,-53062000.0,-107326000.0,-108432000.0,-135168000.0,-162181000.0,-82973000.0,-64419000.0,-40300000.0,-39200000.0,-20100000.0,-16400000.0,-6500000.0,-12800000.0
,acquisitionsNet,-3821000000.0,-684200000.0,-86800000.0,-14000000.0,0.0,0.0,0.0,800000.0,0.0,-111052000.0,0.0,533000.0,6717000.0,-92307000.0,3795000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-249400000.0,-502400000.0,-456600000.0,-522900000.0,-712700000.0,-736100000.0,-1037600000.0,-1256500000.0,-853200000.0,-1587812000.0,-759708000.0,-2078482000.0,-2101371000.0,-1067228000.0,-774086000.0,-1340595000.0,-2348952000.0,-2619955000.0,-1775919000.0,-1078717000.0,-660994000.0,-756689000.0,-518358000.0,-137139000.0,-131704000.0,-149488000.0,-106955000.0,-33500000.0,-232300000.0,-5000000.0,-19400000.0
