Date,2009-03,2008-03,2007-03,2006-03,2005-03
Revenue,3827000000.0,8276000000.0,12015000000.0,14400000000.0,12860000000.0
Revenue Growth,,,,,
Cost of Revenue,4190000000.0,10899000000.0,11684000000.0,12410000000.0,11252000000.0
Gross Profit,-363000000.0,-2623000000.0,331000000.0,1989000000.0,1608000000.0
R&D Expenses,,,,,
SG&A Expense,985000000.0,154000000.0,186000000.0,100000000.0,83000000.0
Operating Expenses,985000000.0,154000000.0,11869000000.0,12579000000.0,11335000000.0
Operating Income,-1348000000.0,-2777000000.0,-11538000000.0,-10589000000.0,-9726000000.0
Interest Expense,53000000.0,9000000.0,000000.0,000000.0,000000.0
Earnings before Tax,-1527000000.0,-2875000000.0,103000000.0,1895000000.0,1574000000.0
Income Tax Expense,-87000000.0,-214000000.0,115000000.0,674000000.0,562000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-1389000000.0,-2657000000.0,268000000.0,1289000000.0,1011000000.0
Preferred Dividends,,,,,
Net Income Com,-1389000000.0,-2657000000.0,268000000.0,1289000000.0,1011000000.0
EPS,-11.17,-21.68,2.23,10.16,8.08
EPS Diluted,-11.17,-21.68,2.23,9.71,7.64
Weighted Average Shs Out,124000000.0,123000000.0,121000000.0,127000000.0,125000000.0
Weighted Average Shs Out (Dil),124000000.0,123000000.0,121000000.0,133000000.0,132000000.0
Dividend per Share,,,,,
Gross Margin,-0.094852364776587,-0.31694055099082,0.027548897211819,0.138125,0.12503888024883
EBITDA Margin,-0.37522863862033,-0.34001933301112,-0.95538909696213,-0.73097222222222,-0.75178849144635
EBIT Margin,-0.37183172197544,-0.34581923634606,0.031876820640866,0.13631944444444,0.12231726283048
Profit Margin,-0.36294747844264,-0.32104881585307,0.022305451518935,0.089513888888889,0.078615863141524
Free Cash Flow margin,,,,,
EBITDA,-1436000000.0,-2814000000.0,-11479000000.0,-10526000000.0,-9668000000.0
EBIT,-1423000000,-2862000000,383000000,1963000000,1573000000
Consolidated Income,-1389000000.0,-2657000000.0,268000000.0,1289000000.0,1011000000.0
Earnings Before Tax Margin,-0.39900705513457,-0.34739004349927,0.0085726175613816,0.13159722222222,0.12239502332815
Net Profit Margin,-0.36294747844264,-0.32104881585307,0.022305451518935,0.089513888888889,0.078615863141524
