Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,16522729.0,1021897.0,5249620.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,16522729.0,1021897.0,5249620.0
Receivables,4514333.0,3352214.0,1846567.0
Inventories,1068557.0,1693742.0,1797401.0
Total current assets,23025119.0,7139365.0,10735654.0
Property Plant & Equipment Net,1777302.0,3005788.0,4052083.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,1777302.0,3005788.0,4052083.0
Total assets,24802421.0,10145153.0,14787737.0
Payables,1351736.0,2302964.0,792332.0
Short-term debt,0.0,6729752.0,587131.0
Total current liabilities,4522863.0,16652251.0,9363835.0
Long-term debt,9029374.0,0.0,6046045.0
Total debt,9029374.0,6729752.0,6633176.0
Deferred revenue,270998.0,354626.0,691653.0
Tax Liabilities,3389136.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,10142207.0,709976.0,7266347.0
Total liabilities,14665070.0,17362227.0,16630182.0
Other comprehensive income,82898775,0.0,0.0
Retained earnings (deficit),-72762428.0,-54266036.0,-30900672.0
Total shareholders equity,10137351.0,-50227211.0,-27258972.0
Investments,0.0,0.0,0.0
Net Debt,-7493355.0,5707855.0,1383556.0
Other Assets,0.0,1071512.0,1842066.0
Other Liabilities,0.0,7619535.0,7984372.0
