date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1592000000.0,2043000000.0,2059000000.0,1711000000.0,835000000.0,1381000000.0,1341000000.0,1669000000.0,1700000000.0,1563000000.0,1528000000.0,1478000000.0,1002000000.0,636607409.0,622000000.0,-44657518.0,-13218143.0,129193611.0,312031791.0
,depreciationAndAmortization,2695000000.0,2565000000.0,2269000000.0,2206000000.0,2347000000.0,2364000000.0,2210000000.0,1950000000.0,1892000000.0,1800000000.0,1866000000.0,1904000000.0,1906000000.0,1689343530.0,1584000000.0,1478011397.0,1092550996.0,1040262785.0,981457350.0
,deferredIncomeTax,580000000.0,712000000.0,758000000.0,635000000.0,324000000.0,466000000.0,506000000.0,596000000.0,610000000.0,0.0,288000000.0,287000000.0,421000000.0,250273116.0,61000000.0,-8575416.0,0.0,-24531753.0,-87126220.0
,stockBasedCompensation,0.0,0.0,0.0,61000000.0,61000000.0,55000000.0,37000000.0,84000000.0,77000000.0,64000000.0,47000000.0,-33000000.0,-100000000.0,0.0,49000000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-333000000.0,-426000000.0,-468000000.0,-154000000.0,14000000.0,-302000000.0,11000000.0,238000000.0,-248000000.0,-169000000.0,-180000000.0,264000000.0,-215000000.0,-309861953.0,75000000.0,-324007443.0,-62090233.0,-130820559.0,126115833.0
,accountsReceivables,455000000.0,-174000000.0,-133000000.0,-161000000.0,-141000000.0,-185000000.0,-81000000.0,58000000.0,15000000.0,-86000000.0,-163000000.0,93000000.0,-166000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-19000000.0,7000000.0,-31000000.0,2000000.0,3000000.0,-66000000.0,26000000.0,0.0,-131000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,177000000.0,9000000.0,-47000000.0,-21000000.0,-18000000.0,-61000000.0,86000000.0,-9000000.0,8000000.0,-4000000.0,-102000000.0,45000000.0,12000000.0,-70513457.0,0.0,-95183162.0,-89300456.0,11845936.0,0.0
,otherNonCashItems,1000000000.0,886000000.0,826000000.0,734000000.0,935000000.0,754000000.0,865000000.0,728000000.0,641000000.0,1281000000.0,14000000.0,33000000.0,3000000.0,466779223.0,74000000.0,28042795.0,1.0,-1289.0,1574.0
,netCashProvidedByOperatingActivites,4321000000.0,4526000000.0,4288000000.0,3938000000.0,3957000000.0,3747000000.0,3698000000.0,3990000000.0,3421000000.0,3791000000.0,3620000000.0,3790000000.0,3307000000.0,2824510875.0,2461000000.0,1227406675.0,1275928726.0,853927605.0,768548946.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,-2352000000.0,-2440000000.0,-2366000000.0,-2240000000.0,-2006000000.0,-2127000000.0,-1839000000.0,-1855000000.0,-2021000000.0,-1863144304.0,-1712000000.0,-1391679265.0,-1054937605.0,-963742110.0,-1261983003.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1049000000.0,0.0,-538000000.0,-195000000.0,-10000000.0,-1132000000.0,-503000000.0,-4000000.0,-74000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-707000000.0,0.0,0.0,-163000000.0,0.0,0.0,0.0,0.0,-4326854.0,-27936365.0,-49828455.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7816175.0,20704625.0,12088449.0
,otherInvestingActivites,-86000000.0,-14000000.0,-100000000.0,49000000.0,-58000000.0,-186000000.0,102000000.0,-143000000.0,-31000000.0,-116000000.0,132000000.0,-70000000.0,33000000.0,-37739597.0,103000000.0,2176997.0,-105290376.0,0.0,1280355681.0
,netCashUsedForInvestingActivites,-2558000000.0,-4612000000.0,-2944000000.0,-2630000000.0,-2456000000.0,-3767000000.0,-5951000000.0,-3473000000.0,-2834000000.0,-2831000000.0,-2200000000.0,-2324000000.0,-3337000000.0,-2438176582.0,-1645000000.0,-1435477381.0,-4084922006.0,-970973850.0,-122791942.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1359000000.0,-167000000.0,-823000000.0,-1034000000.0,0.0,-6920000000.0,-2635000000.0,-356000000.0,-1240000000.0,-2878000000.0,-3282000000.0,-1893000000.0,-3335000000.0,0.0,-1836000000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26814977.0,74000000.0,100347715.0,302230622.0,252010821.0,5728675.0
,commonStockRepurchased,0.0,-655000000.0,0.0,0.0,0.0,0.0,0.0,-21000000.0,-350000000.0,-1099000000.0,-1312000000.0,-1347000000.0,-137000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-1011000000.0,-1016000000.0,-988000000.0,-988000000.0,-988000000.0,-977000000.0,-930000000.0,-876000000.0,-803000000.0,-758000000.0,-734000000.0,-704000000.0,-559000000.0,-210547224.0,-47000000.0,-26208861.0,-56421886.0,-44606467.0,-32999685.0
,otherFinancingActivites,57000000.0,-201000000.0,370000000.0,-79000000.0,-57000000.0,120000000.0,5000000.0,-404000000.0,-14000000.0,-340000000.0,547000000.0,2000000.0,-374000000.0,-98321582.0,-20000000.0,-73573672.0,-72255820.0,-6220533.0,-1119227259.0
