date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,7028000.0,-33226000.0,-95304000.0,68271000.0,-41276000.0,40659000.0,-84906000.0,-42925000.0,-3228000.0,-8774000.0,-8975000.0,-11439000.0,-12084000.0,-37737000.0,-35201000.0,-27377000.0,12499000.0,-3494000.0,3005000.0,-2874000.0,-9461000.0,-6694000.0,-7812000.0,-6800000.0,-6900000.0
,depreciationAndAmortization,1690000.0,2486000.0,7430000.0,4883000.0,14489000.0,13132000.0,14141000.0,3062000.0,3183000.0,3346000.0,4696000.0,5917000.0,7249000.0,6198000.0,5639000.0,4743000.0,2530000.0,1712000.0,1460000.0,1270000.0,1113000.0,1207000.0,1041000.0,700000.0,900000.0
,deferredIncomeTax,-7431000.0,0.0,0.0,3556000.0,-4000000.0,1420000.0,-2806000.0,-11320000.0,-4758000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2999000.0,519000.0,7852000.0,8072000.0,14679000.0,7741000.0,2690000.0,2029000.0,3040000.0,2779000.0,3170000.0,5499000.0,8286000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,201949000.0,-40072000.0,49032000.0,-81329000.0,1247000.0,76038000.0,48452000.0,-17698000.0,-7612000.0,-7603000.0,-18004000.0,5011000.0,7779000.0,-24310000.0,-11627000.0,-30354000.0,-5421000.0,90665000.0,4864000.0,-610000.0,3691000.0,-7826000.0,1583000.0,-2500000.0,0.0
,accountsReceivables,8281000.0,2471000.0,3452000.0,3054000.0,-10050000.0,-8108000.0,3426000.0,-512000.0,2610000.0,-464000.0,733000.0,-1257000.0,-2392000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1352000.0,1155000.0,711000.0,-2899000.0,1831000.0,2547000.0,-3112000.0,-2186000.0,176000.0,-917000.0,152000.0,909000.0,-171000.0,1818000.0,-2059000.0,351000.0,-419000.0,-569000.0,271000.0,251000.0,-682000.0,536000.0,-653000.0,100000.0,-100000.0
,accountsPayables,-2788000.0,4641000.0,-2032000.0,595000.0,-434000.0,-3887000.0,1092000.0,1318000.0,-613000.0,-825000.0,-450000.0,32000.0,-258000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,248345000.0,46396000.0,86468000.0,37436000.0,118765000.0,117518000.0,41480000.0,-6972000.0,10726000.0,18338000.0,25941000.0,43945000.0,38934000.0,31155000.0,55465000.0,67092000.0,97446000.0,102867000.0,12202000.0,7338000.0,7948000.0,4257000.0,12083000.0,10500000.0,13000000.0
,otherNonCashItems,875000.0,-5813000.0,-40741000.0,-69176000.0,33112000.0,35840000.0,63822000.0,30837000.0,-18834000.0,-8774000.0,3170000.0,5499000.0,8286000.0,11686000.0,10004000.0,546000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-48734000.0,-38325000.0,-82716000.0,16662000.0,18901000.0,84293000.0,-10618000.0,-20676000.0,-23139000.0,-10323000.0,-5457000.0,8195000.0,-7508000.0,-19241000.0,-29826000.0,-19389000.0,-4150000.0,12227000.0,8771000.0,-2784000.0,-5622000.0,-4239000.0,-8188000.0,-8900000.0,-4200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-98000.0,-29000.0,-178000.0,-591000.0,-1201000.0,-1629000.0,-1728000.0,-1029000.0,-1069000.0,-1903000.0,-3599000.0,-1770000.0,-3523000.0,-11272000.0,-6394000.0,-11326000.0,-13837000.0,-2841000.0,-1435000.0,-1178000.0,-737000.0,-673000.0,-1131000.0,-1600000.0,-1500000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-131407000.0,-24648000.0,-376310000.0,-151005000.0,-107603000.0,-50591000.0,-68275000.0,-1085000.0,-3567000.0,-25015000.0,-73632000.0,-160968000.0,-70782000.0,-96713000.0,-183614000.0,-424383000.0,-22573000.0,0.0,0.0,0.0,0.0,0.0,-4238000.0,0.0,0.0
,salesMaturitiesOfInvestments,36284000.0,63246000.0,359507000.0,189009000.0,71546000.0,20490000.0,13678000.0,7152000.0,18246000.0,26382000.0,83128000.0,138476000.0,75216000.0,94707000.0,262584000.0,431055000.0,37945000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058000.0,6780000.0,0.0,-7800000.0
,netCashUsedForInvestingActivites,-69721000.0,38723000.0,-36981000.0,-15698000.0,-36630000.0,-31730000.0,-43083000.0,6044000.0,15448000.0,-351000.0,6028000.0,-24262000.0,911000.0,-13231000.0,72668000.0,-4500000.0,2078000.0,-1923000.0,-1432000.0,-1175000.0,-737000.0,3392000.0,1412000.0,-1600000.0,-9300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1701000.0,0.0,0.0,0.0,0.0,-4911000.0,-34553000.0,-552000.0,-320000.0,-2006000.0,-35000.0,-67000.0,-272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
