Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,214972000.0,114627000.0,199272000.0,154049000.0,124079000.0,86463000.0,58737000.0,89745000.0,112143000.0,65512000.0
Short-term investments,79888000.0,120699000.0,106146000.0,74667000.0,87720000.0,104271000.0,87768000.0,56294000.0,28200000.0,6811000.0
Cash and short-term investments,294860000.0,235326000.0,305418000.0,228716000.0,211799000.0,190734000.0,146505000.0,146039000.0,140343000.0,72323000.0
Receivables,16294000.0,21973000.0,24359000.0,46319000.0,50135000.0,28620000.0,22782000.0,35554000.0,35165000.0,21759000.0
Inventories,39296000.0,43754000.0,52093000.0,64957000.0,45353000.0,42164000.0,41992000.0,57439000.0,37372000.0,26444000.0
Total current assets,362330000.0,310358000.0,405282000.0,359824000.0,331465000.0,283288000.0,213936000.0,242525000.0,215654000.0,123586000.0
Property Plant & Equipment Net,103575000.0,109735000.0,118152000.0,124330000.0,127371000.0,128671000.0,138865000.0,140517000.0,125007000.0,119248000.0
Goodwill and Intangible Assets,1408000.0,1408000.0,1408000.0,1408000.0,0.0,0.0,0.0,0.0,94000.0,208000.0
Long-term investments,0.0,107357000.0,100339000.0,71503000.0,80934000.0,92199000.0,83553000.0,0.0,0.0,0.0
Tax assets,6858000.0,6937000.0,20508000.0,14114000.0,19716000.0,14732000.0,6953000.0,6162000.0,519000.0,912000.0
Total non-current assets,108825000.0,115205000.0,123761000.0,129285000.0,130023000.0,131159000.0,141301000.0,142719000.0,127502000.0,122421000.0
Total assets,471155000.0,425563000.0,529043000.0,489109000.0,461488000.0,414447000.0,355237000.0,385244000.0,343156000.0,246007000.0
Payables,19981000.0,18396000.0,22799000.0,34442000.0,30386000.0,14927000.0,12589000.0,18665000.0,15096000.0,14825000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19295000.0,0.0
Total current liabilities,39491000.0,35281000.0,144049000.0,38370000.0,52087000.0,40396000.0,19280000.0,35799000.0,44159000.0,20896000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19295000.0,0.0
Deferred revenue,144000.0,2736000.0,5530000.0,2680000.0,1940000.0,6869000.0,6071000.0,3558000.0,18876000.0,9348000.0
Tax Liabilities,1225000.0,1387000.0,1428000.0,1248000.0,1340000.0,1718000.0,620000.0,1123000.0,31025000.0,27290000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,42586000.0,38686000.0,52181000.0,46244000.0,50392000.0,45461000.0,58669000.0,61207000.0,46674000.0,34842000.0
Total liabilities,82077000.0,73967000.0,196230000.0,94797000.0,102479000.0,85857000.0,94903000.0,97006000.0,90833000.0,55738000.0
Other comprehensive income,282145000,281964000,281087000,279251000,277652000,313717999.9999,257041000,253505000,525000.0,38000.0
Retained earnings (deficit),106949000.0,61195000.0,48182000.0,113002000.0,77094000.0,7436000.0,692000.0,32926000.0,14671000.0,22630000.0
Total shareholders equity,389078000.0,351596000.0,332813000.0,394312000.0,359009000.0,328590000.0,260334000.0,288238000.0,252323000.0,190269000.0
Investments,79888000.0,228056000.0,206485000.0,146170000.0,168654000.0,196470000.0,171321000.0,56294000.0,28200000.0,6811000.0
Net Debt,-214972000.0,-114627000.0,-199272000.0,-154049000.0,-124079000.0,-86463000.0,-58737000.0,-89745000.0,-121048000.0,-72323000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2774000.0,3060000.0
Other Liabilities,0.0,0.0,0.0,10183000.0,0.0,0.0,16954000.0,0.0,9768000.0,6071000.0
