Date,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Cash and cash equivalents,5525165.0,2590539.0,47241.0,156490.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,5525165.0,2590539.0,47241.0,156490.0
Receivables,14471012.0,9257372.0,11225683.0,6686028.0
Inventories,1808143.0,1591619.0,1473425.0,1816570.0
Total current assets,21339634.0,13741413.0,13053584.0,8694706.0
Property, Plant & Equipment Net,136363.0,102516.0,81471.0,72626.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,
Total non-current assets,736363.0,102516.0,81471.0,
Total assets,22075997.0,13843929.0,13135055.0,9037840.0
Payables,465941.0,831200.0,637163.0,1444838.0
Short-term debt,1455580.0,1652917.0,3957888.0,0.0
Total current liabilities,2221900.0,2529848.0,5847672.0,6786436.0
Long-term debt,640455.0,661167.0,0.0,691680.0
Total debt,2096035.0,2314084.0,3957888.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,640455.0,661167.0,0.0,
Total liabilities,2862355.0,3191015.0,5847672.0,7478116.0
Other comprehensive income,-222830.0,718941.0,625795.0,
Retained earnings (deficit),6996837.0,3774805.0,733007.0,-1581155.0
Total shareholders equity,18338270.0,9756338.0,6391882.0,1559724.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-3429130.0,,,
Other Assets,-464686.0,,,
Other Liabilities,300379.0,45731.0,1252621.0,5341598.0
