Date,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31
Cash and cash equivalents,104427000.0,113558000.0,108545000.0,45593000.0,37503000.0,4499000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,104427000.0,113558000.0,108545000.0,45593000.0,37503000.0,4499000.0
Receivables,221573000.0,160400000.0,149465000.0,137659000.0,105783000.0,84803000.0
Inventories,3734000.0,2805000.0,1595000.0,1449000.0,4720000.0,3478000.0
Total current assets,260186000.0,260748000.0,127377000.0,111449000.0,60925000.0,58210000.0
Property, Plant & Equipment Net,52739000.0,49571000.0,46072000.0,34727000.0,26445000.0,21860000.0
Goodwill and Intangible Assets,195276000.0,197348000.0,74065000.0,72566000.0,32358000.0,33708000.0
Long-term investments,2775000.0,1399000.0,0.0,0.0,0.0,0.0
Tax assets,8431000.0,5155000.0,4988000.0,5785000.0,2782000.0,1048000.0
Total non-current assets,20930000.0,51742000.0,19054000.0,19283000.0,8026000.0,9577000.0
Total assets,603820000.0,547207000.0,394542000.0,306569000.0,217697000.0,155222000.0
Payables,25978000.0,24862000.0,8784000.0,7229000.0,10719000.0,9438000.0
Short-term debt,856000.0,633000.0,460000.0,1333000.0,20476000.0,16759000.0
Total current liabilities,112941000.0,108647000.0,73755000.0,69162000.0,60054000.0,50350000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,6000.0
Total debt,856000.0,633000.0,460000.0,1333000.0,20476000.0,16765000.0
Deferred revenue,4105000.0,3815000.0,5048000.0,9843000.0,195000.0,0.0
Tax Liabilities,33746000.0,38190000.0,28043000.0,22775000.0,11776000.0,8183000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,20930000.0,51742000.0,19054000.0,19283000.0,8026000.0,9577000.0
Total liabilities,133871000.0,160389000.0,92809000.0,88445000.0,68080000.0,59927000.0
Other comprehensive income,-2636000.0,-3886000.0,-3981000.0,-1700000.0,-1275000.0,-2393000.0
Retained earnings (deficit),320521000.0,263508000.0,200870000.0,130619000.0,67470000.0,46720000.0
Total shareholders equity,469917000.0,386786000.0,301701000.0,218092000.0,149585000.0,95263000.0
Investments,2775000.0,1399000.0,0.0,0.0,0.0,0.0
Net Debt,-103571000.0,,,,,
Other Assets,13900000.0,,,,,
Other Liabilities,86107000.0,83152000.0,64511000.0,60600000.0,28859000.0,24153000.0
