Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,19908000.0,19664000.0,64221000.0,18678000.0,14165000.0,0.0,0.0
Short-term investments,0.0,0.0,40024000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,19908000.0,19664000.0,104245000.0,18678000.0,14165000.0,0.0,0.0
Receivables,7511000.0,1423000.0,4294000.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,69069000.0,63697000.0,148059000.0,43096000.0,26090000.0,0.0,0.0
Property Plant & Equipment Net,862117000.0,673823000.0,600071000.0,145548000.0,130779000.0,85626000.0,23557000.0
Goodwill and Intangible Assets,25137000.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,234258000.0,234930000.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,887284000.0,673853000.0,600071000.0,379806000.0,367861000.0,85626000.0,23557000.0
Total assets,956353000.0,737550000.0,748130000.0,422902000.0,393951000.0,85626000.0,23557000.0
Payables,50972000.0,19794000.0,18371000.0,5504000.0,1021000.0,3224000.0,0.0
Short-term debt,12047000.0,0.0,39664000.0,3438000.0,3223000.0,0.0,0.0
Total current liabilities,65979000.0,29584000.0,66618000.0,8942000.0,4244000.0,3224000.0,4682000.0
Long-term debt,673324000.0,548793000.0,532011000.0,599635000.0,510000000.0,0.0,0.0
Total debt,685371000.0,548793000.0,571675000.0,603073000.0,513223000.0,0.0,0.0
Deferred revenue,2960000.0,1438000.0,952000.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,673324000.0,548793000.0,532963000.0,599635000.0,510000000.0,0.0,0.0
Total liabilities,932635000.0,752358000.0,781672000.0,608577000.0,514244000.0,3224000.0,4682000.0
Other comprehensive income,23718000,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),0.0,0.0,0.0,0.0,0.0,,
Total shareholders equity,23718000.0,-14808000.0,-33542000.0,-185675000.0,-120293000.0,82402000.0,18875000.0
Investments,0.0,0.0,40024000.0,234258000.0,234930000.0,0.0,0.0
Net Debt,665463000.0,529129000.0,507454000.0,584395000.0,499058000.0,0.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,193332000.0,173981000.0,182091000.0,0.0,0.0,0.0,4682000.0
