Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,239936000000.0,75052000000.0,55869000000.0,000000.0,000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,,,,,
Inventories,169675000000.0,120095000000.0,99692000000.0,000000.0,000000.0
Total current assets,411019000000.0,456554000000.0,476283000000.0,000000.0,000000.0
Property, Plant & Equipment Net,173317000000.0,164779000000.0,179594000000.0,000000.0,000000.0
Goodwill and Intangible Assets,8009000000,7117000000,7173000000,0,0
Long-term investments,,,,,
Tax assets,6836000000.0,4299000000.0,1829000000.0,000000.0,000000.0
Total non-current assets,90446000000.0,118960000000.0,160357000000.0,000000.0,000000.0
Total assets,938032000000.0,820031000000.0,793276000000.0,000000.0,000000.0
Payables,108691000000.0,73272000000.0,100920000000.0,000000.0,000000.0
Short-term debt,82374000000.0,50581000000.0,52845000000.0,000000.0,000000.0
Total current liabilities,220981000000.0,145708000000.0,173632000000.0,000000.0,000000.0
Long-term debt,38910000000.0,77184000000.0,119776000000.0,000000.0,000000.0
Total debt,38910000000.0,77184000000.0,119776000000.0,000000.0,000000.0
Deferred revenue,4117000000.0,723000000.0,576000000.0,000000.0,000000.0
Tax Liabilities,4443000000.0,4743000000.0,4509000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,90446000000.0,118960000000.0,160357000000.0,000000.0,000000.0
Total liabilities,311427000000.0,264668000000.0,333989000000.0,000000.0,000000.0
Other comprehensive income,-2229000000.0,18061000000.0,18819000000.0,000000.0,000000.0
Retained earnings (deficit),586998000000.0,495732000000.0,398991000000.0,000000.0,000000.0
Total shareholders equity,626605000000.0,555363000000.0,459287000000.0,000000.0,000000.0
Investments,,,,,
Net Debt,-118652000000,52713000000,116752000000,0,0
Other Assets,322277000000,380483000000,433122000000,0,0
Other Liabilities,56655000000,44188000000,43200000000,0,0
