date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,4186000000.0,4074000000.0,7863000000.0,4368000000.0,5642000000.0,1381000000.0,-667000000.0,469000000.0,3666000000.0,3195000000.0,3124000000.0,-1073000000.0,3704000000.0,3428000000.0,3540000000.0,2256000000.0,1264000000.0,194000000.0
,depreciationAndAmortization,460000000.0,161000000.0,222000000.0,318000000.0,113000000.0,631000000.0,411000000.0,302000000.0,290000000.0,-104000000.0,175000000.0,656000000.0,272000000.0,350000000.0,501000000.0,589000000.0,733000000.0,559000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,13175000000.0,17581000000.0,4671000000.0,10364000000.0,9975000000.0,17195000000.0,1676000000.0,16410000000.0,8078000000.0,1758000000.0,195000000.0,5882000000.0,296000000.0,-820000000.0,-465000000.0,3598000000.0,-4253000000.0,6822000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1649000000.0,-1245000000.0,-931000000.0,1781000000.0,-560000000.0,1596000000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136000000.0,2688000000.0,3150000000.0,1110000000.0,2072000000.0,2026000000.0
,otherWorkingCapital,3156000000.0,1648000000.0,-3410000000.0,190000000.0,1696000000.0,6421000000.0,-2666000000.0,193000000.0,8437000000.0,5189000000.0,-2198000000.0,1215000000.0,-172000000.0,-1118000000.0,-3319000000.0,-854000000.0,-6065000000.0,0.0
,otherNonCashItems,-3587000000.0,-1385000000.0,-2812000000.0,-1890000000.0,-1359000000.0,-2495000000.0,-1399000000.0,-2025000000.0,-1382000000.0,-1477000000.0,-2753000000.0,2998000000.0,2307000000.0,1417000000.0,466000000.0,676000000.0,1660000000.0,2406000000.0
,netCashProvidedByOperatingActivites,19625000000.0,21664000000.0,13445000000.0,14778000000.0,13895000000.0,19396000000.0,8445000000.0,20909000000.0,12377000000.0,6542000000.0,5840000000.0,10838000000.0,5966000000.0,4375000000.0,4042000000.0,7119000000.0,-596000000.0,9981000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-1755000000.0,0.0,-64000000.0,-532000000.0,0.0,-23000000.0,-488000000.0,0.0,-2321000000.0,0.0,0.0,0.0,0.0,724000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-122715000000.0,-144892000000.0,-143090000000.0,-151765000000.0,-148896000000.0,-155226000000.0,-158719000000.0,-102405000000.0,-107712000000.0,-101363000000.0,-46716000000.0,-161011000000.0,-135016000000.0,-128650000000.0,-1239000000.0,-108639000000.0,-56808000000.0,-717000000.0
,salesMaturitiesOfInvestments,111683000000.0,126967000000.0,134239000000.0,132784000000.0,144555000000.0,142971000000.0,146820000000.0,88352000000.0,98351000000.0,92633000000.0,45034000000.0,153186000000.0,130219000000.0,117980000000.0,110976000000.0,102374000000.0,53609000000.0,67180000000.0
,otherInvestingActivites,-437000000.0,-188000000.0,-712000000.0,-227000000.0,106000000.0,231000000.0,-532000000.0,143000000.0,182000000.0,422000000.0,3004000000.0,-279000000.0,-104000000.0,1247000000.0,-121037000000.0,0.0,-229000000.0,-80515000000.0
,netCashUsedForInvestingActivites,-17028000000.0,-21628000000.0,-11934000000.0,-21551000000.0,-7746000000.0,-17088000000.0,-16334000000.0,-15420000000.0,-13295000000.0,-8522000000.0,2429000000.0,-10780000000.0,-5004000000.0,-10147000000.0,-11273000000.0,-7423000000.0,-4419000000.0,-14052000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2067000000.0,-1810000000.0,-1827000000.0,-2753000000.0,-4957000000.0,-7384000000.0,-3939000000.0,-3391000000.0,-509000000.0,-4601000000.0,-14373000000.0,-16632000000.0,-5124000000.0,-2126000000.0,-1496000000.0,-2787000000.0,-1226000000.0,-2712000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970000000.0,1391000000.0,0.0,221000000.0,166000000.0,0.0,690000000.0,53000000.0,1000000.0
,commonStockRepurchased,-2500000000.0,-1500000000.0,-1250000000.0,-2119000000.0,-1664000000.0,-1000000000.0,-738000000.0,-650000000.0,-999000000.0,0.0,0.0,-2161000000.0,-3000000000.0,-2512000000.0,-2095000000.0,-1493000000.0,-1007000000.0,-782000000.0
,dividendsPaid,-1641000000.0,-1521000000.0,-1296000000.0,-1300000000.0,-1117000000.0,-1027000000.0,-847000000.0,-768000000.0,-704000000.0,-575000000.0,-347000000.0,-317000000.0,-533000000.0,-440000000.0,-394000000.0,-341000000.0,-275000000.0,-192000000.0
,otherFinancingActivites,642000000.0,1222000000.0,791000000.0,5389000000.0,1041000000.0,2133000000.0,1309000000.0,-1309000000.0,1923000000.0,476000000.0,-2470000000.0,11037000000.0,740000000.0,1860000000.0,1921000000.0,623000000.0,542000000.0,-3521000000.0
