date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,603400000.0,2404300000.0,77600000.0,443300000.0,399000000.0,144385000.0,656912000.0,252895000.0,254822000.0,175315000.0,97030000.0,295166000.0,33149000.0,-92290000.0,-131514000.0,-58000000.0,-108750000.0,-74095000.0,-84467000.0,-56542000.0,-57043000.0,-20227000.0,-6400000.0,-7900000.0,-7300000.0,-5400000.0
,depreciationAndAmortization,329400000.0,376800000.0,405300000.0,496700000.0,396000000.0,166621000.0,46939000.0,28693000.0,23887000.0,17616000.0,15792000.0,12473000.0,7608000.0,4927000.0,3706000.0,1600000.0,3682000.0,3593000.0,3726000.0,3562000.0,5521000.0,1769000.0,900000.0,600000.0,700000.0,800000.0
,deferredIncomeTax,-283400000.0,-455400000.0,32900000.0,-45900000.0,104000000.0,395495000.0,-153905000.0,92831000.0,71155000.0,42066000.0,36389000.0,-208726000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,281100000.0,237000000.0,203000000.0,243100000.0,192000000.0,227133000.0,114461000.0,76203000.0,54013000.0,44763000.0,32338000.0,28731000.0,23682000.0,0.0,0.0,4314000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-33800000.0,1671100000.0,209600000.0,246400000.0,47901000.0,-482190000.0,584861000.0,468917000.0,424466000.0,203004000.0,219847000.0,95511000.0,25038000.0,-27374000.0,2858000.0,15713000.0,-80212000.0,52007000.0,-88812000.0,-61292000.0,181855000.0,143902000.0,-6700000.0,15100000.0,3500000.0,-500000.0
,accountsReceivables,-139400000.0,-319200000.0,-208800000.0,-55200000.0,-122000000.0,-115812000.0,-28137000.0,-116439000.0,-72870000.0,-78778000.0,-59239000.0,-36440000.0,-31262000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,95000000.0,-156900000.0,-14700000.0,-88200000.0,-84000000.0,-88375000.0,-66812000.0,126000.0,-6265000.0,-12179000.0,-14119000.0,14596000.0,-15700000.0,-30593000.0,-2314000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3589000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,3882100000.0,2211000000.0,2001400000.0,1755000000.0,1707099000.0,2189289000.0,1604428000.0,1135511000.0,711045000.0,508041000.0,288194000.0,192683000.0,167645000.0,195019000.0,192161000.0,176448000.0,256660000.0,204653000.0,293465000.0,354757000.0,172902000.0,29000000.0,35700000.0,20600000.0,17100000.0
,otherNonCashItems,63500000.0,-91100000.0,179100000.0,30100000.0,46000000.0,60299000.0,42341000.0,4138000.0,7430000.0,6916000.0,0.0,165000.0,476000.0,21650000.0,21154000.0,4300000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,200000.0,0.0
,netCashProvidedByOperatingActivites,3002900000.0,2084900000.0,426000000.0,1115600000.0,1086000000.0,675199000.0,640075000.0,497349000.0,410613000.0,270084000.0,160906000.0,113841000.0,53199000.0,-139614000.0,-109914000.0,-50400000.0,-96883000.0,-71993000.0,-89196000.0,-46221000.0,-23172000.0,-15758000.0,-7700000.0,-8000000.0,-5700000.0,-5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-106700000.0,-154700000.0,-213000000.0,-357300000.0,-333000000.0,-286335000.0,-136650000.0,-29329000.0,-21846000.0,-21982000.0,-12823000.0,-35275000.0,-39733000.0,-68825000.0,-31856000.0,-444000.0,-2980000.0,-3135000.0,-3070000.0,-4096000.0,-7021000.0,-2229000.0,-1900000.0,-2100000.0,-700000.0,-300000.0
,acquisitionsNet,-2112000000.0,0.0,0.0,0.0,0.0,-3939000000.0,0.0,0.0,-606000000.0,-106000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-77200000.0,-171100000.0,-805100000.0,-1658700000.0,-675000000.0,-534703000.0,-705159000.0,-1049414000.0,0.0,0.0,-129860000.0,-19026000.0,-206778000.0,-48719000.0,-734567000.0,-419086000.0,-508818000.0,-168952000.0,-114116000.0,-533117000.0,-561940000.0,-78597000.0,0.0,0.0,0.0,-8400000.0
,salesMaturitiesOfInvestments,196300000.0,236900000.0,1485800000.0,1097600000.0,722000000.0,1169698000.0,619447000.0,60917000.0,0.0,94458000.0,53387000.0,0.0,216146000.0,87985000.0,853924000.0,398971000.0,513423000.0,205242000.0,183534000.0,495190000.0,425117000.0,0.0,1900000.0,0.0,3100000.0,0.0
,otherInvestingActivites,0.0,-100000.0,2800000.0,100000.0,-1000000.0,5474000.0,-507000.0,-9315000.0,-4000.0,-307000.0,-2000.0,618000.0,339000.0,32636000.0,-33594000.0,0.0,0.0,-5000.0,-37000.0,-36000.0,-529000.0,-40000.0,0.0,100000.0,-100000.0,-100000.0
,netCashUsedForInvestingActivites,-2099500000.0,9700000.0,470500000.0,-918300000.0,-287000000.0,-3585173000.0,-222869000.0,-1027141000.0,-627585000.0,-33717000.0,-89318000.0,-81423000.0,-38650000.0,3077000.0,53907000.0,-20600000.0,1625000.0,33150000.0,66311000.0,-41719000.0,-144373000.0,-80866000.0,0.0,-2000000.0,2300000.0,-8800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
