Date,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30
Cash and cash equivalents,11386775.0,3168282.6261,6843179.7411,1177694.258,3315394.2652
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,11386775.0,3168282.6261,6843179.7411,1177694.258,3315394.2652
Receivables,225264.3939,23598.8791,12095.9634,2870697.2409,57798.3871
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,11815641.6667,4050250.6005,7630776.0853,5287269.2021,3429113.7993
Property, Plant & Equipment Net,0.0,79969.5757,97281.0358,123388.516,12636.2007
Goodwill and Intangible Assets,165930.303,190012.8102,194686.2148,211842.6547,323333.3333
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,318505.303,438975.9808,291967.2506,335231.1708,335969.5341
Total assets,12134146.9697,4489226.5813,7922743.3359,5622500.3729,3765083.3333
Payables,396718.9394,1313933.5468,2695172.1249,1559404.9217,526301.9713
Short-term debt,2133293.1818,1622568.4548,0.0,0.0,0.0
Total current liabilities,2533589.3939,3024188.9512,2764624.524,1559404.9217,526301.9713
Long-term debt,2652284.8485,4750273.8191,0.0,0.0,0.0
Total debt,4785578.0303,6372842.2738,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,3577.2727,87686.9496,69452.3991,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2667169.697,4886977.5821,5566996.9535,740565.9955,1469849.4624
Total liabilities,5200759.0909,7911166.5332,8331621.4775,2299970.9172,1996151.4337
Other comprehensive income,-1573090.1515,-1662513.2106,-1581476.7708,-1296581.6555,-65862.9032
Retained earnings (deficit),-33612943.9394,-26212686.9496,-21508479.8172,-11652346.0104,-5330832.4373
Total shareholders equity,6933387.8788,-3421939.952,-408878.1417,3322529.4556,1768931.8996
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-6601196.9697,,,,
Other Assets,373395.94,,,,
Other Liabilities,3577.2727,87686.9496,69452.3991,0.0,0.0
