Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,50985000.0,42059000.0,73748000.0,73922000.0,73929000.0,30198000.0,9789000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,50985000.0,42059000.0,73748000.0,73922000.0,73929000.0,30198000.0,9789000.0
Receivables,1786000.0,467000.0,327000.0,369000.0,201000.0,0.0,0.0
Inventories,2677000.0,1344000.0,803000.0,683000.0,115000.0,0.0,0.0
Total current assets,56608000.0,44318000.0,75438000.0,75552000.0,75321000.0,30393000.0,9849000.0
Property, Plant & Equipment Net,7315000.0,10015000.0,13589000.0,10655000.0,2760000.0,1118000.0,1195000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,260000.0,340000.0,340000.0
Tax assets,0.0,0.0,0.0,0.0,313000.0,0.0,0.0
Total non-current assets,7701000.0,10543000.0,14130000.0,11273000.0,3813000.0,1492000.0,1582000.0
Total assets,64309000.0,54861000.0,89568000.0,86825000.0,79134000.0,31885000.0,11431000.0
Payables,744000.0,648000.0,962000.0,1228000.0,735000.0,943000.0,571000.0
Short-term debt,42373000.0,40696000.0,1269000.0,4449000.0,295000.0,1759000.0,820000.0
Total current liabilities,52297000.0,51782000.0,9885000.0,12253000.0,5172000.0,4046000.0,2129000.0
Long-term debt,0.0,1008000.0,39504000.0,26121000.0,20660000.0,3299000.0,5058000.0
Total debt,42373000.0,41704000.0,40773000.0,30570000.0,20955000.0,5058000.0,5878000.0
Deferred revenue,830000.0,1736000.0,2445000.0,2146000.0,80000.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,313000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,625000.0,1739000.0,40345000.0,27633000.0,20961000.0,117382000.0,71960000.0
Total liabilities,52922000.0,53521000.0,50230000.0,39886000.0,26133000.0,121428000.0,74089000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-317171000.0,-266117000.0,-203689000.0,-148885000.0,-103595000.0,-89544000.0,-62659000.0
Total shareholders equity,11387000.0,1340000.0,39338000.0,46939000.0,53001000.0,-89543000.0,-62658000.0
Investments,0.0,0.0,0.0,0.0,260000.0,340000.0,340000.0
Net Debt,-8612000.0,-355000.0,-32975000.0,-43352000.0,-52974000.0,-25140000.0,-3911000.0
Other Assets,1160000.0,448000.0,560000.0,578000.0,1076000.0,195000.0,60000.0
Other Liabilities,9180000.0,10438000.0,7654000.0,6576000.0,4142000.0,1344000.0,738000.0
