Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,92865000.0,86896000.0,116216000.0,206492000.0,46795000.0,23227000.0,53872000.0
Short-term investments,319504000.0,199344000.0,235651000.0,98680000.0,9077000.0,0.0,5620000.0
Cash and short-term investments,412369000.0,286240000.0,351867000.0,305172000.0,55872000.0,23227000.0,59492000.0
Receivables,0.0,0.0,0.0,0.0,113000.0,316000.0,128000.0
Inventories,0.0,0.0,936000.0,0.0,0.0,0.0,0.0
Total current assets,6430000.0,15882000.0,15971000.0,77826000.0,3616000.0,1214000.0,2118000.0
Property, Plant & Equipment Net,6400000.0,5630000.0,7076000.0,1974000.0,1160000.0,1214000.0,1999000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,222000.0,865000.0,75840000.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,184272000.0,495000.0,481000.0,138000.0,193000.0,35659000.0,54066000.0
Total assets,426239000.0,303136000.0,409154000.0,400027000.0,64359000.0,26739000.0,64654000.0
Payables,8945000.0,7471000.0,10361000.0,4727000.0,1911000.0,2223000.0,1920000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,28236000.0,23366000.0,25890000.0,12372000.0,5009000.0,23068000.0,22598000.0
Long-term debt,182104000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,182104000.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,54324000.0,72577000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,184272000.0,495000.0,481000.0,138000.0,193000.0,35659000.0,54066000.0
Total liabilities,212508000.0,23861000.0,26371000.0,12510000.0,5202000.0,58727000.0,76664000.0
Other comprehensive income,-1056000.0,-92000.0,-48000.0,-501000.0,-22000.0,9000.0,-3000.0
Retained earnings (deficit),-963938000.0,-667509000.0,-378630000.0,-222376000.0,-136906000.0,-145814000.0,-125201000.0
Total shareholders equity,109976000.0,279275000.0,382783000.0,387517000.0,59157000.0,-143362000.0,-123384000.0
Investments,319504000.0,199566000.0,236516000.0,174520000.0,9077000.0,0.0,5620000.0
Net Debt,-230265000.0,-286240000.0,-351867000.0,-305172000.0,-55872000.0,-23227000.0,-59492000.0
Other Assets,7440000.0,1014000.0,40380000.0,17029000.0,4758000.0,1982000.0,2916000.0
Other Liabilities,19291000.0,15895000.0,15529000.0,7645000.0,3098000.0,20845000.0,20678000.0
