Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,8494983.0,9871765.0,2924688.0,731546.0
Short-term investments,6999.0,0.0,68108.0,15404.0
Cash and short-term investments,8501982.0,9871765.0,2992796.0,746950.0
Receivables,12012856.0,6050495.0,3701776.0,5399428.0
Inventories,13762959.0,10279397.0,4840234.0,2369798.0
Total current assets,39535357.0,31634747.0,14063217.0,9309598.0
Property, Plant & Equipment Net,18753340.0,10449466.0,1199611.0,1323721.0
Goodwill and Intangible Assets,2078240.0,2243183.0,2143002.0,0.0
Long-term investments,0.0,500000.0,0.0,0.0
Tax assets,604064.0,518251.0,181003.0,109546.0
Total non-current assets,22216775.0,13710900.0,3528207.0,1352026.0
Total assets,61752132.0,45345647.0,17591424.0,10661624.0
Payables,9329405.0,5650322.0,2559076.0,2157633.0
Short-term debt,10867111.0,9020697.0,2879853.0,3234900.0
Total current liabilities,30258610.0,24343309.0,6838202.0,6877885.0
Long-term debt,4449889.0,11050.0,0.0,0.0
Total debt,15317000.0,9031747.0,2879853.0,3234900.0
Deferred revenue,2953595.0,660944.0,859661.0,514740.0
Tax Liabilities,732699.0,501921.0,329212.0,537834.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,4449889.0,11050.0,0.0,30808.0
Total liabilities,34708499.0,24354359.0,6838202.0,6908693.0
Other comprehensive income,-1172217.0,-13133.0,-548943.0,-164996.0
Retained earnings (deficit),11380149.0,5228733.0,2960698.0,816785.0
Total shareholders equity,27043633.0,20991288.0,10753222.0,3752931.0
Investments,6999.0,500000.0,68108.0,15404.0
Net Debt,5153110.0,,,
Other Assets,5257560.0,,,
Other Liabilities,10062094.0,9672290.0,1399273.0,1485352.0
