date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2680000000.0,-355000000.0,3064000000.0,898000000.0,-3302000000.0,-14454000000.0,1607000000.0,-20000000.0,-206000000.0,4704000000.0,4550000000.0,-2479000000.0,-2148000000.0,3606000000.0,2846000000.0,2930000000.0,2186000000.0,1747000000.0,104000000.0,103000000.0,730342000.0,94600000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930000000.0,2108000000.0,3509000000.0,2858000000.0,2442000000.0,2191000000.0,2290000000.0,1793000000.0,1211000000.0,936000000.0,734672000.0,269100000.0
,deferredIncomeTax,-328000000.0,-25000000.0,226000000.0,-294000000.0,-273000000.0,-5828000000.0,1891000000.0,97000000.0,-184000000.0,2299000000.0,719000000.0,-2014000000.0,-1573000000.0,578000000.0,370000000.0,384000000.0,355000000.0,321000000.0,-216000000.0,-41000000.0,280845000.0,40500000.0
,stockBasedCompensation,88000000.0,115000000.0,161000000.0,198000000.0,194000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-95000000.0,-287000000.0,735000000.0,320000000.0,425000000.0,168000000.0,-787000000.0,-1618000000.0,401000000.0,1595000000.0,1782000000.0,-359000000.0,-708000000.0,1690000000.0,-2705000000.0,789000000.0,190000000.0,271000000.0,-140000000.0,-143150000.0,115350000.0,-185200000.0
,accountsReceivables,231000000.0,-3000000.0,88000000.0,-284000000.0,-176000000.0,942000000.0,128000000.0,-288000000.0,140000000.0,-185000000.0,23000000.0,142000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8000000.0,10000000.0,15000000.0,-8322000.0,-3000000.0
,accountsPayables,-38000000.0,-54000000.0,0.0,105000000.0,-167000000.0,-190000000.0,-68000000.0,26000000.0,-8000000.0,64000000.0,37000000.0,-91000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-52000000.0,1924000000.0,2211000000.0,1476000000.0,1156000000.0,731000000.0,563000000.0,1350000000.0,2968000000.0,2567000000.0,972000000.0,-810000000.0,-451000000.0,257000000.0,-1433000000.0,1272000000.0,483000000.0,293000000.0,22000000.0,162000000.0,305150000.0,189800000.0
,otherNonCashItems,165000000.0,27000000.0,-185000000.0,159000000.0,378000000.0,537000000.0,457000000.0,318000000.0,240000000.0,241000000.0,215000000.0,6742000000.0,9770000000.0,206000000.0,425000000.0,0.0,-60000000.0,0.0,0.0,0.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,1354000000.0,2071000000.0,2704000000.0,2909000000.0,1746000000.0,5383000000.0,5981000000.0,5436000000.0,4956000000.0,6224000000.0,5478000000.0,4737000000.0,9408000000.0,6651000000.0,5993000000.0,5612000000.0,4816000000.0,3768000000.0,1754000000.0,1886000000.0,1619032000.0,205600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8000000.0,-31000000.0,-55000000.0,-46000000.0,-1641000000.0,-1107000000.0,-6462000000.0,0.0,0.0,0.0,0.0,0.0,-9375000000.0,-6158000000.0,-7551000000.0,-4090000000.0,-3103000000.0,-2587000000.0,-3426000000.0,-5326000000.0,-1280132000.0,-332000000.0
,acquisitionsNet,-8000000.0,-31000000.0,-55000000.0,-44000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1076000000.0,-4106000000.0,-6691000000.0,-145000000.0,0.0,-50000000.0,-934000000.0,-2395000000.0,-4020000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,190000000.0,0.0,0.0,57000000.0,3419000000.0,3266000000.0,5343000000.0,21000000.0,7000000.0,300000000.0,1136000000.0,2501000000.0,4307000000.0,2589000000.0,0.0,0.0,0.0,12781000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-12000000.0,-19000000.0,-16000000.0,89000000.0,-3000000.0,14000000.0,-39000000.0,-19000000.0,-17000000.0,280000000.0,0.0,0.0,0.0,-3215000000.0,-24000000.0,-3000000.0,0.0,-7581000.0,700000.0
,netCashUsedForInvestingActivites,-1127000000.0,-1551000000.0,-1493000000.0,-2210000000.0,-872000000.0,-6324000000.0,-8184000000.0,-3999000000.0,-7583000000.0,-8792000000.0,-2309000000.0,-4855000000.0,-8728000000.0,-5880000000.0,-7405000000.0,-1652000000.0,-3634000000.0,-2432000000.0,-2046000000.0,-5285000000.0,-1173401000.0,-253700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-162000000.0,-1226000000.0,-2124000000.0,-5300000000.0,-2941000000.0,-7574000000.0,-1872000000.0,-1287000000.0,-1760000000.0,-350000000.0,-178000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,501000000.0,2361000000.0,679000000.0,410000000.0,0.0,0.0,0.0,0.0,0.0,116000000.0,91000000.0,73000000.0,124000000.0,268000000.0,155000000.0,32000000.0,48000000.0,76487000.0,422200000.0
